301599957,00018,30159995700018,O,1974-01-01,NN,,,2019-11-14T14:00:37,true,4,,26,,RUE,MAX FLECHET,42140,CHAZELLES-SUR-LYON,,,42059,,,,,,,,,,,,,,,,,,,2007-09-03,F,,,,,52.3A,NAFRev1,O
301599965,00037,30159996500037,O,1999-05-03,,,,,true,1,,,,AV,DE GRAULHET,81220,DAMIATTE,,,81078,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,45.3A,NAF1993,N
301599981,00018,30159998100018,O,,,,,,true,1,,,,AV,DE LA LIBERATION,42120,LE COTEAU,,,42071,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301599999,00028,30159999900028,O,1987-09-01,NN,,,2017-03-02T14:22:47,false,5,,51,T,QUAI,PIERRE SEMARD,42120,LE COTEAU,,,42071,,,,,,,,,,,,,,,,,,,2011-06-30,F,,,,,86.23Z,NAFRev2,O
301599999,00036,30159999900036,O,2016-01-06,,,,2021-02-23T10:36:00,true,1,,738,,RUE,MARECHAL FOCH,42153,RIORGES,,,42184,,,,,,,,,,,,,,,,,,,2016-01-06,A,,,,,90.03B,NAFRev2,N
301600011,00011,30160001100011,O,,NN,,,,true,1,,4,,QUAI,GENERAL LECLERC,42120,LE COTEAU,,,42071,,,,,,,,,,,,,,,,,,,1993-12-31,F,,,,,51.6K,NAF1993,O
301600037,00016,30160003700016,O,1975-01-01,NN,,,2012-04-27T13:07:09,true,4,,,,,AU BOURG,42260,CREMEAUX,,,42076,,,,,,,,,,,,,,,,,,,2011-12-31,F,,,,,56.10A,NAFRev2,N
301600052,00023,30160005200023,O,1982-09-20,,,,2019-11-14T14:00:36,true,1,,,,,LE GILIN,38510,VEZERONCE-CURTIN,,,38543,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,45.2V,NAF1993,N
301600060,00018,30160006000018,O,,,,,,true,1,,,,,LES TUILERIES CHE LA CHAPE,42300,MABLY,,,42127,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301600078,00036,30160007800036,O,1994-10-01,NN,,,2015-05-14T03:59:57,true,5,,63,,AV,DE PARIS,42300,ROANNE,,,42187,,,,,,,,,,,,,,,,,,,2013-04-30,F,,,,,96.02A,NAFRev2,O
301600086,00013,30160008600013,O,,,,,,true,1,,35,,RUE,THEOPHILE GAUTIER,42300,MABLY,,,42127,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301600094,00033,30160009400033,O,,NN,,,2006-11-25T09:13:23,true,1,,,,RUE,RENE BINET,89100,SENS,,,89387,,,,,,,,,,,,,,,,,,,1995-11-30,F,,,,,52.3A,NAF1993,N
301600102,00018,30160010200018,O,,,,,2019-11-14T14:00:35,true,1,,16,,RUE,JULES SIMON,37700,SAINT-PIERRE-DES-CORPS,,,37233,,,,,,,,,,,,,,,,,,,1989-01-07,F,,,,,81.11,NAP,N
301600110,00011,30160011000011,O,,,,,,true,1,,,,,,42110,PONCINS,,,42174,,,,,,,,,,,,,,,,,,,1996-12-31,F,,,,,52.2A,NAF1993,N
301600136,00024,30160013600024,O,1900-01-01,NN,,,2008-11-07T00:17:41,true,3,,,,LD,CHANTOISE,42370,RENAISON,,,42182,,,,,,,,,,,,,,,,,,,2003-12-31,F,,,,,45.2U,NAFRev1,O
