300264462,00064,30026446200064,O,1988-01-05,NN,,,2019-11-14T14:00:39,false,4,,5,,PL,DU MARTROI,45130,MEUNG-SUR-LOIRE,,,45203,,,,,,,,,,,,,,,,,,,1998-11-23,F,ASSOCIE DE LA SNC CAFE DU COMMERCE,,,,74.1J,NAF1993,N
300264462,00072,30026446200072,O,1998-11-23,NN,,,2006-11-25T09:11:32,true,3,SARL LA GRIGNOTIERE,6,,RUE,DE LA CERCHE,45000,ORLEANS,,,45234,,,,,,,,,,,,,,,,,,,2005-12-31,F,,,,,74.1J,NAFRev1,N
300264470,00018,30026447000018,O,1900-01-01,NN,,,2008-01-04T19:09:34,true,3,,136,,AV,DU SIDOBRE,81100,CASTRES,,,81065,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,93.12Z,NAFRev2,N
300264512,00017,30026451200017,O,1900-01-01,NN,,,2008-01-04T19:09:34,true,3,,,,,,32410,BEAUCAIRE,,,32035,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,93.12Z,NAFRev2,N
300264546,00015,30026454600015,O,,NN,,,,true,1,,,,,,36100,BRIVES,,,36027,,,,,,,,,,,,,,,,,,,1994-12-26,F,,,,,01.4A,NAF1993,N
300264553,00011,30026455300011,O,1973-06-27,NN,,,2019-11-14T14:00:32,true,3,,,,RTE,,32190,VIC-FEZENSAC,,,32462,,,,,,,,,,,,,,,,,,,2007-06-27,F,,,,,51.2A,NAFRev1,N
300264561,00014,30026456100014,O,1900-01-01,NN,,,2008-01-04T19:09:34,true,4,,,,,MAIRIE,81230,LACAUNE,,,81124,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,90.01Z,NAFRev2,N
300264629,00019,30026462900019,O,,,,,,true,1,,6,,RUE,MICHELET,82000,MONTAUBAN,,,82121,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.40,NAP,N
300264637,00012,30026463700012,O,,NN,,,,true,1,,21,,RUE,DE L HOTEL DE VILLE,81000,ALBI,,,81004,,,,,,,,,,,,,,,,,,,1997-05-15,F,,,,,22.2C,NAF1993,O
300264652,00011,30026465200011,O,,NN,,,2019-11-14T14:00:52,true,1,,,,RUE,J BOURDETTE,65200,ARGELES-BAGNERES,,,65024,,,,,,,,,,,,,,,,,,,,F,,,,,65.06,NAP,N
300264660,00014,30026466000014,O,,,,,2006-11-25T09:11:32,true,1,,,,,,32550,MONTEGUT,,,32282,,,,,,,,,,,,,,,,,,,1988-12-25,F,,,,,96.25,NAP,N
300264678,00016,30026467800016,O,,NN,,,2006-11-25T09:11:32,true,1,,,,,,32110,LOUBEDAT,,,32214,,,,,,,,,,,,,,,,,,,1990-12-25,F,,,,,97.23,NAP,N
300264686,00019,30026468600019,O,1974-01-01,NN,,5610CQ,2019-06-24T13:14:39,true,5,,4,,PL,DE LA VIERGE,81230,LACAUNE,,,81124,,,,,,,,,,,,,,,,,,,2017-07-31,F,,,,,55.10Z,NAFRev2,O
300264710,00017,30026471000017,O,1974-01-01,NN,,,,true,1,,3,,PL,DE LA LIBERTE,32800,EAUZE,,,32119,,,,,,,,,,,,,,,,,,,1997-09-27,F,,,,,52.4L,NAF1993,O
300264736,00012,30026473600012,O,,,,,,true,1,,,,,,37500,CHINON,,,37072,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
300264744,00016,30026474400016,O,1900-01-01,NN,,,2019-11-14T14:00:22,true,4,,455,,RTE,NATIONALE 151,18390,SAINT-GERMAIN-DU-PUY,,,18213,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,52.4U,NAF1993,O
300264769,00013,30026476900013,O,1900-01-01,03,2019,,2021-10-27T08:13:40,true,4,,,,,,31660,BUZET-SUR-TARN,,,31094,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,93.12Z,NAFRev2,O
300264793,00013,30026479300013,O,,,,,2019-11-14T14:00:35,true,1,,,,,,37360,ROUZIERS-DE-TOURAINE,,,37204,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
300264801,00014,30026480100014,O,,,,,,true,1,,27,,RUE,CAYSSIALS,31120,PINSAGUEL,,,31420,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
300264827,00019,30026482700019,O,,,,,,true,1,,,,RUE,GEORGES COURTELINE,37000,TOURS,,,37261,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
300264835,00012,30026483500012,O,,NN,,,,true,1,,,,,,31560,NAILLOUX,,,31396,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,67.01,NAP,N
300264850,00011,30026485000011,O,,,,,,true,1,,,,RUE,DES HALLES,37000,TOURS,,,37261,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
300264876,00024,30026487600024,O,,,,,,true,1,,,,IMP,DU ROUDE,31700,MONDONVILLE,,,31351,,,,,,,,,,,,,,,,,,,1996-07-16,F,,,,,45.2V,NAF1993,N
300264892,00013,30026489200013,O,,,,,,true,1,,12,,RUE,DE LA GAZETTE,37600,LOCHES,,,37132,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.24,NAP,N
300264926,00050,30026492600050,O,,NN,,,,true,1,,43,,RUE,DU CLOS MEIN,45150,JARGEAU,,,45173,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
300264934,00013,30026493400013,O,1900-01-01,NN,,,2008-01-04T19:09:34,true,3,,,,AV,ADAM GRANGE,12110,VIVIEZ,,,12305,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,93.12Z,NAFRev2,N
300264942,00016,30026494200016,O,,NN,,,2006-11-25T09:11:32,true,1,,,,,,12220,VALZERGUES,,,12289,,,,,,,,,,,,,,,,,,,1989-12-25,F,,,,,97.23,NAP,N
300264959,00010,30026495900010,O,1900-01-01,NN,,,2019-11-14T14:00:19,false,4,,,,,HOTEL DU PORT D'AGRES,12300,SAINT-PARTHEM,,,12240,,,,,,,,,,,,,,,,,,,2016-07-09,F,,,,,94.99Z,NAFRev2,N
300264959,00028,30026495900028,O,2016-07-09,,,,2021-02-23T10:35:39,true,1,MAIRIE,,,,,12300,SAINT-PARTHEM,,,12240,,,,,,,,,,,,,,,,,,,2016-07-09,A,,,,,94.99Z,NAFRev2,N
300264967,00013,30026496700013,O,1900-01-01,NN,,,2019-07-12T03:51:26,true,3,,,,RUE,DU GENERAL DE GAULLE,09600,LAROQUE D'OLMES,,,09157,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20A,NAFRev2,N
300264991,00013,30026499100013,O,1900-01-01,NN,,,2008-01-04T19:09:34,true,3,,,,,,12220,MONTBAZENS,,,12148,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,93.12Z,NAFRev2,N
300265006,00019,30026500600019,O,,NN,,,2006-11-25T09:11:32,true,1,,,,,,12220,MONTBAZENS,,,12148,,,,,,,,,,,,,,,,,,,1986-12-25,F,,,,,97.23,NAP,N
300265014,00013,30026501400013,O,1900-01-01,NN,,,2008-01-04T19:09:34,true,3,,,,,MAIRIE,12220,MONTBAZENS,,,12148,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
300265022,00016,30026502200016,O,,NN,,,,true,1,,,,,,37340,CONTINVOIR,,,37082,,,,,,,,,,,,,,,,,,,2000-04-04,F,,,,,91.3E,NAF1993,N
300265048,00011,30026504800011,O,1974-01-01,NN,,,,false,4,,13,,RUE,ETIENNE DELMAS,12100,MILLAU,,,12145,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,51.3N,NAF1993,O
300265048,00029,30026504800029,O,1998-04-24,00,2019,,2021-10-27T08:13:40,false,7,PARC DES RIVIERES,,,AV,JEAN MONNET,12100,CREISSELS,,,12084,,,,,,,,,,,,,,,,,,,2019-03-01,F,ETS M. PRIVAT,,,ETS M. PRIVAT,46.34Z,NAFRev2,O
300265048,00037,30026504800037,O,2019-03-01,01,2019,,2021-10-27T08:13:40,true,1,,,,,ZONE INDUSTRIELLE DE VERGONHAC,12100,SAINT-GEORGES-DE-LUZENCON,,,12225,,,,,,,,,,,,,,,,,,,2019-03-01,A,ETS M. PRIVAT,,,ETS M. PRIVAT,46.34Z,NAFRev2,N
300265063,00028,30026506300028,O,,NN,,,,true,1,,16,,AV,GAMBETTA,12100,MILLAU,,,12145,,,,,,,,,,,,,,,,,,,1991-10-01,F,,,,,79.06,NAP,N
300265071,00013,30026507100013,O,1974-01-01,NN,,,2008-11-07T00:16:38,false,4,,55,,RUE,MIREBEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,1999-12-31,F,COIFFURE CLAUDE,,,,93.0D,NAF1993,O
300265071,00021,30026507100021,O,1987-05-05,,,,,false,3,,53,B,RUE,DES ARENES,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,1992-12-25,F,COIFFURE CLAUDE,,,,93.0D,NAF1993,N
300265071,00039,30026507100039,O,1998-03-31,NN,,,2015-04-02T03:21:23,true,3,,5,,RUE,DU DOCTEUR TEMOIN,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2004-12-31,F,,,,,93.0D,NAFRev1,O
300265105,00019,30026510500019,O,1900-01-01,NN,,,2016-05-06T10:15:54,true,3,,,,RUE,DES LILAS,12100,MILLAU,,,12145,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,93.12Z,NAFRev2,N
300265113,00013,30026511300013,O,,,,,,true,1,,,,,MOULIN DE GARY,12150,LAPANOUSE,,,12123,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
300265154,00017,30026515400017,O,,,,,2019-11-14T14:00:35,true,1,,,,,CENTRE COMM MORIER,37300,JOUE-LES-TOURS,,,37122,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
300265162,00010,30026516200010,O,,NN,,,2019-01-14T09:04:54,true,1,,,,,EFFES,18190,CORQUOY,,,18073,,,,,,,,,,,,,,,,,,,,F,,,,,64.22,NAP,N
300265170,00013,30026517000013,O,,,,,,true,1,,,,,CENTRE COMMERCIAL DE CAUSS,81000,ALBI,,,81004,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.98,NAP,N
300265196,00018,30026519600018,O,,NN,,,,true,1,,,,,ZONE D EMPLOIS,09270,MAZERES,,,09185,,,,,,,,,,,,,,,,,,,1990-01-31,F,,,,,49.02,NAP,N
300265204,00010,30026520400010,O,,NN,,,2006-11-25T09:11:32,true,1,,4,,AV,CABROL,12300,DECAZEVILLE,,,12089,,,,,,,,,,,,,,,,,,,1989-12-31,F,,,,,97.23,NAP,N
300265212,00013,30026521200013,O,1900-01-01,NN,,,2008-01-04T19:09:34,true,3,CENTRE ANDRE CAYROL,,,ESP,JEAN JAURES,12300,DECAZEVILLE,,,12089,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
300265220,00024,30026522000024,O,1900-01-01,NN,,,2019-11-14T14:00:18,true,3,,,,,,12300,BOISSE-PENCHOT,,,12028,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,93.12Z,NAFRev2,N
300265238,00026,30026523800026,O,1900-01-01,NN,,,2019-11-14T14:00:18,true,3,,,,,MAIRIE,12300,LIVINHAC-LE-HAUT,,,12130,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
300265253,00017,30026525300017,O,1900-01-01,,,,2019-11-14T14:00:16,false,3,,,,,,09500,MOULIN-NEUF,,,09213,,,,,,,,,,,,,,,,,,,1992-04-01,F,,,,,14.2A,NAF1993,N
300265253,00025,30026525300025,O,1992-04-01,12,2019,,2021-10-27T08:13:40,true,4,,,,,ROUMENGOUX,09500,ROUMENGOUX,,,09251,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,08.12Z,NAFRev2,O
300265253,00033,30026525300033,O,2017-01-01,,,,2019-11-14T14:00:52,false,1,LIEUX DITS CAOUETTE,,,RUE,DE RABASTENS,65500,VIC-EN-BIGORRE,,,65460,,,,,,,,,,,,,,,,,,,2017-01-01,A,SITE DE VIC ADOUR,,,CARRIERES DE VIC,08.12Z,NAFRev2,N
300265253,00041,30026525300041,O,2017-01-01,,,,2017-02-23T03:39:10,false,1,,,,LD,ROC DE LA DAME,46200,PINSAC,,,46220,,,,,,,,,,,,,,,,,,,2017-01-01,A,SITE DE PINSAC,,,CARRIERES ROC DE LA DAME,08.12Z,NAFRev2,N
300265253,00058,30026525300058,O,2017-01-01,,,,2017-02-23T03:39:11,false,1,,,,LD,TRAVERS DE PECHFOURQUE,46340,SALVIAC,,,46297,,,,,,,,,,,,,,,,,,,2017-01-01,A,SITE DE SALVIAC,,,CARRIERES ROC DE LA DAME,08.12Z,NAFRev2,N
300265253,00066,30026525300066,O,2017-01-01,,,,2017-02-16T17:31:18,false,1,,,,LD,COUMES D ENVIVES ET NECHIEUX,32360,JEGUN,,,32162,,,,,,,,,,,,,,,,,,,2017-01-01,A,SITE DE JEGUN,,,CARRIERES DE VIC,08.11Z,NAFRev2,O
300265253,00074,30026525300074,O,2020-08-03,,,,2020-09-09T03:53:28,false,1,,,,,LD LES GARGANTES,09300,RAISSAC,,,09242,,,,,,,,,,,,,,,,,,,2020-08-03,A,,,,,08.11Z,NAFRev2,O
300265261,00010,30026526100010,O,1900-01-01,NN,,,2019-11-14T14:00:18,true,3,,,,,PRESBYTERE,12300,BOISSE-PENCHOT,,,12028,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.91Z,NAFRev2,N
300265279,00012,30026527900012,O,1900-01-01,NN,,,2018-09-29T12:09:06,true,5,,,,PL,JEAN JAURES,12110,AUBIN,,,12013,,,,,,,,,,,,,,,,,,,2017-05-01,A,,,,,79.90Z,NAFRev2,N
300265287,00023,30026528700023,O,1989-06-01,12,2019,,2021-10-27T08:13:40,true,5,,,,RTE,GRAULHET,81600,BRENS,,,81038,,,,,,,,,,,,,,,,,,,2020-12-31,A,,,,,43.12B,NAFRev2,O
300265303,00010,30026530300010,O,1900-01-01,NN,,,2008-11-07T00:16:38,false,4,,13,,RUE,MEYER,81200,MAZAMET,,,81163,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,45.4J,NAF1993,O
300265303,00028,30026530300028,O,1994-12-30,02,2019,4334ZC,2021-10-27T08:13:40,true,3,,,,,,81700,SAINT-SERNIN-LES-LAVAUR,,,81270,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,43.34Z,NAFRev2,O
300265303,00036,30026530300036,O,2004-01-02,NN,,4334ZB,2015-03-18T00:59:03,false,3,,,,,ZONE DE LA CONDAMINE,81540,SOREZE,,,81288,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,43.34Z,NAFRev2,N
300265311,00013,30026531100013,O,,NN,,,2019-11-14T14:00:16,true,1,,84,,AV,VICTOR PILHES,09400,TARASCON-SUR-ARIEGE,,,09306,,,,,,,,,,,,,,,,,,,1987-02-28,F,,,,,81.21,NAP,N
300265337,00018,30026533700018,O,1974-01-01,NN,,,2019-11-14T14:00:37,true,4,,15,,RUE,PIERRE ARMAND COLIN,41100,VILLIERS-SUR-LOIR,,,41294,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,52.2N,NAF1993,O
300265345,00011,30026534500011,O,,NN,,,,true,1,,11,,RUE,DE TLEMCEN,45500,GIEN,,,45155,,,,,,,,,,,,,,,,,,,1993-11-26,F,,,,,52.4W,NAF1993,N
300265352,00017,30026535200017,O,1900-01-01,NN,,,2008-01-04T19:09:34,true,3,CAFE DES SPORTS,,,RUE,DE LA REPUBLIQUE,82200,MOISSAC,,,82112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
300265378,00012,30026537800012,O,,NN,,,,true,1,,,,,LE TENCHOU HAUT,81600,CADALEN,,,81046,,,,,,,,,,,,,,,,,,,1994-09-30,F,,,,,01.4A,NAF1993,N
300265394,00027,30026539400027,O,1986-09-01,NN,,,,true,1,,9,,AV,YVES CASSE,81500,LAVAUR,,,81140,,,,,,,,,,,,,,,,,,,2000-04-25,F,,,,,70.2C,NAF1993,N
