300263365,00011,30026336500011,O,1974-01-01,NN,,,2019-11-14T14:00:52,true,1,,,,,,65400,LAU-BALAGNAS,,,65267,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,45.4A,NAF1993,N
300263373,00015,30026337300015,O,,NN,,,2019-11-14T14:00:52,true,1,,,,,,65350,BOUILH-PEREUILH,,,65103,,,,,,,,,,,,,,,,,,,1994-03-30,F,,,,,45.2V,NAF1993,N
300263381,00026,30026338100026,O,1989-01-01,NN,,,2016-09-29T03:57:13,true,3,,,,LD,LE FENAYROL,46500,THEGRA,,,46317,,,,,,,,,,,,,,,,,,,2006-03-01,F,,,,,85.1G,NAFRev1,N
300263407,00011,30026340700011,O,,,,,2019-11-14T14:00:39,true,1,,,,,LE BOURG,45360,SAINT-FIRMIN-SUR-LOIRE,,,45276,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
300263423,00018,30026342300018,O,,NN,,,,true,1,,,,,,65190,MOULEDOUS,,,65324,,,,,,,,,,,,,,,,,,,1994-02-15,F,,,,,55.3A,NAF1993,O
300263431,00011,30026343100011,O,1900-01-01,NN,,,,true,4,,35,,BD,MAINIOL,46300,GOURDON,,,46127,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,67.2Z,NAF1993,N
300263449,00039,30026344900039,O,1994-10-03,NN,,,2008-11-07T00:16:38,true,4,,,,,MAS DE JACQUES,46300,GOURDON,,,46127,,,,,,,,,,,,,,,,,,,2003-12-31,F,,,,,45.3E,NAFRev1,N
300263464,00012,30026346400012,O,,NN,,,2019-11-14T14:00:39,true,1,,61,,FG,LASCABANES,46400,SAINT-CERE,,,46251,,,,,,,,,,,,,,,,,,,1992-12-31,F,,,,,45.4C,NAF1993,N
300263498,00010,30026349800010,O,,NN,,,,true,1,,3,,RUE,JEAN JAURES,46300,GOURDON,,,46127,,,,,,,,,,,,,,,,,,,,F,,,,,55.72,NAP,N
300263530,00028,30026353000028,O,1987-01-02,,,,,true,3,,635,,RTE,NATIONALE 20,45770,SARAN,,,45302,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,50.1Z,NAF1993,N
300263555,00033,30026355500033,O,1900-01-01,NN,,,2011-04-28T00:10:42,false,3,,,,,CD 45,31380,VILLARIES,,,31579,,,,,,,,,,,,,,,,,,,1988-12-25,F,,,,,60.10,NAP,N
300263555,00041,30026355500041,O,2010-03-01,,,,2014-12-15T11:22:58,true,2,,,,,LE BOURG,81440,BROUSSE,,,81040,,,,,,,,,,,,,,,,,,,2013-12-31,F,,,,,74.20Z,NAFRev2,N
300263563,00029,30026356300029,O,,NN,,,,true,1,,10,,CHE,DU LAC,65100,LOURDES,,,65286,,,,,,,,,,,,,,,,,,,1994-02-28,F,,,,,45.4J,NAF1993,N
300263597,00019,30026359700019,O,1974-01-01,NN,,,,true,1,,2,,IMP,DU POUNTIL,81260,BRASSAC,,,81037,,,,,,,,,,,,,,,,,,,2000-06-30,F,,,,,45.3E,NAF1993,N
300263613,00022,30026361300022,O,1987-12-05,NN,,,,true,1,,5,,AV,ALEXANDRE MARQUI,65100,LOURDES,,,65286,,,,,,,,,,,,,,,,,,,1995-07-06,F,,,,,52.4L,NAF1993,N
300263647,00012,30026364700012,O,,NN,,,,true,1,,,,,GREZELLE,81300,GRAULHET,,,81105,,,,,,,,,,,,,,,,,,,,F,,,,,45.21,NAP,N
300263654,00018,30026365400018,O,,,,,,true,1,,,,LD,LA CARRELIS,81390,BRIATEXTE,,,81039,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,45.23,NAP,N
300263662,00011,30026366200011,O,,NN,,,,true,1,,23,,RUE,ST ANNE,65200,GERDE,,,65198,,,,,,,,,,,,,,,,,,,1995-06-30,F,,,,,45.2V,NAF1993,N
300263704,00011,30026370400011,O,,NN,,,,true,1,,,,,LOURAYRIE,81400,CARMAUX,,,81060,,,,,,,,,,,,,,,,,,,1996-07-15,F,,,,,70.2C,NAF1993,N
300263720,00017,30026372000017,O,,NN,,,,true,1,,47,,RUE,DES PYRENEES,65200,GERDE,,,65198,,,,,,,,,,,,,,,,,,,1988-04-30,F,,,,,55.60,NAP,N
300263738,00019,30026373800019,O,,NN,,,2019-11-14T14:01:01,true,1,,,,LD,LES PLACES,81150,CASTELNAU-DE-LEVIS,,,81063,,,,,,,,,,,,,,,,,,,1993-06-30,F,,,,,45.3A,NAF1993,N
300263787,00016,30026378700016,O,,,,,,true,1,,,,BD,LEON GAMBETTA,46000,CAHORS,,,46042,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,82.06,NAP,N
300263811,00030,30026381100030,O,2002-03-01,NN,,,,true,1,,144,,RUE,DE RUDEL,81000,ALBI,,,81004,,,,,,,,,,,,,,,,,,,2002-12-31,F,,,,,92.3A,NAF1993,N
300263845,00020,30026384500020,O,,,,,,true,1,,,,CHE,DES VERNIERES,81160,ARTHES,,,81018,,,,,,,,,,,,,,,,,,,1989-01-21,F,,,,,49.01,NAP,N
300263878,00013,30026387800013,O,,,,,,true,1,,,,,VAL D AUSSILLON,81200,AUSSILLON,,,81021,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,34.01,NAP,N
300263936,00043,30026393600043,O,1981-04-16,NN,,,,true,3,,,,PL,DE LA LAUZE,81200,MAZAMET,,,81163,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,62.11,NAP,N
300263951,00018,30026395100018,O,,,,,2019-11-14T14:00:39,true,1,,15,,FG,SAINT FRANCOIS,45600,SULLY-SUR-LOIRE,,,45315,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
300263985,00016,30026398500016,O,1974-01-01,NN,,,,true,1,,,,PL,DE LA REPUBLIQUE,41000,BLOIS,,,41018,,,,,,,,,,,,,,,,,,,2001-11-04,F,,,,,92.7C,NAF1993,N
300264066,00014,30026406600014,O,,NN,,,,true,1,,,,RUE,DU CHATEAU,65200,ASTE,,,65042,,,,,,,,,,,,,,,,,,,1999-11-15,F,,,,,45.4A,NAF1993,N
300264082,00011,30026408200011,O,,NN,,,,true,1,,7,,RUE,BEAUMARCHAIS,41000,BLOIS,,,41018,,,,,,,,,,,,,,,,,,,1988-02-03,F,,,,,55.70,NAP,N
300264132,00022,30026413200022,O,1900-01-01,NN,,,2010-08-02T15:36:28,true,3,LOT MILETO,,,RTE,DE RABASTENS,65800,AUREILHAN,,,65047,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
300264140,00017,30026414000017,O,,NN,,,2019-11-14T14:00:39,true,1,,5,,RUE,DES LANDES,46130,BIARS-SUR-CERE,,,46029,,,,,,,,,,,,,,,,,,,,F,,,,,00.10,NAP,N
300264157,00029,30026415700029,O,2004-03-22,,,,2019-11-14T14:00:52,true,3,,31,,RUE,DU GAVE D AZUN,65400,ARGELES-GAZOST,,,65025,,,,,,,,,,,,,,,,,,,2004-12-30,F,,,,,85.1G,NAFRev1,N
300264165,00014,30026416500014,O,,,,,2019-11-14T14:01:02,true,1,,,,PL,DE L'EPERON DE VERDUN,82600,VERDUN-SUR-GARONNE,,,82190,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.41,NAP,N
300264181,00029,30026418100029,O,,NN,,,,true,1,,2,,RUE,DUCOUX,41000,BLOIS,,,41018,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,55.4B,NAF1993,N
300264199,00013,30026419900013,O,,,,,,true,1,,,,RUE,GEORGES LASSALLE,65000,TARBES,,,65440,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
300264231,00014,30026423100014,O,1974-01-01,NN,,,2008-11-07T00:16:38,true,3,,116,,AV,ALEXANDRE MARQUI,65100,LOURDES,,,65286,,,,,,,,,,,,,,,,,,,2003-12-31,F,,,,,93.0D,NAFRev1,N
300264249,00024,30026424900024,O,1988-01-01,NN,,,2008-11-07T00:16:38,true,3,,,,RUE,DE LA TOUR,46800,MONTCUQ-EN-QUERCY-BLANC,,,46201,,,,,,,,,,,,,,,,,,,2005-03-31,F,,,,,45.4J,NAFRev1,N
300264264,00015,30026426400015,O,1974-01-01,NN,,,,true,1,,7,,RUE,DE L HOTEL DE VILLE,82000,MONTAUBAN,,,82121,,,,,,,,,,,,,,,,,,,1993-05-17,F,,,,,92.7C,NAF1993,N
300264272,00034,30026427200034,O,2001-04-01,NN,,,2008-11-07T00:16:38,true,3,,1051,,RTE,DE BRESSOLS,82290,LACOURT-SAINT-PIERRE,,,82085,,,,,,,,,,,,,,,,,,,2004-03-31,F,,,,,45.4J,NAFRev1,O
300264280,00011,30026428000011,O,,,,,,true,1,,,,AV,GAMBETTA,82000,MONTAUBAN,,,82121,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
300264298,00021,30026429800021,O,,NN,,,,true,1,,6,,RUE,DE LA VALLEE GODU,86170,CISSE,,,86076,,,,,,,,,,,,,,,,,,,,F,,,,,60.09,NAP,N
300264306,00014,30026430600014,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,DU FAUBOURG DE BOURGOGNE,45800,SAINT-JEAN-DE-BRAYE,,,45284,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,18.08,NAP,N
300264322,00011,30026432200011,O,1990-10-23,00,2018,,2020-08-25T10:21:40,true,5,,,,,DOMAINE DES BOSQUETS,84190,GIGONDAS,,,84049,,,,,,,,,,,,,,,,,,,2018-12-31,F,,,,,01.21Z,NAFRev2,O
300264330,00014,30026433000014,O,1977-01-01,NN,,,2008-01-04T19:09:34,true,3,,6,,,C ALSACE,82240,SEPTFONDS,,,82179,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
300264348,00016,30026434800016,O,1900-01-01,,,,,true,3,,,,LD,LE BOURG,45380,CHAINGY,,,45067,,,,,,,,,,,,,,,,,,,1993-12-31,F,,,,,70.2C,NAF1993,N
300264363,00015,30026436300015,O,,NN,,,,true,1,,1,,CITE,EDEN PARC,65000,TARBES,,,65440,,,,,,,,,,,,,,,,,,,1988-10-01,F,,,,,54.08,NAP,N
300264371,00018,30026437100018,O,1974-01-01,NN,,,,true,1,,,,RUE,DE LA RAILLERE,65110,CAUTERETS,,,65138,,,,,,,,,,,,,,,,,,,1995-03-03,F,,,,,70.2C,NAF1993,N
300264405,00014,30026440500014,O,1900-01-01,NN,,,2009-06-09T10:50:45,false,3,,57,,AV,GAMBETTA,46300,GOURDON,,,46127,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,86.21Z,NAFRev2,N
300264405,00022,30026440500022,O,1990-05-10,NN,,,,false,4,,,,AV,DE GAULLE,06320,CAP D'AIL,,,06032,,,,,,,,,,,,,,,,,,,2002-09-30,F,,,,,70.2A,NAF1993,N
300264405,00030,30026440500030,O,2008-01-01,,,,2012-02-24T08:29:45,true,2,,14,,RUE,DU CORPS FRANC POMMIES,46300,GOURDON,,,46127,,,,,,,,,,,,,,,,,,,2011-12-31,F,,,,,86.21Z,NAFRev2,N
300264447,00024,30026444700024,O,,NN,,,,true,1,,,,AV,MERMOZ COLLINOT,46000,CAHORS,,,46042,,,,,,,,,,,,,,,,,,,,F,,,,,65.06,NAP,N
300264454,00038,30026445400038,O,1989-11-01,NN,,,2008-11-07T00:16:38,true,4,,,,LD,LES MARCHES,46220,PESCADOIRES,,,46218,,,,,,,,,,,,,,,,,,,1995-01-01,F,,,,,45.2V,NAF1993,O
