303407514,00031,30340751400031,O,2010-06-01,12,2019,,2021-10-27T08:14:39,false,2,ZAC LEONARD DE VINCI,42,,AV,GRAHAM BELL,77600,BUSSY-SAINT-GEORGES,,,77058,,,,,,,,,,,,,,,,,,,2018-07-03,A,,,,FOP,25.73B,NAFRev2,O
303407522,00018,30340752200018,O,,NN,,,,true,1,,14,,RUE,CHARLES DE GAULLE,94140,ALFORTVILLE,,,94002,,,,,,,,,,,,,,,,,,,1990-12-25,F,,,,,77.14,NAP,N
303407571,00015,30340757100015,O,,,,,2019-11-14T14:01:05,true,1,,130,,AV,CHARLES DE GAULLE,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,64.11,NAP,N
303407589,00017,30340758900017,O,,,,,,true,1,,,,RUE,DU PORT,93500,PANTIN,,,93055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
303407597,00028,30340759700028,O,,NN,,,,true,1,,6,,AV,GENERAL DE GAULLE,83400,HYERES,,,83069,,,,,,,,,,,,,,,,,,,1994-12-31,F,,,,,52.4C,NAF1993,O
303407613,00015,30340761300015,O,1900-01-01,,,,2019-11-14T14:01:05,true,4,,9,,AV,DE CHOISY,94380,BONNEUIL-SUR-MARNE,,,94011,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,70.2C,NAF1993,N
303407621,00026,30340762100026,O,,,,,,true,1,,,,RTE,ST MARS,53190,LANDIVY,,,53125,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,40.35,NAP,N
303407654,00019,30340765400019,O,,,,,2019-11-14T14:01:05,true,1,,,,RUE,LEON JOUHAUX,93190,LIVRY-GARGAN,,,93046,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,59.11,NAP,N
303407662,00012,30340766200012,O,,,,,2019-11-14T14:01:05,true,1,,2,,RUE,LEON JOUHAUX,93190,LIVRY-GARGAN,,,93046,,,,,,,,,,,,,,,,,,,1989-12-22,F,,,,,59.11,NAP,N
303407670,00031,30340767000031,O,,NN,,,2019-11-14T14:01:05,true,1,,36,B,RUE,GAY LUSSAC,94430,CHENNEVIERES-SUR-MARNE,,,94019,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
303407688,00017,30340768800017,O,,,,,2019-11-14T14:01:05,true,1,,3,,RUE,DU CADUCEE,94550,CHEVILLY-LARUE,,,94021,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,91.3E,NAF1993,N
303407696,00010,30340769600010,O,,,,,,true,1,,6,,,VIL DE LA GARE ET 008,92170,VANVES,,,92075,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,51.11,NAP,N
303407704,00012,30340770400012,O,,NN,,,2019-11-14T14:01:05,true,1,,32,,RUE,GUY MOQUET,94500,CHAMPIGNY-SUR-MARNE,,,94017,,,,,,,,,,,,,,,,,,,1989-04-11,F,,,,,97.23,NAP,N
303407712,00015,30340771200015,O,,,,,2019-11-14T14:01:05,true,1,,11,,RUE,DE PARIS,94220,CHARENTON-LE-PONT,,,94018,,,,,,,,,,,,,,,,,,,,F,,,,,31.13,NAP,N
303407738,00010,30340773800010,O,,NN,,,2019-11-14T14:01:05,true,1,,125,,,BUREAUX DE LA COLLINE,92210,SAINT-CLOUD,,,92064,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,51.4N,NAF1993,O
303407753,00043,30340775300043,O,,,,,2019-11-14T14:00:59,true,1,,,,RUE,MICHEL MUR,77176,SAVIGNY-LE-TEMPLE,,,77445,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,60.02,NAP,N
303407761,00053,30340776100053,O,1991-06-28,NN,,,,false,4,152-160,152,,RUE,DE PICPUS,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,74.1G,NAF1993,O
303407761,00061,30340776100061,O,1997-11-07,NN,,,,false,4,,12,,RUE,CHAUCHAT,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2002-12-31,F,,,,,74.1G,NAF1993,O
303407761,00079,30340776100079,O,1997-11-07,NN,,,2016-03-29T04:48:37,false,4,,6,,RUE,ROSSINI,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2015-12-29,F,,,,,70.22Z,NAFRev2,N
303407761,00087,30340776100087,O,2002-06-25,NN,,,2017-05-04T01:52:21,true,4,,3,,RUE,DE L ARRIVEE,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2015-12-29,F,,,,,70.22Z,NAFRev2,O
303407761,00095,30340776100095,O,2015-06-01,NN,,,2017-05-04T01:52:21,false,2,,30,,RUE,RAOUL WALLENBERG,75019,PARIS 19,,,75119,,,,,,,,,,,,,,,,,,,2015-12-29,F,,,,,46.49Z,NAFRev2,O
303407795,00028,30340779500028,O,,NN,,,,true,1,,5,,RUE,ARMAND LECOMTE,95310,SAINT OUEN L'AUMONE,,,95572,,,,,,,,,,,,,,,,,,,,F,,,,,59.10,NAP,N
303407803,00061,30340780300061,O,,NN,,,2019-11-14T14:01:00,true,1,,11,,AV,MORANE SAULNIER,78140,VELIZY-VILLACOUBLAY,,,78640,,,,,,,,,,,,,,,,,,,1990-06-29,F,,,,,77.01,NAP,N
303407811,00023,30340781100023,O,1900-01-01,NN,,,,true,4,,10,,RUE,DES BALSAMINES,95100,ARGENTEUIL,,,95018,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,65.06,NAP,N
303407829,00033,30340782900033,O,,,,,2019-11-14T14:01:05,true,1,,,,BD,DE CRETEIL,94100,SAINT-MAUR-DES-FOSSES,,,94068,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N
303407852,00019,30340785200019,O,1972-01-01,NN,,,,true,4,,18,,RUE,SAARINEN,94150,RUNGIS,,SILIC 258,94065,94568,RUNGIS CEDEX 2,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,51.1T,NAF1993,O
303407878,00014,30340787800014,O,1900-01-01,NN,,,,false,4,,,,,AEROPORT PARIS ORLY,94310,ORLY,,,94054,,,,,,,,,,,,,,,,,,,2002-08-07,F,SPECGT,,,,91.2Z,NAF1993,O
303407878,00022,30340787800022,O,2002-08-07,NN,,,2019-11-14T14:01:05,true,4,MODULE N- PIECE 3R4069,,,,AEROPORT CHARLES DE GAULLE,95700,ROISSY-EN-FRANCE,,BP 20101,95527,,,,,,,,,,,,,,,,,,,2014-07-31,F,,,,,94.20Z,NAFRev2,O
303407886,00017,30340788600017,O,,NN,,,2019-11-14T14:01:05,true,1,,41,,RUE,YBRY,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,1988-03-02,F,,,,,77.03,NAP,N
303407910,00015,30340791000015,O,,,,,2019-11-14T14:01:05,true,1,,,,RUE,DE SEINE,94400,VITRY-SUR-SEINE,,,94081,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.71,NAP,N
303407936,00010,30340793600010,O,1900-01-01,NN,,,2008-11-07T00:19:01,true,4,,1,,RUE,ERNEST RENAN,92700,COLOMBES,,,92025,,,,,,,,,,,,,,,,,,,2004-01-08,F,,,,,28.5D,NAFRev1,O
303407951,00019,30340795100019,O,,NN,,,2019-11-14T14:01:05,true,1,,30,,GR,CHARLES DE GAULLE,94130,NOGENT-SUR-MARNE,,,94052,,,,,,,,,,,,,,,,,,,,F,,,,,60.04,NAP,N
303407969,00011,30340796900011,O,,,,,,true,1,,,,,CENTRE COMMERCIAL,94440,SANTENY,,,94070,,,,,,,,,,,,,,,,,,,1988-10-31,F,,,,,64.43,NAP,N
303408017,00026,30340801700026,O,,NN,,,,true,1,,15,,RUE,JEAN JAURES,92800,PUTEAUX,,,92062,,,,,,,,,,,,,,,,,,,,F,,,,,19.01,NAP,N
303408025,00029,30340802500029,O,,NN,,,2021-09-03T16:15:32,true,1,,7,,ALL,DU COMMANDANT MOUCHOTTE,91550,PARAY-VIEILLE-POSTE,,,91479,,,,,,,,,,,,,,,,,,,1987-12-29,F,,,,,89.07,NAP,N
303408033,00031,30340803300031,O,1986-05-14,NN,,,,false,4,,8,,RUE,MAURICE ARNOUX,92120,MONTROUGE,,,92049,,,,,,,,,,,,,,,,,,,1997-02-26,F,,,,,60.2E,NAF1993,O
303408033,00049,30340803300049,O,1997-02-26,NN,,,2008-11-07T00:19:01,false,3,,95,,RUE,DE LA FONTAINE AU ROI,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,2004-07-03,F,,,,,60.2E,NAFRev1,O
303408033,00056,30340803300056,O,2004-07-03,NN,,4932ZB,2021-10-05T19:35:31,false,6,,33,,RUE,DU LANDY,92110,CLICHY,,,92024,,,,,,,,,,,,,,,,,,,2020-09-17,F,,,,,49.32Z,NAFRev2,N
303408033,00064,30340803300064,O,2020-09-17,,,4932ZB,2020-12-01T08:52:53,true,1,,12,,CHE,DE LA LITTE,92390,VILLENEUVE-LA-GARENNE,,,92078,,,,,,,,,,,,,,,,,,,2020-09-17,A,,,,,49.32Z,NAFRev2,N
303408066,00015,30340806600015,O,,NN,,,2019-11-14T14:01:05,true,1,,15,,RUE,ANDRE CHENIER,92130,ISSY-LES-MOULINEAUX,,,92040,,,,,,,,,,,,,,,,,,,1993-12-31,F,,,,,22.1E,NAF1993,O
303408074,00019,30340807400019,O,1900-01-01,12,2019,,2021-10-27T08:14:39,true,4,,53,,AV,ARISTIDE BRIAND,92120,MONTROUGE,,,92049,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,69.10Z,NAFRev2,O
303408082,00012,30340808200012,O,1900-01-01,NN,,,2019-11-14T14:01:05,true,3,,90,,RUE,VICTOR HUGO,94200,IVRY-SUR-SEINE,,BOITE POSTALE N 217,94041,94203,IVRY SUR SEINE CEDEX,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,77.14,NAP,N
303408090,00023,30340809000023,O,1981-07-20,NN,,,2009-06-27T03:39:28,false,5,ET 7,5,,RUE,DES HAUTS FLOUVIERS,94320,THIAIS,,,94073,,,,,,,,,,,,,,,,,,,2008-03-10,F,,,,,46.33Z,NAFRev2,O
303408090,00031,30340809000031,O,2008-03-10,NN,,,2016-12-19T02:53:24,true,2,,1,,RUE,DU POITOU,94150,RUNGIS,,,94065,,,,,,,,,,,,,,,,,,,2012-08-01,F,,,,,46.33Z,NAFRev2,O
303408108,00023,30340810800023,O,,NN,,,,true,1,,10,,RUE,DE CASTELLANE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,,F,,,,,77.04,NAP,N
303408116,00018,30340811600018,O,1974-01-01,11,2019,,2021-10-27T08:14:39,true,4,ZI SAINT MICHEL,180,,RUE,DES CERISES,82200,MOISSAC,,,82112,,,,,,,,,,,,,,,,,,,2012-10-18,A,ALMERAS GABRIEL,PERTENAIS,,,46.31Z,NAFRev2,O
303408124,00012,30340812400012,O,1900-01-01,11,2019,,2021-10-27T08:14:39,true,5,LE PLAN DU CASTELLET,,,,DOMAINE TEMPIER,83330,LE CASTELLET,,,83035,,,,,,,,,,,,,,,,,,,2011-12-05,A,,,,,01.21Z,NAFRev2,O
303408132,00015,30340813200015,O,1982-08-15,01,2019,,2021-10-27T08:14:39,true,4,MAIRIE,2,,RUE,DE LA MAIRIE,85440,GROSBREUIL,,,85103,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,O
303408157,00012,30340815700012,O,1963-01-01,NN,,,2019-11-14T14:01:01,true,1,,,,RTE,DE ST CHRISTOPHE,81170,SAINT-MARTIN-LAGUEPIE,,,81263,,,,,,,,,,,,,,,,,,,2001-04-30,F,,,,,15.1F,NAF1993,O
303408165,00015,30340816500015,O,,NN,,,,true,1,,28,,RUE,DE LA FERRONNERIE,81200,MAZAMET,,,81163,,,,,,,,,,,,,,,,,,,1989-01-01,F,,,,,01.57,NAP,N
303408173,00019,30340817300019,O,1900-01-01,NN,,,2012-09-17T15:08:50,true,4,,,,,RIGAUDIE,81300,GRAULHET,,,81105,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,74.3B,NAF1993,N
303408199,00022,30340819900022,O,,,,,2019-11-14T14:01:05,true,1,,,,AV,DU BOIS,92290,CHATENAY-MALABRY,,,92019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,59.12,NAP,N
303408207,00015,30340820700015,O,,,,,,true,1,,,,AV,FRANKLIN ROOSEVELT,83000,TOULON,,,83137,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,79.06,NAP,N
303408231,00015,30340823100015,O,1900-01-01,NN,,,2008-01-04T19:24:59,true,3,,17,,BD,CDT JOSEPH NICOLAS,83000,TOULON,,,83137,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
303408249,00025,30340824900025,O,1990-12-31,NN,,,,false,4,LES 2 ETOILES BAT 3,285,,BD,DE LA MARTILLE,83000,TOULON,,BP 1156,83137,83058,TOULON CEDEX,,,,,,,,,,,,,,,,,1998-01-01,F,,,,,74.4A,NAF1993,N
303408249,00033,30340824900033,O,1998-01-01,NN,,,2021-10-11T09:57:38,true,6,BASTIDE DES CEDRES,35,,IMP,JEAN GIONO,83130,LA GARDE,,,83062,,,,,,,,,,,,,,,,,,,2011-01-01,F,,,,,73.11Z,NAFRev2,N
303408264,00016,30340826400016,O,1900-01-01,,,,,false,4,,,,CHE,DE LA GRANGE DU BREUIL,91160,BALLAINVILLIERS,,,91044,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,71.3C,NAF1993,N
303408264,00024,30340826400024,O,1994-05-01,NN,,,,true,3,,17,,RUE,PLUMET,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,1995-04-10,F,,,,,45.5Z,NAF1993,N
303408306,00015,30340830600015,O,1900-01-01,NN,,,2019-11-14T14:01:03,true,6,,60,,,GRANDE RUE,88350,LIFFOL-LE-GRAND,,,88270,,,,,,,,,,,,,,,,,,,2017-06-30,F,,,,,82.19Z,NAFRev2,N
303408322,00020,30340832200020,O,,NN,,,2019-11-14T14:01:05,true,1,,19,,AV,MAL DE LATTRE DE TASSIGNY,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,1988-08-18,F,,,,,54.09,NAP,N
