303406789,00014,30340678900014,O,1900-01-01,,,,2019-11-14T14:01:05,true,4,,8,,AV,VICTOR HUGO,93380,PIERREFITTE-SUR-SEINE,,,93059,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,82.19Z,NAFRev2,N
303406797,00017,30340679700017,O,1900-01-01,NN,,,2019-11-14T14:01:05,true,4,,111,,AV,DU GENERAL DE GAULLE,94490,ORMESSON-SUR-MARNE,,,94055,,,,,,,,,,,,,,,,,,,2008-04-01,F,,,,,86.90E,NAFRev2,N
303406839,00017,30340683900017,O,,NN,,,2019-11-14T14:01:05,true,1,,215,T,AV,DU GENERAL DE GAULLE,93110,ROSNY-SOUS-BOIS,,,93064,,,,,,,,,,,,,,,,,,,1994-05-31,F,,,,,52.4F,NAF1993,O
303406870,00020,30340687000020,O,1900-01-01,NN,,,2011-04-28T00:11:20,false,2,,124,,RUE,DES CHANTEREINES,93100,MONTREUIL,,,93048,,,,,,,,,,,,,,,,,,,1982-12-25,F,,,,,55.71,NAP,N
303406870,00038,30340687000038,O,2009-07-01,,,,2019-11-14T14:01:05,true,2,,9,,AV,DES CHASSEURS,94350,VILLIERS-SUR-MARNE,,,94079,,,,,,,,,,,,,,,,,,,2012-12-31,F,,,,,74.90A,NAFRev2,N
303406888,00022,30340688800022,O,1997-04-01,NN,,,2019-11-14T14:01:05,false,4,,5,,ALL,DU PRE CESAR,94490,ORMESSON-SUR-MARNE,,,94055,,,,,,,,,,,,,,,,,,,2014-01-18,F,,,,,90.03B,NAFRev2,N
303406888,00030,30340688800030,O,2014-01-18,,,,2019-11-14T14:00:33,true,2,,12,,RUE,DU BIDAOU,33112,SAINT-LAURENT-MEDOC,,,33424,,,,,,,,,,,,,,,,,,,2014-12-31,F,,,,,90.03B,NAFRev2,N
303406896,00025,30340689600025,O,1987-06-09,NN,,,2019-11-14T14:01:05,true,1,,119,,BD,DE CHAMPIGNY,94210,SAINT-MAUR-DES-FOSSES,,,94068,,,,,,,,,,,,,,,,,,,1998-06-10,F,,,,,52.3A,NAF1993,N
303406912,00012,30340691200012,O,,,,,2019-11-14T14:01:05,true,1,,,,RUE,DE BERULLE,94160,SAINT-MANDE,,,94067,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N
303406920,00015,30340692000015,O,,,,,2019-11-14T14:01:05,true,1,,,,RUE,DE LA CHARRONNERIE,93200,SAINT-DENIS,,,93066,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.46,NAP,N
303406938,00033,30340693800033,O,,,,,,true,1,,,,RUE,DES CHASSEURS,91800,BRUNOY,,,91114,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,47.01,NAP,N
303406946,00028,30340694600028,O,,NN,,,2019-11-14T14:01:05,true,1,,64,,RUE,THEOPHILE GAUBERT,93330,NEUILLY-SUR-MARNE,,,93050,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,52.4W,NAF1993,N
303406953,00024,30340695300024,O,1985-01-01,NN,,,2019-11-14T14:01:05,true,5,,11,,PL,DU MARCHE,91590,LA FERTE-ALAIS,,,91232,,,,,,,,,,,,,,,,,,,2011-02-09,F,,,,,10.71C,NAFRev2,O
303406961,00027,30340696100027,O,,,,,,true,1,,16,,ALL,AMBROISE LAMBERT,77500,CHELLES,,,77108,,,,,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N
303406987,00014,30340698700014,O,,NN,,,,true,1,,38,,CHE,DE LA MARE AU CHANVRE,93270,SEVRAN,,,93071,,,,,,,,,,,,,,,,,,,1990-09-26,F,,,,,47.04,NAP,N
303407019,00015,30340701900015,O,,,,,2019-11-14T14:01:05,true,1,,,,RUE,GABRIEL PERI,94200,IVRY-SUR-SEINE,,,94041,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.03,NAP,N
303407027,00034,30340702700034,O,1900-01-01,NN,,,2016-12-09T12:00:37,false,2,,9,,RUE,RAYMOND JACLARD,94140,ALFORTVILLE,,,94002,,,,,,,,,,,,,,,,,,,1981-12-25,F,,,,,81.21,NAP,N
303407027,00042,30340702700042,O,2016-12-07,,,,2021-02-23T10:36:30,true,1,,17,,RUE,MICOLON,94140,ALFORTVILLE,,,94002,,,,,,,,,,,,,,,,,,,2016-12-07,A,,,,,88.10B,NAFRev2,N
303407035,00029,30340703500029,O,,NN,,,2019-11-14T14:01:05,true,1,,3,,ALL,FERNAND BAUDOT,93190,LIVRY-GARGAN,,,93046,,,,,,,,,,,,,,,,,,,1988-01-15,F,,,,,47.02,NAP,N
303407043,00015,30340704300015,O,1975-01-01,NN,,,2019-11-14T14:01:05,true,3,,12,,CHE,DU SPLENDID PANORAMA,94430,CHENNEVIERES-SUR-MARNE,,,94019,,,,,,,,,,,,,,,,,,,2005-05-30,F,,,,,70.2C,NAFRev1,N
303407050,00010,30340705000010,O,1900-01-01,NN,,7420ZQ,2019-11-14T14:01:05,true,5,,4,,RUE,BARATTE CHOLET,94100,SAINT-MAUR-DES-FOSSES,,,94068,,,,,,,,,,,,,,,,,,,2018-06-30,F,,,,,74.20Z,NAFRev2,O
303407050,00028,30340705000028,O,1990-05-11,,,,2019-11-14T14:01:05,false,4,,14,,RUE,BARATTE CHOLET,94100,SAINT-MAUR-DES-FOSSES,,,94068,,,,,,,,,,,,,,,,,,,1997-09-17,F,,,,,74.8A,NAF1993,N
303407050,00036,30340705000036,O,1982-05-01,NN,,,2019-11-14T14:01:05,false,4,,22,,RUE,BARATTE CHOLET,94100,SAINT-MAUR-DES-FOSSES,,,94068,,,,,,,,,,,,,,,,,,,2015-04-16,F,,,,,74.20Z,NAFRev2,N
303407118,00015,30340711800015,O,,NN,,,2019-11-14T14:01:05,true,1,,73,,RUE,DE PARIS,93380,PIERREFITTE-SUR-SEINE,,,93059,,,,,,,,,,,,,,,,,,,1996-09-30,F,,,,,36.1M,NAF1993,N
303407134,00020,30340713400020,O,1900-01-01,NN,,,2019-11-14T14:01:05,true,4,,29,,RUE,LOUIS BERTRAND,94200,IVRY-SUR-SEINE,,,94041,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,52.4X,NAF1993,N
303407142,00023,30340714200023,O,1987-03-31,NN,,,2008-01-04T19:24:59,true,3,,6,,RUE,ALBERT BAYET,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,49.32Z,NAFRev2,N
303407159,00019,30340715900019,O,,,,,,true,1,,,,AV,DE PARIS,94800,VILLEJUIF,,,94076,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.41,NAP,N
303407175,00049,30340717500049,O,1984-03-01,NN,,,2019-11-14T14:01:05,true,4,,120,,AV,PIERRE BROSSOLETTE,94170,LE PERREUX-SUR-MARNE,,,94058,,,,,,,,,,,,,,,,,,,2004-08-25,F,,,,,52.4X,NAFRev1,O
303407183,00019,30340718300019,O,,NN,,,2019-11-14T14:01:05,true,1,,13,,RUE,GAGNEE,94200,IVRY-SUR-SEINE,,,94041,,,,,,,,,,,,,,,,,,,,F,,,,,86.07,NAP,N
303407241,00015,30340724100015,O,,,,,,true,1,,,,RUE,DES QUATRE TOURS,94250,GENTILLY,,,94037,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.25,NAP,N
303407258,00027,30340725800027,O,1985-03-03,NN,,,,true,1,,30,,RUE,SAINT MICHEL,06500,MENTON,,,06083,,,,,,,,,,,,,,,,,,,1997-05-25,F,,,,,70.3C,NAF1993,N
303407266,00012,30340726600012,O,1975-01-01,NN,,,2019-11-14T14:01:05,true,4,,13,,SEN,DES CORNETTES,93310,LE PRE-SAINT-GERVAIS,,,93061,,,,,,,,,,,,,,,,,,,2003-12-31,F,,,,,28.6D,NAFRev1,N
303407282,00019,30340728200019,O,1975-01-01,NN,,,2019-11-14T14:01:05,true,3,,48,,BD,STALINGRAD,94600,CHOISY-LE-ROI,,,94022,,,,,,,,,,,,,,,,,,,2006-04-01,F,,,,,93.0D,NAFRev1,N
303407290,00012,30340729000012,O,1900-01-01,NN,,,2008-01-23T09:02:10,true,4,,8,,AV,ANATOLE FRANCE,93500,PANTIN,,,93055,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,86.23Z,NAFRev2,N
303407308,00012,30340730800012,O,,NN,,,2019-11-14T14:01:05,true,1,,15,,BD,DE LA REPUBLIQUE,93190,LIVRY-GARGAN,,,93046,,,,,,,,,,,,,,,,,,,,F,,,,,67.01,NAP,N
303407332,00012,30340733200012,O,1900-01-01,NN,,,2019-11-14T14:01:05,false,4,,12,,RUE,DU GENERAL JOUBERT,94360,BRY-SUR-MARNE,,,94015,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,55.73,NAP,N
303407332,00020,30340733200020,O,2012-07-01,,,,2012-11-23T10:20:48,false,2,,107,,RTE,DU BILLEAU,17920,BREUILLET,,,17064,,,,,,,,,,,,,,,,,,,2012-11-22,F,MINI RAID NATURE,,,,77.11A,NAFRev2,N
303407332,00038,30340733200038,O,2012-11-22,,,,2014-04-30T19:32:05,true,2,,8,,RTE,DE CHALEZAC,17920,BREUILLET,,,17064,,,,,,,,,,,,,,,,,,,2014-03-31,F,,,,,77.11A,NAFRev2,N
303407357,00019,30340735700019,O,,NN,,,2019-11-14T14:01:05,true,1,,32,,AV,VICTOR HUGO,93380,PIERREFITTE-SUR-SEINE,,,93059,,,,,,,,,,,,,,,,,,,1987-10-30,F,,,,,84.10,NAP,N
303407365,00012,30340736500012,O,,,,,2019-11-14T14:01:05,true,1,,,,BD,JEAN MERMOZ,93380,PIERREFITTE-SUR-SEINE,,,93059,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.02,NAP,N
303407381,00035,30340738100035,O,1995-10-01,NN,,,,false,4,,63,,RUE,HEMET,93300,AUBERVILLIERS,,,93001,,,,,,,,,,,,,,,,,,,2003-12-15,F,,,,,60.2E,NAFRev1,N
303407381,00043,30340738100043,O,2003-12-15,NN,,,2014-07-08T00:12:00,false,4,,13,,RUE,DU CHALET,93140,BONDY,,,93010,,,,,,,,,,,,,,,,,,,2008-04-15,F,,,,,49.32Z,NAFRev2,N
303407381,00050,30340738100050,O,2008-04-15,NN,,,2019-11-14T14:01:05,false,3,,6,,RUE,BLAISE PASCAL,94500,CHAMPIGNY-SUR-MARNE,,,94017,,,,,,,,,,,,,,,,,,,2011-06-01,F,,,,,49.32Z,NAFRev2,O
303407381,00068,30340738100068,O,2011-06-01,NN,,,2019-11-14T14:01:02,true,2,LE CLOS DES MIMOSAS BAT 11,2137,,AV,LOU MISTRAOU,83230,BORMES-LES-MIMOSAS,,,83019,,,,,,,,,,,,,,,,,,,2015-09-15,A,,,,,68.20B,NAFRev2,N
303407407,00020,30340740700020,O,1988-03-03,NN,,,,true,1,,8,,RUE,DU FBG POISSONNIERE,75010,PARIS 10,,,75110,,,,,,,,,,,,,,,,,,,1998-05-04,F,,,,,45.4J,NAF1993,O
303407431,00012,30340743100012,O,,NN,,,2019-11-14T14:01:05,true,1,,7,,AV,GEORGES CLEMENCEAU,93130,NOISY-LE-SEC,,,93053,,,,,,,,,,,,,,,,,,,1993-07-26,F,,,,,52.4W,NAF1993,N
303407449,00022,30340744900022,O,1979-01-02,NN,,,2019-11-14T14:01:05,false,4,,132,T,AV,DU 8 MAI 1945,94170,LE PERREUX-SUR-MARNE,,,94058,,,,,,,,,,,,,,,,,,,1993-12-31,F,,,,,50.2Z,NAF1993,N
303407449,00030,30340744900030,O,1989-03-14,NN,,,2019-11-14T14:01:05,true,4,009-011,9,,AV,RAYMOND POINCARE,93330,NEUILLY-SUR-MARNE,,,93050,,,,,,,,,,,,,,,,,,,2001-04-25,F,,,,,50.2Z,NAF1993,O
303407456,00019,30340745600019,O,,NN,,,2019-01-08T10:19:43,true,1,,100,,AV,MICHELET,93400,SAINT-OUEN-SUR-SEINE,,,93070,,,,,,,,,,,,,,,,,,,,F,,,,,64.24,NAP,N
303407464,00013,30340746400013,O,1900-01-01,NN,,,2019-11-14T14:01:05,true,3,,463,,AV,DU 8 MAI 1945,93330,NEUILLY-SUR-MARNE,,,93050,,,,,,,,,,,,,,,,,,,2003-12-25,F,,,,,67.2Z,NAFRev1,N
303407480,00019,30340748000019,O,,,,,2019-11-14T14:01:05,true,1,,6,,RUE,PIERRE CURIE,93380,PIERREFITTE-SUR-SEINE,,,93059,,,,,,,,,,,,,,,,,,,1988-11-17,F,,,,,62.43,NAP,N
303407498,00029,30340749800029,O,1978-11-17,NN,,,2019-11-14T14:01:05,true,4,,33,,RUE,DU PONT DE CRETEIL,94100,SAINT-MAUR-DES-FOSSES,,,94068,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,81.21,NAP,N
303407506,00029,30340750600029,O,,,,,,true,1,,,,RUE,DU MARECHAL JOFFRE,93270,SEVRAN,,,93071,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N
303407514,00015,30340751400015,O,1975-01-01,21,2019,,2021-10-27T08:14:39,true,5,,2,,VLA,DES CARRIERES,94120,FONTENAY-SOUS-BOIS,,,94033,94134,FONTENAY SOUS BOIS CEDEX,,,,,,,,,,,,,,,,,2008-01-21,A,,,,,25.73B,NAFRev2,O
303407514,00023,30340751400023,O,1999-01-01,NN,,,2019-11-14T14:01:05,false,4,3-5,3,,ALL,ROLAND GARROS,93360,NEUILLY-PLAISANCE,,,93049,,,,,,,,,,,,,,,,,,,2010-06-01,F,,,,,25.73A,NAFRev2,O
