304163868,00041,30416386800041,O,1995-05-01,NN,,,,true,1,,14,,RUE,DE PRONY,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1998-12-22,F,,,,,65.2E,NAF1993,N
304163876,00010,30416387600010,O,,NN,,,2006-11-25T09:16:59,true,1,,12,R,RUE,MARBEUF,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,,F,,,,,97.23,NAP,N
304163926,00013,30416392600013,O,1900-01-01,NN,,,2009-09-16T05:47:02,true,4,,84,,RUE,BEAUBOURG,75003,PARIS 3,,,75103,,,,,,,,,,,,,,,,,,,2009-08-12,F,,,,,64.20Z,NAFRev2,N
304163934,00025,30416393400025,O,1990-11-26,NN,,,2006-10-27T00:02:57,false,4,,42,,RUE,DE LISBONNE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2004-11-19,F,,,,,70.1C,NAFRev1,O
304163934,00033,30416393400033,O,2004-11-19,NN,,,2012-09-28T11:24:20,false,5,,69,,RUE,DE MONCEAU,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2012-06-25,F,,,,,68.20B,NAFRev2,O
304163934,00041,30416393400041,O,2012-06-25,,,,2015-09-18T11:01:31,false,2,,11,,PL,EDOUARD VII,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2015-07-10,F,,,,,68.20B,NAFRev2,N
304163934,00058,30416393400058,O,2015-07-10,,,,2016-08-03T03:37:07,true,2,8-12,8,,RUE,DES PIROGUES DE BERCY,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2016-07-15,F,,,,,68.20B,NAFRev2,N
304163975,00036,30416397500036,O,1986-06-01,NN,,,2017-05-04T01:54:23,false,5,,9,,BD,SAINT DENIS,75003,PARIS 3,,,75103,,,,,,,,,,,,,,,,,,,2016-04-30,F,,,,,68.32A,NAFRev2,O
304163975,00044,30416397500044,O,2016-04-30,02,2019,,2021-10-27T08:15:03,true,2,,77,,RUE,DU FBG SAINT DENIS,75010,PARIS 10,,,75110,,,,,,,,,,,,,,,,,,,2017-02-05,A,,,,,68.32A,NAFRev2,O
304163983,00014,30416398300014,O,1900-01-01,NN,,,,false,4,,40,,RUE,DU BAC,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,91.3E,NAF1993,N
304163983,00030,30416398300030,O,1900-01-01,12,2019,,2021-10-27T08:15:03,true,4,,2,,BD,SAINT MARTIN,75010,PARIS 10,,,75110,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,O
304164007,00011,30416400700011,O,,,,,,true,1,,6,,PL,DU MAL JUIN,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1990-12-25,F,,,,,55.31,NAP,N
304164023,00034,30416402300034,O,,NN,,,,true,1,,8,,RUE,DE LA MICHODIERE,75002,PARIS 2,,,75102,,,,,,,,,,,,,,,,,,,1989-12-25,F,,,,,81.21,NAP,N
304164049,00013,30416404900013,O,1974-01-01,NN,,,,true,1,,85,,AV,DE WAGRAM,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2001-01-04,F,,,,,52.4C,NAF1993,O
304164056,00018,30416405600018,O,1900-01-01,NN,,,,true,4,,1,,RUE,JACQUES BINGEN,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,81.11,NAP,N
304164080,00018,30416408000018,O,,,,,,true,1,,,,RUE,DE GRENELLE,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
304164098,00028,30416409800028,O,,NN,,,,true,1,,19,,RUE,D HAUTPOUL,75019,PARIS 19,,,75119,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
304164114,00015,30416411400015,O,,,,9999ZZ,2015-03-17T00:11:20,true,1,,,,,,79200,VIENNAY,,,79347,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.11,NAP,N
304164122,00042,30416412200042,O,1988-07-14,NN,,,2008-04-05T00:14:35,true,3,,6,,RUE,DE ROME,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,64.30Z,NAFRev2,N
304164148,00013,30416414800013,O,,NN,,,2006-11-25T09:16:59,true,1,,,,,CHEL LIEU,74500,PUBLIER,,,74218,,,,,,,,,,,,,,,,,,,1993-08-31,F,,,,,80.4D,NAF1993,N
304164163,00012,30416416300012,O,,NN,,,2006-11-25T09:16:59,true,1,,2,,RUE,DE LA ROCHEFOUCAULD,86000,POITIERS,,,86194,,,,,,,,,,,,,,,,,,,1987-08-27,F,,,,,97.23,NAP,N
304164171,00015,30416417100015,O,1975-10-06,NN,,,2008-11-07T00:19:47,false,4,,52,,RUE,MARIE ANNE COLOMBIER,93170,BAGNOLET,,,93006,,,,,,,,,,,,,,,,,,,2001-01-23,F,,,,,28.5D,NAF1993,N
304164171,00023,30416417100023,O,1981-04-01,,,,,false,3,,178,,RUE,DIDEROT,93500,PANTIN,,,93055,,,,,,,,,,,,,,,,,,,1993-02-01,F,,,,,28.5D,NAF1993,N
304164171,00049,30416417100049,O,1993-02-01,NN,,,2019-11-14T14:01:05,true,6,ZI DU COUDRAY,19,,AV,ALBERT EINSTEIN,93150,LE BLANC-MESNIL,,,93007,,,,,,,,,,,,,,,,,,,2011-06-23,F,,,,,25.62B,NAFRev2,O
304164189,00058,30416418900058,O,1900-01-01,NN,,,,false,4,,,,RUE,R GARROS PERVENCHES,83600,FREJUS,,,83061,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,51.6G,NAF1993,N
304164189,00082,30416418900082,O,1983-02-10,NN,,,2019-11-14T14:01:05,false,3,,5,,RUE,DE LA PARFUMERIE,92600,ASNIERES-SUR-SEINE,,,92004,,,,,,,,,,,,,,,,,,,1992-07-27,F,,,,,74.2C,NAF1993,N
304164189,00090,30416418900090,O,1989-04-01,,,,,true,4,,125,,AV,LOUIS ROCHE,92230,GENNEVILLIERS,,,92036,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,74.1G,NAF1993,N
304164213,00031,30416421300031,O,,,,,,true,1,,17,,RUE,DE VISIEN,92400,COURBEVOIE,,,92026,,,,,,,,,,,,,,,,,,,1990-05-29,F,,,,,60.10,NAP,N
304164254,00027,30416425400027,O,,,,,,true,1,,10,,AV,DE LA GARE,74700,SALLANCHES,,,74256,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,91.3E,NAF1993,N
304164262,00012,30416426200012,O,,,,,,true,1,,,,PL,CHARLES ALBERT,74700,SALLANCHES,,,74256,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,91.3E,NAF1993,N
304164288,00017,30416428800017,O,,NN,,,,true,1,,,,PL,ST JACQUES,74700,SALLANCHES,,,74256,,,,,,,,,,,,,,,,,,,1996-04-05,F,,,,,91.3E,NAF1993,O
304164296,00010,30416429600010,O,1900-01-01,NN,,,2012-05-05T00:49:32,true,5,,148,,RTE,DE DORAN,74700,SALLANCHES,,,74256,,,,,,,,,,,,,,,,,,,2010-12-31,F,,,,,85.32Z,NAFRev2,O
304164304,00046,30416430400046,O,1988-04-21,NN,,,2019-11-14T14:01:05,true,3,ZI DU COUDRAY,7,,RUE,ISAAC NEWTON,93150,LE BLANC-MESNIL,,,93007,,,,,,,,,,,,,,,,,,,2004-09-30,F,,,,,92.1C,NAFRev1,N
304164320,00018,30416432000018,O,1900-01-01,NN,,,2019-11-14T14:00:56,true,3,,2100,,RTE,D ARGENTIERE,74400,CHAMONIX-MONT-BLANC,,,74056,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
304164338,00028,30416433800028,O,,NN,,,,true,1,,3,,ALL,DES PLATANES,74940,ANNECY LE VIEUX,,,74011,,,,,,,,,,,,,,,,,,,,F,,,,,77.05,NAP,N
304164346,00013,30416434600013,O,1974-01-01,NN,,,2017-01-11T20:39:47,true,6,CHAMP FLEURI,96,,AV,D AIX LES BAINS,74600,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2013-01-16,F,,,,,45.11Z,NAFRev2,N
304164353,00019,30416435300019,O,,NN,,,,true,1,,14,,AV,DU FAUCIGNY,74130,BONNEVILLE,,,74042,,,,,,,,,,,,,,,,,,,1996-06-30,F,,,,,50.1Z,NAF1993,O
304164361,00012,30416436100012,O,,NN,,,,true,1,,4,B,RUE,DU DOCTEUR FAVRE,74100,ANNEMASSE,,,74012,,,,,,,,,,,,,,,,,,,,F,,,,,55.60,NAP,N
304164379,00014,30416437900014,O,1972-01-01,NN,,,2008-08-01T04:41:02,false,5,,,,LD,LE VAL CLARET,73320,TIGNES,,,73296,,,,,,,,,,,,,,,,,,,2008-01-01,F,HOTEL NEVADA,,,,68.20B,NAFRev2,N
304164379,00022,30416437900022,O,2005-10-10,,,,2011-03-30T11:56:33,true,3,,648,,RUE,DES PRES CATON,74190,PASSY,,,74208,,,,,,,,,,,,,,,,,,,2011-03-10,F,,,,,68.20B,NAFRev2,N
304164395,00010,30416439500010,O,1900-01-01,NN,,,2019-11-14T14:00:56,true,4,,,,,CEN COMMERCIAL PLAN PEISEY,73210,PEISEY-NANCROIX,,,73197,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.3A,NAF1993,N
304164403,00012,30416440300012,O,1976-01-01,NN,,,2008-01-04T19:28:44,true,4,,,,PL,SAINT PIERRE,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
304164411,00031,30416441100031,O,,NN,,,,true,1,,17,,AV,NIEL,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,,F,,,,,51.30,NAP,N
304164429,00017,30416442900017,O,,NN,,,2019-11-14T14:00:57,true,1,,3,,RTE,D ARMOY,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,1986-06-30,F,,,,,49.01,NAP,N
304164445,00013,30416444500013,O,,NN,,,,true,1,,,,CHE,AUX BOEUFS,72100,LE MANS,,,72181,,,,,,,,,,,,,,,,,,,1987-02-02,F,,,,,55.10,NAP,N
304164452,00019,30416445200019,O,,,,,2019-11-14T14:01:03,true,1,,,,,RN 10,86360,CHASSENEUIL-DU-POITOU,,,86062,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,55.1A,NAF1993,N
304164460,00012,30416446000012,O,1976-05-26,01,2019,,2021-10-27T08:15:03,true,4,,3,,PL,DU REVARD,73100,AIX-LES-BAINS,,,73008,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,66.19A,NAFRev2,O
304164486,00017,30416448600017,O,1900-01-01,NN,,,,false,4,,62,,RUE,SEDAINE,75011,PARIS 11,,,75111,,,,,,20,,RUE,POPINCOURT,75011,PARIS 11,,,75111,,,,,2000-04-04,F,,,,,51.4A,NAF1993,O
304164486,00025,30416448600025,O,1900-01-01,NN,,,,false,4,,59,,RUE,DE LA ROQUETTE,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,51.4A,NAF1993,O
304164486,00041,30416448600041,O,1982-01-27,,,,,false,4,,17,,RUE,D ALIGRE,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,1997-03-31,F,,,,,51.4A,NAF1993,N
304164486,00058,30416448600058,O,1988-07-01,NN,,,,true,4,,8,,RUE,DES GARDINOUX,93300,AUBERVILLIERS,,,93001,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,51.4A,NAF1993,O
304164510,00030,30416451000030,O,1990-04-01,NN,,,,false,4,,152,,AV,DES CHAMPS ELYSEES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,74.4B,NAF1993,O
304164510,00048,30416451000048,O,1996-03-09,NN,,,2019-11-14T14:01:05,false,4,,8,,RUE,BOUTARD,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,1998-07-03,F,,,,,74.4B,NAF1993,O
304164510,00055,30416451000055,O,1998-07-03,,,,2019-11-14T14:01:05,false,3,,48,,AV,DU GENERAL LECLERC,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,1999-08-09,F,PANAME,,,,74.4B,NAF1993,N
304164510,00063,30416451000063,O,1999-08-09,NN,,,2007-05-19T08:35:28,true,4,,26,,RUE,MURILLO,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2005-12-30,F,,,,,74.4B,NAFRev1,O
304164510,00071,30416451000071,O,2003-07-01,,,,2006-11-25T09:16:59,false,3,,92,,RUE,DE COURCELLES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2005-11-30,F,,,,,74.4B,NAFRev1,O
304164510,00089,30416451000089,O,2003-11-09,,,,2006-11-25T09:16:59,false,3,13 A,15,,RUE,DE BERRI,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2005-01-31,F,,,,,74.4B,NAFRev1,O
304164510,00097,30416451000097,O,2004-05-31,,,,2006-11-25T09:16:59,false,3,,17,,PAS,ANTOINE RIOU,92000,NANTERRE,,,92050,,,,,,,,,,,,,,,,,,,2005-09-30,F,,,,,92.1A,NAFRev1,O
304164510,00105,30416451000105,O,2005-09-30,,,,2006-11-25T09:16:59,false,2,,26,,RUE,MURILLO,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2005-12-30,F,SEQUENCIS,,,,92.1A,NAFRev1,N
304164528,00016,30416452800016,O,,,,,,true,1,,,,,ZONE INDUSTRIELLE,79100,THOUARS,,,79329,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
304164536,00019,30416453600019,O,1900-01-01,,,,,true,4,,4,,RUE,BONNEFOND,69003,LYON 3EME,,,69383,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,60.2L,NAF1993,N
304164544,00013,30416454400013,O,,NN,,,,true,1,,11,,RUE,DU MONT ST PAUL,69680,CHASSIEU,,,69271,,,,,,,,,,,,,,,,,,,1978-12-31,F,,,,,70.1D,NAF1993,N
304164569,00028,30416456900028,O,1990-07-01,NN,,,,false,4,,130,,RUE,DES ROBERDIERES,69680,CHASSIEU,,,69271,,,,,,,,,,,,,,,,,,,2001-11-29,F,,,,,51.4S,NAF1993,O
304164569,00036,30416456900036,O,2001-11-29,NN,,,2010-10-01T06:03:51,true,3,,3,,RUE,JACQUES MONOD,69680,CHASSIEU,,,69271,,,,,,,,,,,,,,,,,,,2006-12-29,F,,,,,51.4S,NAFRev1,O
304164585,00024,30416458500024,O,1984-03-24,NN,,,2006-10-27T00:02:57,false,3,,47,,AV,ESQUIROL,69003,LYON 3EME,,,69383,,,,,,,,,,,,,,,,,,,2004-10-25,F,,,,,70.2C,NAFRev1,N
304164585,00032,30416458500032,O,2004-10-25,NN,,,2018-10-26T10:12:22,false,4,MME TEWELES,67,,RUE,VENDOME,69006,LYON 6EME,,,69386,,,,,,,,,,,,,,,,,,,2017-12-01,F,,,,,68.20B,NAFRev2,N
304164585,00040,30416458500040,O,2017-12-01,,,,2021-02-23T10:36:42,true,1,,47,,RUE,DU 8 MAI 1945,69510,THURINS,,,69249,,,,,,,,,,,,,,,,,,,2017-12-01,A,,,,,68.20B,NAFRev2,N
304164593,00044,30416459300044,O,,NN,,,2019-11-14T14:00:36,true,1,,2,,RUE,DE SAINT ROBERT,38120,SAINT-EGREVE,,,38382,,,,,,,,,,,,,,,,,,,1990-07-31,F,,,,,82.02,NAP,N
304164619,00013,30416461900013,O,1975-01-01,,,,2009-06-27T03:40:41,false,4,,14,,RUE,DE L'ABBAYE,75006,PARIS 6,,,75106,,,,,,,,,,,,,,,,,,,2007-10-01,F,,,,,52.5Z,NAFRev1,O
304164619,00021,30416461900021,O,2007-10-01,NN,,,2021-02-23T10:36:42,true,2,,3,,RUE,RAVIGNAN,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.78C,NAFRev2,O
304164627,00065,30416462700065,O,,NN,,,,true,1,,25,,RUE,D INKERMANN,69100,VILLEURBANNE,,,69266,,,,,,,,,,,,,,,,,,,,F,,,,,47.01,NAP,N
304164650,00018,30416465000018,O,,,,,,true,1,,,,AV,DES TILLEULS,69780,MIONS,,,69283,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.14,NAP,N
304164676,00013,30416467600013,O,1991-04-15,NN,,,,false,4,,46,,RUE,DE LA VOUTE,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2000-03-23,F,,,,,51.6J,NAF1993,N
304164676,00021,30416467600021,O,1991-01-15,NN,,,,false,4,,11,,CRS,DEBILLE,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,51.6J,NAF1993,O
304164676,00039,30416467600039,O,1998-12-01,NN,,,,true,4,,69,,RUE,MICHELET,93100,MONTREUIL,,,93048,,,,,,,,,,,,,,,,,,,2000-03-23,F,,,,,51.6J,NAF1993,O
304164684,00033,30416468400033,O,1982-06-29,NN,,,2008-01-04T19:28:44,true,3,,35,,RUE,GREGOIRE DE TOURS,75006,PARIS 6,,,75106,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
304164692,00028,30416469200028,O,,,,,,true,1,,305,,RUE,GARIBALDI,69007,LYON 7EME,,,69387,,,,,,,,,,,,,,,,,,,1988-02-22,F,,,,,58.06,NAP,N
304164700,00011,30416470000011,O,1977-08-08,,,,,false,4,,41,,RUE,DU GENERAL DE GAULLE,67600,KINTZHEIM,,,67239,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,92.5E,NAF1993,N
304164700,00029,30416470000029,O,1900-01-01,NN,,,2017-05-04T01:54:23,false,4,,,,RTE,DE VIN,68150,HUNAWIHR,,,68147,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,91.04Z,NAFRev2,N
304164700,00037,30416470000037,O,1992-08-03,,,,2011-04-23T04:29:24,false,4,,69,,RUE,DE LA LIBERTE,67600,KINTZHEIM,,,67239,,,,,,,,,,,,,,,,,,,2006-07-01,F,,,,,92.5E,NAFRev1,O
304164700,00045,30416470000045,O,1989-04-01,NN,,,2017-04-06T10:16:29,false,3,,96,,RUE,DU TROIS DECEMBRE,68150,RIBEAUVILLE,,,68269,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,91.04Z,NAFRev2,N
304164700,00052,30416470000052,O,2006-07-01,11,2019,,2021-10-27T08:15:03,true,3,LIEDIT RUET,,,,PARC DE HUNAWIHR,68150,HUNAWIHR,,,68147,,,,,,,,,,,,,,,,,,,2016-07-02,A,,,,NATUROPARC,91.04Z,NAFRev2,O
304164734,00010,30416473400010,O,1900-01-01,,,,,false,4,,41,,RUE,DU GENERAL DE GAULLE,67600,KINTZHEIM,,,67239,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,92.7C,NAF1993,N
304164734,00028,30416473400028,O,1992-08-03,11,2019,,2021-10-27T08:15:03,true,4,,69,,RUE,DE LA LIBERTE,67600,KINTZHEIM,,,67239,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,91.04Z,NAFRev2,O
304164742,00013,30416474200013,O,1900-01-01,NN,,,,false,4,,,,,PAGNEUX,69480,LACHASSAGNE,,,69106,,,,,,,,,,,,,,,,,,,1996-12-25,F,PISCINARIUM,,,,45.2V,NAF1993,O
304164742,00021,30416474200021,O,1984-04-01,NN,,,2019-11-14T14:00:53,true,5,,1454,,RTE,DE FRANS,69400,VILLEFRANCHE-SUR-SAONE,,,69264,,,,,,,,,,,,,,,,,,,2010-02-25,F,,,,,47.64Z,NAFRev2,N
304164759,00017,30416475900017,O,1900-01-01,NN,,,,false,4,,4,,QUAI,JACQUES STURM,67000,STRASBOURG,,,67482,,,,,,,,,,,,,,,,,,,1998-01-15,F,,,,,65.2E,NAF1993,N
304164759,00025,30416475900025,O,1998-01-15,NN,,,2010-04-13T08:35:22,false,4,,24,,PL,DES HALLES,67000,STRASBOURG,,,67482,,,,,,,,,,,,,,,,,,,2010-02-18,F,,,,,64.30Z,NAFRev2,N
304164759,00033,30416475900033,O,2010-02-18,,,,2011-07-13T05:29:24,true,2,1C,,,RUE,DES FRERES LUMIERE,67201,ECKBOLSHEIM,,,67118,,,,,,,,,,,,,,,,,,,2011-03-22,F,,,,,64.30Z,NAFRev2,N
304164767,00010,30416476700010,O,,,,,,true,1,,114,,CHS,DE ROUVROY,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1986-10-08,F,,,,,66.02,NAP,N
304164775,00013,30416477500013,O,,,,,,true,1,,,,PL,MARTYRS RESISTANCE,63200,RIOM,,,63300,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N
304164791,00028,30416479100028,O,1988-04-01,22,2019,,2021-10-27T08:15:03,true,4,,18,,RUE,DE LA DIVISION LECLERC,67000,STRASBOURG,,,67482,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,88.99A,NAFRev2,O
304164791,00036,30416479100036,O,2016-07-15,,,,2019-11-14T14:00:46,false,2,,,,RUE,DE L'ABBE MONSIEUX,57430,LE VAL-DE-GUEBLANGE,,,57267,,,,,,,,,,,,,,,,,,,2016-08-31,F,,,,,88.91A,NAFRev2,N
304164791,00044,30416479100044,O,2016-07-15,,,,2016-09-27T08:34:25,false,2,,2,,RUE,SAINT MICHEL,57910,NEUFGRANGE,,,57499,,,,,,,,,,,,,,,,,,,2016-08-31,F,,,,,88.99A,NAFRev2,N
304164791,00051,30416479100051,O,2016-07-15,,,,2016-09-27T08:34:25,false,2,,11,,RUE,DE L'EGLISE,57905,SARREINSMING,,,57633,,,,,,,,,,,,,,,,,,,2016-08-31,F,,,,,88.99A,NAFRev2,N
304164791,00069,30416479100069,O,2016-07-15,,,,2016-09-27T08:34:27,false,2,,,,,FOYER RUE DE LA POSTE,57910,HAMBACH,,,57289,,,,,,,,,,,,,,,,,,,2016-08-31,F,,,,,88.99A,NAFRev2,N
304164791,00077,30416479100077,O,2016-07-15,,,,2016-09-27T08:34:24,false,2,,12,,RUE,DE L'ECOLE,57415,MONTBRONN,,,57477,,,,,,,,,,,,,,,,,,,2016-08-31,F,,,,,88.99A,NAFRev2,N
304164791,00085,30416479100085,O,2016-07-15,,,,2019-11-14T14:00:46,false,2,,2,,RUE,DES PRES,57200,BLIES-EBERSING,,,57092,,,,,,,,,,,,,,,,,,,2016-08-31,F,,,,,88.99A,NAFRev2,N
304164791,00093,30416479100093,O,2016-07-15,,,,2016-09-27T08:34:27,false,2,,30,,RUE,DES ECOLES,57600,FOLKLING,,,57222,,,,,,,,,,,,,,,,,,,2016-08-31,F,,,,,88.99A,NAFRev2,N
304164791,00101,30416479100101,O,2016-07-15,,,,2016-07-21T09:23:38,false,1,,58,,RUE,PRINCIPALE,57430,WILLERWALD,,,57746,,,,,,,,,,,,,,,,,,,2016-07-15,A,,,,,88.99A,NAFRev2,N
304164791,00119,30416479100119,O,2016-07-15,,,,2016-07-21T09:23:55,false,1,,21,,RUE,TISSERANDS,57430,SARRALBE,,,57628,,,,,,,,,,,,,,,,,,,2016-07-15,A,,,,,88.99A,NAFRev2,N
304164791,00127,30416479100127,O,2016-07-15,,,,2016-07-21T09:24:10,false,1,,,,IMP,DU STADE,57510,LOUPERSHOUSE,,,57419,,,,,,,,,,,,,,,,,,,2016-07-15,A,,,,,88.99A,NAFRev2,N
304164791,00135,30416479100135,O,2016-07-15,,,,2016-09-27T08:34:24,false,2,,,,PL,CHARLES SCHMITT,57990,HUNDLING,,,57340,,,,,,,,,,,,,,,,,,,2016-08-31,F,,,,,88.99A,NAFRev2,N
304164791,00143,30416479100143,O,2016-07-15,,,,2016-09-27T08:34:25,false,2,COMPLEXE LE PRINCE RINGUET,24,,RUE,DE NANCY,57915,WOUSTVILLER,,,57752,,,,,,,,,,,,,,,,,,,2016-08-31,F,,,,,88.99A,NAFRev2,N
304164791,00150,30416479100150,O,2016-07-15,,,,2019-11-14T14:00:46,false,2,,,,,FOYER SOCIO-EDUCATIF,57510,REMERING-LES-PUTTELANGE,,,57571,,,,,,,,,,,,,,,,,,,2016-08-31,F,,,,,88.99A,NAFRev2,N
304164791,00168,30416479100168,O,2016-07-19,,,,2019-11-14T14:00:53,false,2,,12,,AV,DU GENERAL DE GAULLE,67650,DAMBACH-LA-VILLE,,,67084,,,,,,,,,,,,,,,,,,,2016-08-31,F,,,,,88.99A,NAFRev2,O
304164791,00176,30416479100176,O,2016-07-19,,,,2017-09-01T10:35:26,false,3,,1,,RUE,MANNWEG,67650,DIEFFENTHAL,,,67094,,,,,,,,,,,,,,,,,,,2017-09-01,A,,,,,88.99A,NAFRev2,O
304164791,00184,30416479100184,O,2016-07-19,,,,2016-09-15T08:30:48,false,2,ECOLE PRIMAIRE,9,,RUE,JEANNE D'ARC,67640,LIPSHEIM,,,67268,,,,,,,,,,,,,,,,,,,2016-08-31,F,,,,,88.99A,NAFRev2,O
304164791,00192,30416479100192,O,2016-07-19,,,,2019-08-21T09:17:16,false,3,,3,,RUE,DU CHATEAU,67600,BALDENHEIM,,,67019,,,,,,,,,,,,,,,,,,,2018-09-01,A,,,,,88.99A,NAFRev2,O
