303614101,00010,30361410100010,O,1900-01-01,NN,,,2006-11-25T09:16:16,true,4,,,,,LES MASHABERTS,72440,COUDRECIEUX,,,72094,,,,,,,,,,,,,,,,,,,1998-12-25,F,,,,,85.3H,NAF1993,N
303614119,00012,30361411900012,O,,NN,,,,true,1,,2,,RUE,SAINT NIZIER,71000,MACON,,,71270,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,74.2A,NAF1993,O
303614127,00015,30361412700015,O,1900-01-01,,,,,false,4,,18,,RUE,DE CHEVREUL,95100,ARGENTEUIL,,,95018,,,,,,,,,,,,,,,,,,,1993-01-01,F,,,,,45.3A,NAF1993,N
303614127,00023,30361412700023,O,1993-01-01,NN,,,2008-04-26T08:39:38,true,4,,67,,RUE,D EPINAY,95100,ARGENTEUIL,,,95018,,,,,,,,,,,,,,,,,,,2006-10-09,F,,,,,45.3A,NAFRev1,O
303614135,00018,30361413500018,O,1964-01-01,NN,,4334ZC,2017-11-24T03:57:09,true,7,,,,,LE BOURG,71800,GIBLES,,,71218,,,,,,,,,,,,,,,,,,,2012-08-02,A,,,,,43.34Z,NAFRev2,N
303614143,00012,30361414300012,O,,NN,,,,true,1,,,,RUE,DE LA GARE,71150,RULLY,,,71378,,,,,,,,,,,,,,,,,,,1993-07-15,F,,,,,45.2E,NAF1993,O
303614150,00017,30361415000017,O,1900-01-01,12,2019,,2021-10-27T08:14:47,true,4,,,,,LES JACQUES,71570,ROMANECHE-THORINS,,,71372,,,,,,,,,,,,,,,,,,,2012-12-31,A,,,,,01.21Z,NAFRev2,O
303614168,00019,30361416800019,O,1900-01-01,NN,,,,true,3,,38,,AV,BERTRAND BARERE,65000,TARBES,,,65440,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,65.06,NAP,N
303614192,00027,30361419200027,O,1978-11-13,NN,,,2008-01-04T19:26:14,true,3,,30,,RUE,PIERRE BRETONNEAU,66100,PERPIGNAN,,BP 243,66136,66002,PERPIGNAN CEDEX,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.20Z,NAFRev2,N
303614218,00012,30361421800012,O,1975-10-24,,,,2019-11-14T14:00:52,true,3,,,,,MAIRIE,64800,SAINT-VINCENT,,,64498,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,77.31Z,NAFRev2,N
303614234,00019,30361423400019,O,1900-01-01,NN,,,2019-11-14T14:01:05,true,3,,8,,,VLA DES PEUPLIERS,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,70.22Z,NAFRev2,N
303614259,00016,30361425900016,O,1974-01-01,NN,,,2008-11-07T00:19:16,true,4,,13,,RUE,DU CHATEAU,67380,LINGOLSHEIM,,,67267,,,,,,,,,,,,,,,,,,,2001-12-25,F,,,,,50.2Z,NAF1993,N
303614267,00027,30361426700027,O,1985-10-30,,,,,true,3,,,,PL,ARAGO,66250,SAINT-LAURENT-DE-LA-SALANQUE,,,66180,,,,,,,,,,,,,,,,,,,1997-04-30,F,,,,,70.2C,NAF1993,N
303614275,00012,30361427500012,O,1900-01-01,NN,,,2019-11-14T14:00:52,true,3,PAVILLON HENRI DUNANT,,,ALL,PERKAIN,64500,SAINT-JEAN-DE-LUZ,,BP 222,64483,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,73.11Z,NAFRev2,N
303614283,00016,30361428300016,O,,NN,,,,true,1,,50,,RUE,DE SAINT CLOUD,92410,VILLE D'AVRAY,,,92077,,,,,,,,,,,,,,,,,,,1994-11-26,F,,,,,20.5A,NAF1993,O
303614309,00019,30361430900019,O,,,,,,true,1,,22,,RUE,GUSTAVE BAR,62232,ANNEZIN,,,62035,,,,,,,,,,,,,,,,,,,,F,,,,,55.60,NAP,N
303614341,00046,30361434100046,O,1989-06-12,NN,,,2019-11-14T14:01:04,false,4,,29,,RUE,DAUPHINE,88100,SAINT-DIE-DES-VOSGES,,,88413,,,,,,,,,,,,,,,,,,,2004-01-01,F,ATELIER URBANISME ARCHITECTURE LORRAINE,,,,74.2A,NAFRev1,O
303614341,00053,30361434100053,O,1989-06-14,NN,,,2009-01-04T14:11:01,true,4,,5,,RUE,EMILE GALLE,54520,LAXOU,,,54304,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,71.11Z,NAFRev2,O
303614408,00019,30361440800019,O,,,,,2006-11-25T09:16:16,true,1,,1,,RUE,MICHELET,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,1987-09-25,F,,,,,79.04,NAP,N
303614416,00038,30361441600038,O,,NN,,,2019-11-14T14:00:19,true,1,,,,CHE,DE BLANC,13270,FOS-SUR-MER,,,13039,,,,,,,,,,,,,,,,,,,,F,,,,,21.08,NAP,N
303614424,00016,30361442400016,O,1900-01-01,NN,,,2019-11-14T14:00:42,false,4,,44,B,RUE,PASTEUR,51370,SAINT-BRICE-COURCELLES,,,51474,,,,,,,,,,,,,,,,,,,2011-07-01,F,,,,,68.20B,NAFRev2,N
