300918307,00020,30091830700020,O,1900-01-01,NN,,,2008-01-04T19:12:30,false,3,,42,,RUE,PAUL DOUMER,17200,ROYAN,,,17306,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.32A,NAFRev2,N
300918307,00046,30091830700046,O,1994-12-01,NN,,,2020-06-04T09:00:07,true,5,,83,,BD,DE LA REPUBLIQUE,17200,ROYAN,,,17306,,,,,,,,,,,,,,,,,,,2015-03-31,A,,,,,68.31Z,NAFRev2,N
300918315,00015,30091831500015,O,1900-01-01,NN,,,2017-05-04T01:44:29,true,4,,10,,RUE,PIERRE MORLON,23000,GUERET,,,23096,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,90.01Z,NAFRev2,O
300918323,00027,30091832300027,O,1989-05-24,NN,,,2006-11-25T09:12:22,false,4,,38,B,RUE,DE TIVOLI,21000,DIJON,,,21231,,,,,,,,,,,,,,,,,,,1999-01-01,F,,,,,91.1C,NAF1993,O
300918323,00035,30091832300035,O,1999-01-01,02,2019,,2021-10-27T08:13:51,true,3,IMM APOGEE C,7,,BD,REMBRANDT,21000,DIJON,,,21231,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.12Z,NAFRev2,O
300918356,00019,30091835600019,O,,NN,,,,true,1,,77,,RUE,DE LA REPUBLIQUE,13130,BERRE L'ETANG,,,13014,,,,,,,,,,,,,,,,,,,1982-10-01,F,,,,,67.08,NAP,N
300918380,00043,30091838000043,O,1989-06-30,NN,,,,true,4,,2,,BD,DES BASSINS DE RADOUB,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,51.6L,NAF1993,N
300918406,00012,30091840600012,O,,NN,,,,true,1,,119,B,BD,SADI CARNOT,06110,LE CANNET,,,06030,,,,,,,,,,,,,,,,,,,1987-05-30,F,,,,,79.03,NAP,N
300918414,00016,30091841400016,O,,NN,,,,true,1,,52,,AV,CAMILLE PELLETAN,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,,F,,,,,58.05,NAP,N
300918448,00022,30091844800022,O,,NN,,,,true,1,,,,,LA CONDAMINE,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,,F,,,,,24.01,NAP,N
300918455,00027,30091845500027,O,,,,,,true,1,,,,RUE,DE BRUYS,13005,MARSEILLE 5,,,13205,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,66.04,NAP,N
300918471,00016,30091847100016,O,,NN,,,,true,1,,172,,CHE,DE LA COMMANDERIE,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,,F,,,,,65.03,NAP,N
300918489,00018,30091848900018,O,,NN,,,,true,1,,153,,AV,FRANKLIN ROOSEVELT,06110,LE CANNET,,,06030,,,,,,,,,,,,,,,,,,,,F,,,,,55.72,NAP,N
300918497,00029,30091849700029,O,1988-06-29,NN,,,2006-12-15T00:15:00,false,4,,10,,RUE,REATTU,13200,ARLES,,,13004,,,,,,,,,,,,,,,,,,,1995-02-21,F,,,,,52.4C,NAF1993,N
300918497,00037,30091849700037,O,1997-01-01,NN,,,2006-11-25T09:12:22,false,3,,10,,RUE,REATTU,13200,ARLES,,,13004,,,,,,,,,,,,,,,,,,,2005-01-06,F,,,,,52.5Z,NAFRev1,N
300918497,00045,30091849700045,O,1999-03-01,NN,,,2021-09-07T09:12:02,false,5,,,,,LE VILLAGE,84220,BEAUMETTES,,,84013,,,,,,,,,,,,,,,,,,,2021-05-17,F,,,,,56.10A,NAFRev2,N
300918497,00052,30091849700052,O,2003-05-13,NN,,,2021-09-07T09:12:02,true,4,LE VILLAGE DES ANTIQUAIRES,,,,QRT DE LA GARE,84800,L'ISLE-SUR-LA-SORGUE,,,84054,,,,,,,,,,,,,,,,,,,2021-05-17,F,,,,,47.79Z,NAFRev2,N
300918497,00060,30091849700060,O,2007-03-05,NN,,,2010-04-18T03:20:58,false,4,,,,,LE PORTAIL NEUF,84570,MORMOIRON,,,84082,,,,,,,,,,,,,,,,,,,2008-03-05,F,BAR RESTAURANT LE MONT VENTOUX,,,,56.10A,NAFRev2,O
300918505,00011,30091850500011,O,1900-01-01,NN,,,2019-11-14T14:00:19,true,3,,46,,CHE,DU PUITS ST MARC,13780,CUGES-LES-PINS,,,13030,,,,,,,,,,,,,,,,,,,2003-10-29,F,,,,,19.2Z,NAFRev1,O
300918521,00018,30091852100018,O,,,,,,true,1,,,,AV,MICHEL JOURDAN,06110,LE CANNET,,,06030,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.50,NAP,N
300918539,00028,30091853900028,O,1982-06-03,NN,,,2011-08-03T05:07:30,true,6,,9,,AV,PICCIONI,20220,L'ILE ROUSSE,,,2B134,,,,,,,,,,,,,,,,,,,2010-12-31,F,,,,,68.31Z,NAFRev2,N
300918547,00013,30091854700013,O,,,,,2019-11-14T14:00:19,true,1,,14,,RUE,DE LA COURONNE,13100,AIX-EN-PROVENCE,,,13001,,,,,,,,,,,,,,,,,,,1991-01-21,F,,,,,67.01,NAP,N
300918570,00023,30091857000023,O,1991-03-11,12,2019,,2021-10-27T08:13:51,true,4,LA MILLIERE,15,,TRA,DE LA SOLITUDE,13011,MARSEILLE 11,,,13211,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,88.99B,NAFRev2,O
300918596,00010,30091859600010,O,,NN,,,,true,1,,6,,RUE,D AUSTERLITZ,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,,F,,,,,65.06,NAP,N
300918604,00020,30091860400020,O,,,,,,true,1,,7,,AV,DE L ARC DE TRIOMPHE,84100,ORANGE,,,84087,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N
300918646,00021,30091864600021,O,,,,,,true,1,,54,,RUE,CHANTERAC,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,,F,,,,,58.11,NAP,N
300918687,00017,30091868700017,O,1900-01-01,NN,,,2008-01-04T19:12:30,true,3,,120,,RUE,DU COMMANDANT ROLLAND,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
300918695,00010,30091869500010,O,,,,,,true,1,,36,,BD,MICHELET,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,,F,,,,,77.05,NAP,N
300918703,00012,30091870300012,O,,,,,,true,1,,,,,LES PETITES RES BAT B7 BLE,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,60.10,NAP,N
