304742208,00032,30474220800032,O,1988-08-01,NN,,,2016-06-10T03:50:28,true,6,,37,A,RUE,CESAR LORIDAN,59910,BONDUES,,,59090,,,,,,,,,,,,,,,,,,,2015-12-31,F,,,,,77.39Z,NAFRev2,N
304742224,00039,30474222400039,O,,NN,,1011ZZ,2019-11-14T14:00:47,true,1,,1199,,RUE,JACQUET VARLET,59310,BEUVRY-LA-FORET,,,59080,,,,,,,,,,,,,,,,,,,1992-06-30,F,,,,,15.1A,NAF1993,N
304742307,00032,30474230700032,O,,NN,,,2019-11-14T14:00:47,true,1,,189,,RUE,JEAN JAURES,59880,SAINT-SAULVE,,,59544,,,,,,,,,,,,,,,,,,,,F,,,,,55.73,NAP,N
304742315,00035,30474231500035,O,1985-08-02,NN,,,2015-07-06T17:46:28,false,4,,68,,RUE,JEAN ET YVES TEXIER-LAHOULLE,56000,VANNES,,,56260,,,,,,,,,,,,,,,,,,,2015-07-01,F,,,,,86.22C,NAFRev2,N
304742315,00043,30474231500043,O,2004-12-31,,,,2015-07-06T17:46:28,true,2,LE TENENIO CLINIQUE OCEANE,,,RUE,DOCTEUR JOSEPH AUDIC,56000,VANNES,,,56260,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,86.22C,NAFRev2,N
304742323,00013,30474232300013,O,,NN,,,,true,1,,,,RUE,MAILLAUX,59740,FELLERIES,,,59226,,,,,,,,,,,,,,,,,,,,F,,,,,24.08,NAP,N
304742364,00017,30474236400017,O,,NN,,,2019-11-14T14:00:46,true,1,,14,,RUE,POINCARE,57170,CHATEAU-SALINS,,,57132,,,,,,,,,,,,,,,,,,,1988-09-29,F,,,,,67.04,NAP,N
304742414,00028,30474241400028,O,1900-01-01,,,,2011-04-28T00:11:39,false,2,,61,,RUE,MASSENA,59200,TOURCOING,,,59599,,,,,,,,,,,,,,,,,,,1986-12-25,F,,,,,55.71,NAP,N
304742414,00036,30474241400036,O,2006-01-09,,,,2013-08-09T08:16:50,true,3,,14,,RUE,DU PONT DE NEUVILLE,59200,TOURCOING,,,59599,,,,,,,,,,,,,,,,,,,2013-08-01,F,CJMG,,,,70.22Z,NAFRev2,N
304742430,00024,30474243000024,O,,,,,,true,1,,85,,RUE,DES CINQ VOIES,59200,TOURCOING,,,59599,,,,,,,,,,,,,,,,,,,1989-02-01,F,,,,,55.72,NAP,N
304742471,00010,30474247100010,O,1976-01-01,NN,,,2008-11-07T00:20:24,false,4,,9,,RUE,MARIE CURIE,57200,SARREGUEMINES,,,57631,,,,,,,,,,,,,,,,,,,1999-01-01,F,,,,,52.6D,NAF1993,O
304742471,00036,30474247100036,O,1999-01-01,NN,,,2008-01-04T19:32:07,true,3,,69,,AV,DE LA PAIX,57520,ROUHLING,,,57598,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
304742489,00020,30474248900020,O,,NN,,,,true,1,,,,RUE,DES MOULINS,56350,ALLAIRE,,,56001,,,,,,,,,,,,,,,,,,,,F,,,,,62.44,NAP,N
304742497,00015,30474249700015,O,,,,,,true,1,,2,,RUE,GAUDREE,57000,METZ,,,57463,,,,,,,,,,,,,,,,,,,1994-01-31,F,,,,,45.4C,NAF1993,N
304742505,00015,30474250500015,O,,NN,,,,true,1,,38,,PL,PIERRE DELCOURT,59163,CONDE SUR L'ESCAUT,,,59153,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
304742521,00012,30474252100012,O,,NN,,,2019-11-14T14:00:47,true,1,,9,,RUE,DE LILLE,59554,NEUVILLE-SAINT-REMY,,,59428,,,,,,,,,,,,,,,,,,,,F,,,,,64.23,NAP,N
304742562,00016,30474256200016,O,,,,,,true,1,,17,,RUE,ARISTIDE BRIAND*AU BON COI,59132,TRELON,,,59601,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
304742588,00011,30474258800011,O,1975-01-01,NN,,,2014-07-08T00:12:38,true,4,,40,,RUE,ROGER SALENGRO,59295,PAILLENCOURT,,,59455,,,,,,,,,,,,,,,,,,,2010-10-31,F,,,,,43.34Z,NAFRev2,N
304742604,00016,30474260400016,O,1900-01-01,,,,2019-11-14T14:00:47,false,2,,,,RUE,LUTHON,59218,VENDEGIES-AU-BOIS,,,59607,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
304742604,00024,30474260400024,O,2014-01-01,,,,2015-08-14T10:07:50,true,1,COUR CHAUSSÉE,1,,RUE,DE FAMARS,59300,VALENCIENNES,,,59606,,,,,,,,,,,,,,,,,,,2014-01-01,A,,,,,68.20A,NAFRev2,N
304742620,00012,30474262000012,O,,,,,,true,1,,,,RUE,GEORGES DUCROCQ,57070,METZ,,,57463,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,18.10,NAP,N
304742638,00014,30474263800014,O,,NN,,,,true,1,,35,,RUE,JOFFRE,57240,NILVANGE,,,57508,,,,,,,,,,,,,,,,,,,1994-06-30,F,,,,,55.4B,NAF1993,N
304742653,00013,30474265300013,O,,NN,,,2019-11-14T14:00:47,true,1,,8,,RUE,EDOUARD VERMEESCH,59690,VIEUX-CONDE,,,59616,,,,,,,,,,,,,,,,,,,,F,,,,,64.22,NAP,N
304742661,00016,30474266100016,O,1975-01-01,NN,,,2019-11-14T14:00:48,true,4,,9,B,RUE,JULES FERRY,59297,VILLERS-GUISLAIN,,,59623,,,,,,,,,,,,,,,,,,,2011-04-30,F,,,,,43.34Z,NAFRev2,N
304742679,00018,30474267900018,O,,NN,,,2019-11-14T14:00:48,true,1,,14,,RUE,VICTOR HUGO,59142,VILLERS-OUTREAUX,,,59624,,,,,,,,,,,,,,,,,,,,F,,,,,44.41,NAP,N
304742695,00030,30474269500030,O,1988-02-01,NN,,,,true,1,,60,,CHE,DU CANALET,84000,AVIGNON,,,84007,,,,,,,,,,,,,,,,,,,2000-06-30,F,,,,,60.2E,NAF1993,N
304742703,00024,30474270300024,O,,NN,,,,true,1,,76,,RUE,DE DOUAI,59165,AUBERCHICOURT,,,59024,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N
304742737,00030,30474273700030,O,,NN,,,2019-02-20T11:42:47,true,1,,2,,RUE,MICHEL SERVET,59000,LILLE,,,59350,,,,,,,,,,,,,,,,,,,1987-04-30,F,,,,,87.08,NAP,N
304742745,00025,30474274500025,O,,NN,,,,true,1,,54,,RUE,DE WASQUEHAL,59200,TOURCOING,,,59599,,,,,,,,,,,,,,,,,,,1989-12-31,F,,,,,20.01,NAP,N
304742752,00039,30474275200039,O,,,,,,true,1,,84,,RUE,LA ROCHEFOUCAULD,59100,ROUBAIX,,,59512,,,,,,,,,,,,,,,,,,,1987-06-24,F,,,,,55.71,NAP,N
304742794,00015,30474279400015,O,,NN,,,2019-11-14T14:00:50,true,1,,,,,,62134,MONCHY-CAYEUX,,,62581,,,,,,,,,,,,,,,,,,,,F,,,,,39.01,NAP,N
304742828,00011,30474282800011,O,,,,,2019-11-14T14:00:50,true,1,,,,RTE,ROUTE NATIONALE,62180,CONCHIL-LE-TEMPLE,,,62233,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.06,NAP,N
304742844,00026,30474284400026,O,,NN,,,2019-11-14T14:00:51,true,1,,61,,RUE,DE L ORADOU,63000,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,,F,,,,,62.46,NAP,N
304742851,00013,30474285100013,O,,NN,,,2021-03-08T11:00:09,true,1,,568,,AV,DE DUNKERQUE,59160,LILLE,,,59350,,,,,,,,,,,,,,,,,,,1986-12-25,F,,,,,60.2E,NAF1993,O
304742901,00016,30474290100016,O,,,,,,true,1,,8,,RTE,D HEUCHIN,62134,ANVIN,,,62036,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,38.40,NAP,N
304742919,00026,30474291900026,O,,NN,,,,true,1,,105,B,BD,GAMBETTA,62100,CALAIS,,,62193,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,54.09,NAP,N
304742968,00015,30474296800015,O,,NN,,,,true,1,,4,,RUE,GAMBETTA,63500,ISSOIRE,,,63178,,,,,,,,,,,,,,,,,,,1988-10-15,F,,,,,81.21,NAP,N
304742976,00034,30474297600034,O,1983-07-01,NN,,,,false,3,,25,,RUE,JEAN SAVIDAN,22300,LANNION,,,22113,,,,,,,,,,,,,,,,,,,1993-02-01,F,CREATION ETALAGE,,,,74.4B,NAF1993,N
304742976,00042,30474297600042,O,1993-02-01,NN,,,2008-11-07T00:20:24,false,4,,6,,RUE,JEANNE D ARC,22300,LANNION,,,22113,,,,,,,,,,,,,,,,,,,1998-01-09,F,CREATION ETALAGE,,,,74.8K,NAF1993,N
304742976,00059,30474297600059,O,1998-01-09,NN,,7410ZP,2021-02-23T10:36:54,true,4,,10,,CHE,DE LA BUTTE,22560,PLEUMEUR-BODOU,,,22198,,,,,,,,,,,,,,,,,,,2013-10-10,A,DECORATRICE ETALAGISTE,,,DECORATRICE ETALAGISTE,74.10Z,NAFRev2,N
304742984,00012,30474298400012,O,1976-01-01,NN,,3250AC,2019-06-24T13:15:46,true,5,,10,,RUE,DE PUEBLA,59800,LILLE,,,59350,,,,,,,,,,,,,,,,,,,2017-12-31,F,,,,,86.90E,NAFRev2,O
304742992,00015,30474299200015,O,,NN,,,,true,1,,26,,RUE,DU GENERAL CHANZY,62100,CALAIS,,,62193,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,55.4A,NAF1993,N
304743016,00020,30474301600020,O,,NN,,,2019-01-14T13:40:05,true,1,,,,LD,LA HAUTE FOLIE,72130,COULOMBIERS,,,72097,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,21.08,NAP,N
304743024,00016,30474302400016,O,,,,,2019-11-14T14:00:49,true,1,,,,,,61230,LE SAP-ANDRE,,,61461,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,22.02,NAP,N
304743032,00019,30474303200019,O,,NN,,,,true,1,,,,,LE PONTEL,63370,LEMPDES,,,63193,,,,,,,,,,,,,,,,,,,1990-11-15,F,,,,,81.21,NAP,N
304743040,00079,30474304000079,O,2000-04-11,NN,,,2006-12-15T00:15:46,false,4,,34,,RUE,JEAN JAURES,42700,FIRMINY,,,42095,,,,,,,,,,,,,,,,,,,2002-03-31,F,,,,,52.4C,NAF1993,N
304743040,00087,30474304000087,O,2002-10-01,NN,,,2019-11-14T14:00:22,true,3,,10,,RUE,SAINT JEAN,19100,BRIVE-LA-GAILLARDE,,,19031,,,,,,,,,,,,,,,,,,,2007-03-31,F,,,,,52.4C,NAFRev1,N
304743099,00018,30474309900018,O,,NN,,,,true,1,,,,,MONTBOISSIER,63490,BROUSSE,,,63056,,,,,,,,,,,,,,,,,,,1993-09-30,F,,,,,52.2J,NAF1993,N
304743115,00046,30474311500046,O,,,,,,true,1,,25,,RUE,LEURIDAN NOCLAIN,59150,WATTRELOS,,,59650,,,,,,,,,,,,,,,,,,,1987-11-18,F,,,,,55.72,NAP,N
304743123,00016,30474312300016,O,1975-01-01,NN,,,2019-11-14T14:00:49,true,3,,53,,RUE,FELIX ADAM,62200,BOULOGNE-SUR-MER,,,62160,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
304743156,00024,30474315600024,O,,NN,,,,true,1,,39,,RTE,DU THEIL,61340,BERD'HUIS,,,61043,,,,,,,,,,,,,,,,,,,1995-12-08,F,,,,,45.2V,NAF1993,N
304743164,00010,30474316400010,O,,,,,,true,1,,,,,POSTE RESTANTE,63200,MOZAC,,,63245,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,56.02,NAP,N
304743180,00016,30474318000016,O,,NN,,,,true,1,,,,,,63210,OLBY,,,63257,,,,,,,,,,,,,,,,,,,,F,,,,,00.10,NAP,N
304743198,00018,30474319800018,O,,NN,,,,true,1,,18,,RTE,DE BEURRIERES,63220,ARLANC,,,63010,,,,,,,,,,,,,,,,,,,1987-03-31,F,,,,,65.06,NAP,N
304743206,00027,30474320600027,O,,NN,,,,true,1,,4,,RUE,JEAN II DUC D ALENCON,61000,ALENCON,,,61001,,,,,,,,,,,,,,,,,,,1987-09-28,F,,,,,54.01,NAP,N
304743230,00027,30474323000027,O,1900-01-01,NN,,,2019-11-14T14:00:51,false,4,,,,AV,CHATEL GUYON,63200,SAINT-BONNET-PRES-RIOM,,,63327,,,,,,,,,,,,,,,,,,,2001-12-25,F,,,,,85.1C,NAF1993,N
304743230,00035,30474323000035,O,2001-01-01,NN,,,2019-11-14T14:00:51,true,4,,4,,RUE,J BOUQUET,63200,SAINT-BONNET-PRES-RIOM,,,63327,,,,,,,,,,,,,,,,,,,2012-09-30,F,,,,,86.21Z,NAFRev2,O
304743248,00011,30474324800011,O,1900-01-01,NN,,,2011-08-03T08:41:20,true,4,,24,,RUE,AMIRAL GOURBEYRE,63200,RIOM,,,63300,,,,,,,,,,,,,,,,,,,2011-03-31,F,,,,,86.21Z,NAFRev2,N
304743255,00016,30474325500016,O,,,,,,true,1,,,,AV,DE CHATEL GUYON,63200,RIOM,,,63300,,,,,,,,,,,,,,,,,,,,F,,,,,65.06,NAP,N
304743271,00021,30474327100021,O,,NN,,,,true,1,,30,,RUE,JULES GUESDE,63360,GERZAT,,,63164,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
304743305,00035,30474330500035,O,2002-08-05,,,,2006-11-25T09:17:54,true,3,,12,,RUE,DU THEATRE,66000,PERPIGNAN,,,66136,,,,,,,,,,,,,,,,,,,2005-10-05,F,,,,,55.3A,NAFRev1,O
304743412,00013,30474341200013,O,,NN,,,,true,1,,8,,RUE,DE VENISE,66000,PERPIGNAN,,,66136,,,,,,,,,,,,,,,,,,,1988-03-03,F,,,,,81.21,NAP,N
304743438,00034,30474343800034,O,1989-08-01,NN,,,2019-02-20T11:42:47,true,3,,17,,RUE,DES DEBRIS ST ETIENNE,59800,LILLE,,,59350,,,,,,,,,,,,,,,,,,,2006-09-30,F,,,,,52.4Z,NAFRev1,N
304743446,00029,30474344600029,O,1992-01-01,NN,,,2015-12-09T12:52:23,false,5,,9,,RUE,DES FLEURS,62500,SAINT-MARTIN-LEZ-TATINGHEM,,,62757,,,,,,,,,,,,,,,,,,,2015-06-02,F,,,,,45.11Z,NAFRev2,N
304743446,00037,30474344600037,O,1995-05-09,NN,,,2019-11-14T14:00:50,false,4,,2,,PL,DU 11 NOVEMBRE 1918,62500,SAINT-OMER,,,62765,,,,,,,,,,,,,,,,,,,2000-01-01,F,EUROPE AUTO,,,,50.1Z,NAF1993,N
304743446,00045,30474344600045,O,1997-10-20,NN,,,2019-11-14T14:00:49,false,5,,32,,RUE,DE LA PORTE NEUVE,62200,BOULOGNE-SUR-MER,,,62160,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,45.11Z,NAFRev2,O
304743446,00052,30474344600052,O,2015-06-02,,,,2021-02-23T10:36:54,true,1,,507,,CHE,DE BIXELLE,62610,ARDRES,,,62038,,,,,,,,,,,,,,,,,,,2015-06-02,A,,,,,45.11Z,NAFRev2,N
304743453,00025,30474345300025,O,,NN,,,2019-11-14T14:00:51,true,1,,21,,RUE,DE COTEPET,63000,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,1988-06-02,F,,,,,55.72,NAP,N
304743479,00020,30474347900020,O,1982-07-01,NN,,,2008-11-07T00:20:24,true,3,LD LA CARBOUNEILLE,,,RTE,DE MILLAS,66300,THUIR,,,66210,,,,,,,,,,,,,,,,,,,2005-08-31,F,,,,,45.1A,NAFRev1,N
304743495,00018,30474349500018,O,,,,,,true,1,,24,,RUE,SAINT SIMONT,66000,PERPIGNAN,,,66136,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
304743503,00027,30474350300027,O,,NN,,,2019-11-14T14:00:51,true,1,,66,,RUE,ANATOLE FRANCE,63000,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,2002-03-31,F,,,,,45.3C,NAF1993,O
304743545,00010,30474354500010,O,1975-01-01,NN,,,2008-11-07T00:20:24,true,3,,119,,AV,DU REGIMENT DE BIGORRE,65000,TARBES,,,65440,,,,,,,,,,,,,,,,,,,2006-12-31,F,,,,,50.2Z,NAFRev1,N
304743586,00014,30474358600014,O,,NN,,,2019-11-14T14:00:53,true,1,,,,LD,LE HANG,67420,BOURG-BRUCHE,,,67059,,,,,,,,,,,,,,,,,,,1994-05-31,F,,,,,55.3A,NAF1993,N
304743594,00018,30474359400018,O,1900-01-01,NN,,,2008-01-07T13:50:17,false,4,,,,,,65410,SARRANCOLIN,,,65408,,,,,,,,,,,,,,,,,,,2008-04-01,F,,,,,86.90D,NAFRev2,N
304743594,00026,30474359400026,O,1989-07-01,NN,,,2019-11-14T14:00:37,true,3,,368,,AV,DES CAPUCINES,40150,SOORTS-HOSSEGOR,,,40304,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20A,NAFRev2,N
304743602,00019,30474360200019,O,1975-01-01,NN,,,2019-11-14T14:00:51,true,1,,,,,,63210,ROCHEFORT-MONTAGNE,,,63305,,,,,,,,,,,,,,,,,,,2000-09-30,F,,,,,52.4R,NAF1993,N
304743610,00012,30474361000012,O,1976-01-01,NN,,,,true,1,,69,,RUE,MONSEIGNEUR PIEDFORT,62100,CALAIS,,,62193,,,,,,,,,,,,,,,,,,,2001-07-30,F,,,,,55.4B,NAF1993,N
304743628,00014,30474362800014,O,,NN,,,2019-11-14T14:00:51,true,1,,2,,RUE,SAINT ANDRE,63000,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,,F,,,,,67.05,NAP,N
304743669,00018,30474366900018,O,,NN,,,2019-11-14T14:00:49,true,1,,20,,RUE,E DELOMBRE,62690,AUBIGNY-EN-ARTOIS,,,62045,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,64.22,NAP,N
304743693,00026,30474369300026,O,1900-01-01,NN,,,2012-05-05T00:50:50,true,5,,139,,RUE,DU GENERAL LECLERC,67540,OSTWALD,,,67365,,,,,,,,,,,,,,,,,,,2010-12-31,F,,,,,86.23Z,NAFRev2,O
304743701,00027,30474370100027,O,1994-01-01,NN,,,2019-02-20T11:42:47,true,4,,29,,BD,D ALSACE,59000,LILLE,,,59350,,,,,,,,,,,,,,,,,,,2006-03-15,F,,,,,55.3A,NAFRev1,O
304743743,00045,30474374300045,O,,NN,,,2019-11-14T14:01:02,true,1,,,,BD,LOUIS FARAUD,83140,SIX-FOURS-LES-PLAGES,,,83129,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,55.40,NAP,N
304743768,00018,30474376800018,O,,NN,,,2019-11-14T14:00:51,true,1,,,,,LAQUEUILLE GARE,63820,SAINT-JULIEN-PUY-LAVEZE,,,63370,,,,,,,,,,,,,,,,,,,,F,,,,,00.10,NAP,N
304743776,00011,30474377600011,O,,NN,,,2019-11-14T14:00:48,true,1,,25,,,GRANDE RUE,60580,COYE-LA-FORET,,,60172,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
304743818,00011,30474381800011,O,,,,,2009-01-13T15:16:41,true,1,,,,BD,ARISTIDE BRIAND,66100,PERPIGNAN,,,66136,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.01,NAP,N
304743834,00018,30474383400018,O,,NN,,,,true,1,,97,,RUE,PAUL BRAME,59840,LOMPRET,,,59356,,,,,,,,,,,,,,,,,,,1983-07-22,F,,,,,64.43,NAP,N
304743859,00015,30474385900015,O,,NN,,,2011-09-13T11:13:39,true,1,,9,,RUE,DE L ANGE,66000,PERPIGNAN,,,66136,,,,,,,,,,,,,,,,,,,1990-03-22,F,,,,,81.21,NAP,N
304743867,00026,30474386700026,O,,NN,,,,true,1,,13,,PL,DU VIEUX MOULIN,65100,LOURDES,,,65286,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
304743875,00011,30474387500011,O,1900-01-01,NN,,,2019-11-14T14:00:51,true,3,,30,,PL,HENRI DUNANT,63000,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,2006-08-31,F,,,,,85.1C,NAFRev1,N
304743883,00015,30474388300015,O,1975-01-01,NN,,,2019-11-14T14:00:52,true,1,,45,,RUE,DE LA CITADELLE,64220,SAINT-JEAN-PIED-DE-PORT,,,64485,,,,,,,,,,,,,,,,,,,2001-07-30,F,,,,,45.4J,NAF1993,N
304743891,00026,30474389100026,O,1983-01-01,NN,,,2019-11-14T14:00:52,false,4,,,,RUE,DES BERGERS,64220,SAINT-JEAN-PIED-DE-PORT,,,64485,,,,,,,,,,,,,,,,,,,2003-01-01,F,,,,,85.1G,NAF1993,N
304743891,00034,30474389100034,O,2003-01-01,NN,,,2019-11-14T14:00:52,false,4,,10,,PL,DES REMPARTS,64220,SAINT-JEAN-PIED-DE-PORT,,,64485,,,,,,,,,,,,,,,,,,,2012-03-02,F,,,,,86.90E,NAFRev2,N
304743891,00042,30474389100042,O,2012-03-02,,,,2012-07-15T04:50:15,true,2,,,,CHE,COMMUNAL 6,64220,ISPOURE,,,64275,,,,,,,,,,,,,,,,,,,2012-06-30,F,,,,,86.90E,NAFRev2,N
304743909,00034,30474390900034,O,2000-04-01,NN,,,2019-11-14T14:00:14,true,3,,18,,RUE,PASTEUR,03700,BELLERIVE-SUR-ALLIER,,,03023,,,,,,,,,,,,,,,,,,,2005-04-30,F,,,,,85.1E,NAFRev1,N
304743925,00022,30474392500022,O,1992-07-03,NN,,4333ZZ,2019-11-14T14:00:36,true,4,,49,,RUE,DE LA COMBE DE L'ETOILE,38220,LIVET-ET-GAVET,,,38212,,,,,,,,,,,,,,,,,,,1997-12-19,F,,,,,52.6E,NAF1993,O
304743925,00030,30474392500030,O,1992-11-05,NN,,,,false,4,PLACE DU MOUCHEROTTE,6,,,ESPACE COMBOIRE,38130,ECHIROLLES,,,38151,,,,,,,,,,,,,,,,,,,1997-12-19,F,LITERIE DE L'OISANS,,,,52.4H,NAF1993,O
304743966,00026,30474396600026,O,1983-12-05,NN,,,2019-11-14T14:00:51,false,4,,16,,RUE,HENRY ANDRAUD,63000,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,2000-10-01,F,,,,,45.3E,NAF1993,N
304743966,00034,30474396600034,O,2000-10-01,NN,,,2019-11-14T14:00:51,false,4,BAT B APP 44,49,,RUE,DOCTEUR VIGENAUD,63000,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,2001-05-22,F,,,,,45.3F,NAF1993,N
304743966,00042,30474396600042,O,2001-05-22,NN,,,2019-11-14T14:00:51,true,3,,49,,RUE,DES LIONDARDS,63000,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,2005-12-31,F,,,,,45.3F,NAFRev1,N
304743990,00018,30474399000018,O,,NN,,,,true,1,,,,,LE CLOS SAINT DENIS,60270,GOUVIEUX,,,60282,,,,,,,,,,,,,,,,,,,,F,,,,,15.03,NAP,N
304744014,00032,30474401400032,O,1983-02-28,NN,,,2007-05-19T08:36:26,true,4,,142,,BD,DE LA CROIX ROUSSE,69001,LYON 1ER,,,69381,,,,,,,,,,,,,,,,,,,2006-12-31,F,,,,,52.5Z,NAFRev1,N
304744030,00012,30474403000012,O,,,,,2019-02-20T11:42:47,true,1,,157,,RUE,SOLFERINO,59000,LILLE,,,59350,,,,,,,,,,,,,,,,,,,1987-12-30,F,,,,,67.01,NAP,N
304744055,00019,30474405500019,O,1964-01-01,NN,,,2019-11-14T14:00:53,true,7,,17,,AV,CHARLES DE GAULLE,69260,CHARBONNIERES-LES-BAINS,,,69044,,,,,,,,,,,,,,,,,,,2009-09-28,F,,,,,47.22Z,NAFRev2,O
304744121,00027,30474412100027,O,,NN,,,,true,1,,124,,BD,PINEL,69500,BRON,,,69029,,,,,,,,,,,,,,,,,,,1988-10-04,F,,,,,55.3A,NAF1993,N
304744147,00022,30474414700022,O,,NN,,,2019-11-14T14:00:53,true,1,,146,,,VOIE ROMAINE,69160,TASSIN-LA-DEMI-LUNE,,,69244,,,,,,,,,,,,,,,,,,,1987-04-30,F,,,,,64.11,NAP,N
304744212,00016,30474421200016,O,,NN,,,2019-02-20T11:42:47,true,1,,5,,PL,MADELEINE CAULIER,59800,LILLE,,,59350,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
