302446547,00036,30244654700036,O,1994-11-01,NN,,,,false,4,,40,,AV,MARCEAU,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2001-11-09,F,,,,,74.1G,NAF1993,O
302446547,00044,30244654700044,O,2001-11-09,NN,,,2008-10-09T10:41:38,false,7,,16,,RUE,DE VIENNE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-07-01,F,,,,,70.21Z,NAFRev2,N
302446547,00051,30244654700051,O,2008-07-01,,,,2021-06-25T03:38:31,false,2,,5,,RUE,DE LOGELBACH,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2008-12-31,F,,,,,70.21Z,NAFRev2,N
302446547,00069,30244654700069,O,2021-01-01,,,,2021-07-18T18:00:35,true,1,,26,,RUE,DUPERRE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2021-01-01,A,,,,,68.20A,NAFRev2,N
302446554,00016,30244655400016,O,,NN,,,,true,1,,10,,RUE,DE REIMS,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,1988-08-02,F,,,,,64.49,NAP,N
302446570,00012,30244657000012,O,,,,,,true,1,,,,BD,PEREIRE,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,57.03,NAP,N
302446588,00014,30244658800014,O,,,,,,true,1,,,,RUE,DU DEBARCADERE,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
302446596,00017,30244659600017,O,,,,,,true,1,,67,,RUE,DE TOCQUEVILLE,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,,F,,,,,87.07,NAP,N
302446604,00019,30244660400019,O,,NN,,,,true,1,,82,,BD,DES BATIGNOLLES,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1987-05-19,F,,,,,70.2C,NAF1993,N
302446653,00032,30244665300032,O,,,,,,true,1,,,,RUE,MIOLLIS,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
302446695,00017,30244669500017,O,,,,,,true,1,,,,RUE,JOUFFROY D'ABBANS,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N
302446703,00019,30244670300019,O,,NN,,,,true,1,,84,,RUE,BAUDRICOURT,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
302446729,00014,30244672900014,O,,NN,,,,true,1,,7,,RUE,CONSTANCE,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,,F,,,,,64.49,NAP,N
302446752,00016,30244675200016,O,,NN,,,,true,1,,30,,RUE,FEUTRIER,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
302446794,00026,30244679400026,O,,,,,,true,1,,,,RUE,DES CLOYS,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
302446810,00012,30244681000012,O,,NN,,,,true,1,,29,,RUE,POULET,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,1987-04-17,F,,,,,64.14,NAP,N
302446844,00011,30244684400011,O,,NN,,,,true,1,,101,,RUE,CHEVALIER DE LA BARRE,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
302446869,00018,30244686900018,O,,NN,,,,true,1,,51,,RUE,DE LA GOUTTE D OR,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,1994-07-01,F,,,,,52.4C,NAF1993,N
302446901,00019,30244690100019,O,,,,,,true,1,,148,,BD,NEY,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,1987-10-11,F,,,,,38.40,NAP,N
302446927,00022,30244692700022,O,1986-12-25,NN,,,2009-06-27T03:38:02,true,4,,12,,RUE,DEODAT DE SEVERAC,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2007-06-30,F,,,,,67.2Z,NAFRev1,O
302446943,00011,30244694300011,O,,,,,,true,1,,,,BD,DE CLICHY,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
302446968,00042,30244696800042,O,1980-10-15,NN,,,2008-01-04T19:20:22,true,3,,58,,RUE,CHAMPIONNET,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
302447016,00015,30244701600015,O,,,,,,true,1,,,,RUE,MARCADET,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,58.12,NAP,N
302447040,00031,30244704000031,O,1989-07-18,NN,,,2014-06-30T03:12:21,true,4,,14,,RUE,DUHESME,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,2013-12-31,F,,,,,47.11B,NAFRev2,N
302447065,00012,30244706500012,O,,,,,,true,1,,,,RUE,LETORT,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.01,NAP,N
302447081,00027,30244708100027,O,,,,,,true,1,,,,RUE,DU BAIGNEUR,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N
302447107,00012,30244710700012,O,,NN,,,,true,1,,40,,RUE,DAMREMONT,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,,F,,,,,62.42,NAP,N
302447115,00023,30244711500023,O,1900-01-01,,,,2020-09-04T12:39:11,false,3,,17,,RUE,MARGUERITE DE ROCHECHOUART,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1996-04-01,F,,,,,52.4C,NAF1993,N
302447115,00031,30244711500031,O,1982-03-01,,,,2008-07-07T15:31:31,true,5,,5,,RUE,DU POTEAU,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,47.71Z,NAFRev2,N
302447115,00049,30244711500049,O,1987-02-04,NN,,,,false,3,,35,,AV,DU GENERAL LECLERC,75014,PARIS 14,,,75114,,,,,,,,,,,,,,,,,,,1992-12-31,F,,,,,52.4C,NAF1993,N
302447149,00014,30244714900014,O,,NN,,,,true,1,,169,,AV,DE CLICHY,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
302447206,00020,30244720600020,O,,NN,,,,true,1,,,,LD,POIZAC,17240,CLION,,,17111,,,,,,,,,,,,,,,,,,,1988-03-31,F,,,,,64.11,NAP,N
302447214,00024,30244721400024,O,1988-12-05,NN,,,,true,1,,56,,AV,DE LAON,51100,REIMS,,,51454,,,,,,,,,,,,,,,,,,,1998-07-31,F,,,,,15.1F,NAF1993,O
302447230,00012,30244723000012,O,,NN,,,,true,1,,54,,AV,D'ITALIE,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,,F,,,,,64.43,NAP,N
302447248,00014,30244724800014,O,1975-01-01,NN,,,2008-11-07T00:18:29,true,3,,47,,RUE,DE PLAISANCE,75014,PARIS 14,,,75114,,,,,,,,,,,,,,,,,,,2006-03-31,F,,,,,22.2E,NAFRev1,N
302447255,00019,30244725500019,O,,NN,,,,true,1,,4,,RUE,EMILE DEUTSCH DE LA MEURTHE,75014,PARIS 14,,,75114,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
302447263,00013,30244726300013,O,,NN,,,,true,1,,92,,BD,DE GRENELLE,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,55.4B,NAF1993,O
