304234545,00016,30423454500016,O,,,,,,true,1,,,,RUE,DE L ABATTOIR,25700,VALENTIGNEY,,,25580,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.42,NAP,N
304234594,00014,30423459400014,O,,,,,2019-11-14T14:00:27,true,1,,16,,RUE,PIERRE SEMARD,26800,PORTES-LES-VALENCE,,,26252,,,,,,,,,,,,,,,,,,,,F,,,,,55.40,NAP,N
304234610,00034,30423461000034,O,1981-03-10,NN,,,,true,4,,50,,CHE,DE VALENTIN,25000,BESANCON,,,25056,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.1D,NAF1993,N
304234636,00013,30423463600013,O,1900-01-01,21,2019,,2021-10-27T08:15:04,true,4,IMMEUBLE LE BELVEDERE,11,,BD,DES RECOLLETS,31400,TOULOUSE,,,31555,31078,TOULOUSE CEDEX 4,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20A,NAFRev2,O
304234636,00021,30423463600021,O,1990-01-01,01,2019,,2021-10-27T08:15:04,false,4,168-170,168,,CHE,DE LESTANG,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20A,NAFRev2,O
304234636,00039,30423463600039,O,1989-06-20,02,2019,,2021-10-27T08:15:04,false,5,,4,,IMP,DU GENERAL AUBUGEOIS,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20A,NAFRev2,O
304234636,00047,30423463600047,O,1993-01-01,01,2019,,2021-10-27T08:15:05,false,4,,2,,RUE,DE LESTANG,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20A,NAFRev2,O
304234636,00054,30423463600054,O,1998-07-07,NN,,,2019-11-14T14:00:31,false,3,RESIDENCE DU MONT VALIER,,,BD,DE LA RESISTANCE,31260,SALIES-DU-SALAT,,,31523,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20A,NAFRev2,N
304234636,00062,30423463600062,O,1998-01-01,01,2019,,2021-10-27T08:15:05,false,3,,42,,AV,PARMENTIER,31200,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20A,NAFRev2,O
304234636,00070,30423463600070,O,1999-08-02,NN,,,2019-11-14T14:00:31,false,4,,27,,RUE,DES LAURIERS,31650,SAINT-ORENS-DE-GAMEVILLE,,,31506,,,,,,,,,,,,,,,,,,,2011-07-31,A,,,,,68.20A,NAFRev2,N
304234636,00088,30423463600088,O,2006-08-01,NN,,,2017-05-04T01:54:36,false,3,,39,,RUE,MONSERBY,31500,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2012-12-31,A,,,,,68.20A,NAFRev2,N
304234636,00096,30423463600096,O,2006-08-01,NN,,,2012-10-26T12:21:47,false,3,,125,,AV,DE FRONTON,31200,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2010-12-31,A,,,,,68.20A,NAFRev2,N
304234636,00104,30423463600104,O,2008-08-18,01,2019,,2021-10-27T08:15:05,false,1,,6,,RUE,MAURICE MELAT,31200,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-08-18,A,,,,,68.20A,NAFRev2,O
304234636,00112,30423463600112,O,2011-07-06,NN,,,2019-02-06T14:28:23,false,2,,3,,RUE,DES CATALPAS,34070,MONTPELLIER,,,34172,,,,,,,,,,,,,,,,,,,2016-10-17,F,,,,,68.20A,NAFRev2,O
304234636,00120,30423463600120,O,2011-07-06,NN,,,2017-05-04T01:54:36,false,2,,33,,RUE,DU QUATRE SEPTEMBRE,65000,TARBES,,,65440,,,,,,,,,,,,,,,,,,,2014-09-26,A,,,,,68.20A,NAFRev2,N
304234636,00138,30423463600138,O,2016-10-17,,,,2016-12-29T19:21:50,false,1,,107,,ALL,DE DELOS,34000,MONTPELLIER,,,34172,,,,,,,,,,,,,,,,,,,2016-10-17,A,,,,CILEO HABITAT,68.20A,NAFRev2,N
304234636,00146,30423463600146,O,2018-06-20,,,,2018-09-20T08:35:00,false,2,,110,,AV,DE LA JALLERE,33300,BORDEAUX,,,33063,,,,,,,,,,,,,,,,,,,2018-07-01,A,,,,,68.20A,NAFRev2,O
304234636,00153,30423463600153,O,2018-06-20,,,,2018-09-19T19:34:34,false,1,,1,,RUE,DE LA DAME DE BRASSEMPOUY,40100,DAX,,,40088,,,,,,,,,,,,,,,,,,,2018-06-20,A,,,,,68.20A,NAFRev2,N
304234636,00161,30423463600161,O,2018-06-20,,,,2018-09-20T08:34:22,false,2,,1,,ALL,ANDROMEDE,64600,ANGLET,,,64024,,,,,,,,,,,,,,,,,,,2018-07-01,A,,,,IN'LI SUD-OUEST,68.20A,NAFRev2,O
304234636,00179,30423463600179,O,2018-06-20,,,,2019-11-14T14:00:37,false,2,,1617,,AV,DE VILLENEUVE,40000,MONT-DE-MARSAN,,,40192,,,,,,,,,,,,,,,,,,,2018-07-01,A,,,,IN'LI SUD-OUEST,68.20A,NAFRev2,O
304234636,00187,30423463600187,O,2018-06-20,,,,2018-11-21T20:17:05,false,1,IMMEUBLE CONSULAIRE,,,,PUY PINCON,19000,TULLE,,,19272,,,,,,,,,,,,,,,,,,,2018-06-20,A,,,,IN'LI SUD-OUEST,68.20A,NAFRev2,N
304234636,00195,30423463600195,O,2021-06-15,,,,2021-09-27T08:37:23,false,2,BATIMENT 4 RESIDENCE SAINT ROCH,62,,BD,CHEVALIER DE CLERVILLE,34200,SETE,,,34301,,,,,,,,,,,,,,,,,,,2021-09-01,A,,,,,68.20A,NAFRev2,O
304234644,00017,30423464400017,O,1974-01-01,NN,,4334ZC,2020-02-11T08:50:17,true,3,,,,,,21450,BILLY-LES-CHANCEAUX,,,21075,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,16.29Z,NAFRev2,N
304234651,00012,30423465100012,O,,,,,2019-11-14T14:00:26,true,1,,,,RUE,DE LA REPUBLIQUE,24200,SARLAT-LA-CANEDA,,,24520,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
304234669,00014,30423466900014,O,,NN,,,2019-01-14T09:44:51,true,1,,,,LD,LE PONTGAMP,22150,PLOUGUENAST-LANGAST,,,22219,,,,,,,,,,,,,,,,,,,,F,,,,,55.72,NAP,N
304234693,00022,30423469300022,O,1983-01-01,,,,2015-01-28T03:38:37,true,4,,,,RUE,PIERRE MENDES FRANCE,22500,PAIMPOL,,,22162,,,,,,,,,,,,,,,,,,,1992-11-17,F,,,,,45.1A,NAF1993,N
304234719,00017,30423471900017,O,1900-01-01,,,,,false,3,,9,,RUE,BRINDEJONC DES MOULINAIS,22190,PLERIN,,,22187,,,,,,,,,,,,,,,,,,,1997-10-29,F,,,,,70.2C,NAF1993,N
304234719,00025,30423471900025,O,1997-10-29,NN,,,2012-12-20T05:39:45,true,3,,9,,RUE,DES CLOUZEAUX,44120,VERTOU,,,44215,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
304234735,00013,30423473500013,O,,,,,,true,1,,,,RUE,DE LA REPUBLIQUE,24260,LE BUGUE,,,24067,,,,,,,,,,,,,,,,,,,1988-10-14,F,,,,,15.08,NAP,N
304234743,00017,30423474300017,O,,,,,,true,1,,,,AV,DE GRAMMONT,37000,TOURS,,,37261,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,79.06,NAP,N
304234800,00031,30423480000031,O,,,,,,true,1,,7,,RUE,CONTI,34120,PEZENAS,,,34199,,,,,,,,,,,,,,,,,,,,F,,,,,64.12,NAP,N
304234883,00011,30423488300011,O,,NN,,,,true,1,,84,,RUE,MARECHAL FOCH,42300,ROANNE,,,42187,,,,,,,,,,,,,,,,,,,1990-09-30,F,,,,,87.03,NAP,N
304234909,00022,30423490900022,O,,NN,,,2019-11-14T14:01:06,true,1,,104,,AV,JEAN JAURES,97200,FORT-DE-FRANCE,,,97209,,,,,,,,,,,,,,,,,,,,F,,,,,,,N
304234925,00028,30423492500028,O,1900-01-01,NN,,,2014-02-13T11:12:46,false,5,,1,,RUE,RICHEBOURG,95560,MAFFLIERS,,,95353,,,,,,,,,,,,,,,,,,,2012-11-28,F,,,,,86.10Z,NAFRev2,O
304234925,00036,30423492500036,O,2012-11-28,,,,2014-02-13T11:12:46,true,1,,86,,RUE,JULLIEN,92170,VANVES,,,92075,,,,,,,,,,,,,,,,,,,2012-11-28,A,,,,,86.10Z,NAFRev2,N
304234990,00055,30423499000055,O,1990-06-22,21,2019,,2021-10-28T21:39:05,true,6,ZONE INDUSTRIELLE,,,,ZA LES MANGLES ACAJOU,97232,LE LAMENTIN,,,97213,,,,,,,,,,,,,,,,,,,2016-12-31,A,,,,,45.11Z,NAFRev2,O
304234990,00063,30423499000063,O,2002-07-01,NN,,,2018-09-29T12:10:41,false,3,,,,,ZAC DE GENIPA,97224,DUCOS,,,97207,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,45.11Z,NAFRev2,O
304234990,00071,30423499000071,O,2019-11-01,,,,2021-03-04T13:16:13,false,3,ZA DU BAC,,,RUE,DU COMMERCE,97220,TRINITE,,,97230,,,,,,,,,,,,,,,,,,,2021-01-31,F,LE MONDE DE L'OCCASION,,,,45.11Z,NAFRev2,O
304235013,00014,30423501300014,O,,,,,2019-11-14T14:01:06,true,1,,,,,ENCLOS,97222,CASE-PILOTE,,,97205,,,,,,,,,,,,,,,,,,,1989-06-30,F,,,,,67.09,NAP,N
304235021,00017,30423502100017,O,,,,,2020-12-12T01:00:39,true,1,,,,,,97200,FORT-DE-FRANCE,,,97209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,80.06,NAP,N
304235039,00019,30423503900019,O,1900-01-01,,,,2019-11-14T14:00:37,false,4,,,,RTE,DE MALMONT,42500,LE CHAMBON-FEUGEROLLES,,,42044,,,,,,,,,,,,,,,,,,,1992-05-01,F,,,,,36.1G,NAF1993,N
304235039,00027,30423503900027,O,1992-05-01,NN,,,2019-11-14T14:00:37,false,5,ZA,,,,LA BARGETTE,42500,LE CHAMBON-FEUGEROLLES,,,42044,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,46.49Z,NAFRev2,O
304235039,00035,30423503900035,O,2008-01-01,NN,,,2016-04-26T01:45:29,false,2,,2,,RUE,DE L ONDAINE,42700,FIRMINY,,,42095,,,,,,,,,,,,,,,,,,,2014-12-18,F,,,,,46.66Z,NAFRev2,O
304235039,00043,30423503900043,O,2014-12-18,NN,,,2018-09-29T12:10:41,true,4,,7,,RUE,MARGUERITE PEPIER,42700,FIRMINY,,,42095,,,,,,,,,,,,,,,,,,,2017-05-31,A,,,,,46.65Z,NAFRev2,N
304235047,00012,30423504700012,O,1900-01-01,NN,,,2008-01-04T19:29:07,true,4,,49,,RUE,SCHILLINGSROTTER,,,,,,,,99109,ALLEMAGNE,,,,,,,,,,,,,,,2008-01-01,A,,,,,46.69B,NAFRev2,N
304235047,00046,30423504700046,O,1900-01-01,,,,,false,3,,65,,RUE,HENRI BARBUSSE,93300,AUBERVILLIERS,,,93001,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,51.6K,NAF1993,N
304235054,00018,30423505400018,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,BP 37,97230,SAINTE-MARIE,,,97228,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,01.00,NAP,N
304235062,00011,30423506200011,O,,NN,,,2019-11-14T14:01:06,true,1,,,,CHE,MONTRAVEL,97354,REMIRE-MONTJOLY,,,97309,,,,,,,,,,,,,,,,,,,1989-01-09,F,,,,,67.12,NAP,N
304235088,00016,30423508800016,O,,,,,2019-11-14T14:01:06,true,1,,,,,BASSIN DE RADOUB,97200,FORT-DE-FRANCE,,,97209,,,,,,,,,,,,,,,,,,,1987-12-01,F,,,,,35.1C,NAF1993,N
304235104,00011,30423510400011,O,1900-01-01,NN,,,2019-11-14T14:01:04,true,3,,,,,MAIRIE XONRUPT,88400,XONRUPT-LONGEMER,,,88531,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
304235138,00019,30423513800019,O,1973-01-01,NN,,,2019-11-14T14:00:35,true,5,175-,175,B,BD,CHARLES DE GAULLE,37540,SAINT-CYR-SUR-LOIRE,,,37214,,,,,,,,,,,,,,,,,,,2019-10-23,F,,,,,43.91A,NAFRev2,O
304235146,00012,30423514600012,O,1900-01-01,NN,,,2006-11-25T09:17:07,false,3,,95,,BD,DE VERDUN,92400,COURBEVOIE,,,92026,,,,,,,,,,,,,,,,,,,2005-04-22,F,,,,,92.6C,NAFRev1,N
304235146,00020,30423514600020,O,2005-04-22,,,,2008-01-04T19:29:07,true,2,,6,,ALL,DE CHAMPAGNE,92400,COURBEVOIE,,,92026,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,93.12Z,NAFRev2,N
304235153,00034,30423515300034,O,1900-01-01,,,,2014-04-23T11:10:21,true,5,LD ROUMEGES,,,RTE,ROUTE NATIONALE 113,34560,POUSSAN,,BP 30,34213,,,,,,,,,,,,,,,,,,,2014-04-10,A,,,,,68.20B,NAFRev2,N
304235195,00019,30423519500019,O,,,,,,true,1,,,,QUAI,DE QUEYRIES,33100,BORDEAUX,,,33063,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,58.09,NAP,N
304235203,00037,30423520300037,O,,NN,,,,true,1,,34,,RUE,ST ROMAIN,69008,LYON 8EME,,,69388,,,,,,,,,,,,,,,,,,,1987-01-01,F,,,,,24.4A,NAF1993,N
304235237,00050,30423523700050,O,,NN,,,,true,1,,20,,RUE,VITAL CARLES,33000,BORDEAUX,,,33063,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,59.07,NAP,N
304235278,00013,30423527800013,O,,NN,,,,true,1,,102,,QUAI,DES CHARTRONS,33000,BORDEAUX,,,33063,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
304235294,00010,30423529400010,O,1975-01-01,NN,,,,true,1,,12,,RUE,CROIX BARAGNON,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,1999-06-25,F,,,,,52.4Z,NAF1993,O
304235328,00016,30423532800016,O,1964-01-01,NN,,2920ZC,2021-09-08T09:56:26,true,6,,,,LD,LAUTARET,07200,LABEGUDE,,,07116,,,,,,,,,,,,,,,,,,,2021-09-06,F,,,,,29.20Z,NAFRev2,N
304235377,00013,30423537700013,O,1900-01-01,NN,,,2019-11-14T14:00:15,true,6,,,,,,07430,SAINT-CYR,,,07227,,,,,,,,,,,,,,,,,,,2014-07-01,A,,,,,68.20B,NAFRev2,N
