301669735,00070,30166973500070,O,2009-03-01,03,2019,,2021-10-27T08:14:06,false,2,LES GALETTES,,,RUE,JEAN MOULIN,89600,SAINT-FLORENTIN,,,89345,,,,,,,,,,,,,,,,,,,2011-07-01,A,,,,,22.22Z,NAFRev2,O
301669743,00025,30166974300025,O,,NN,,,,true,1,,2,,RUE,DE LA HALLEBARDE,45000,ORLEANS,,,45234,,,,,,,,,,,,,,,,,,,1996-10-31,F,,,,,55.3A,NAF1993,O
301669768,00014,30166976800014,O,1900-01-01,NN,,,,true,3,,,,,,41100,VILLEMARDY,,,41283,,,,,,,,,,,,,,,,,,,1996-10-31,F,,,,,01.4A,NAF1993,N
301669776,00025,30166977600025,O,,,,,,true,1,,,,RUE,D'AMSTERDAM,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.14,NAP,N
301669784,00037,30166978400037,O,1987-08-01,,,,,false,3,,66,,RUE,DE MONCEAU,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1994-05-13,F,,,,,63.3Z,NAF1993,N
301669784,00045,30166978400045,O,1994-05-13,NN,,,2019-11-14T14:01:05,true,4,FRANTOUR SA,7,,RUE,PABLO NERUDA,92300,LEVALLOIS-PERRET,,,92044,,,,,,,,,,,,,,,,,,,2000-02-22,F,,,,,63.3Z,NAF1993,N
301669784,00052,30166978400052,O,1994-05-01,,,,,false,3,,165,,AV,DE CLICHY,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,63.3Z,NAF1993,N
301669792,00014,30166979200014,O,1997-08-01,00,2018,2030ZZ,2020-08-25T10:22:03,true,5,,,,AV,DE VITON,84400,APT,,,84003,,,,,,,,,,,,,,,,,,,2018-11-28,F,,,,,20.30Z,NAFRev2,N
301669792,00022,30166979200022,O,1997-08-01,NN,,,2017-01-19T19:31:13,false,4,LIEUDIT LE VILLAGE,,,CHE,DES OCRES,84400,RUSTREL,,,84103,,,,,,,,,,,,,,,,,,,2016-12-31,F,,,,,20.30Z,NAFRev2,N
301669800,00015,30166980000015,O,,,,,2019-11-14T14:00:37,true,1,,3,,RUE,DU FOUR,41130,SELLES-SUR-CHER,,,41242,,,,,,,,,,,,,,,,,,,1988-02-16,F,,,,,77.01,NAP,N
301669826,00010,30166982600010,O,,,,,2019-11-14T14:00:58,true,1,,,,RTE,DE PARIS,77930,CHAILLY-EN-BIERE,,,77069,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301669834,00022,30166983400022,O,,,,,,true,1,,,,BD,EUGENE REGUILLON,69100,VILLEURBANNE,,,69266,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,21.08,NAP,N
301669842,00017,30166984200017,O,1900-01-01,NN,,,2008-01-04T19:16:12,true,3,,26,,RUE,DE CLICHY,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.11Z,NAFRev2,O
301669842,00025,30166984200025,O,1900-01-01,NN,,,2008-01-04T19:16:12,false,3,,151,,RUE,DE LA BIGNE A FOSSE,76620,LE HAVRE,,,76351,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.11Z,NAFRev2,N
301669859,00029,30166985900029,O,1997-03-30,NN,,,,true,1,,13,B,RUE,ROBERT GIRAUDINEAU,94300,VINCENNES,,,94080,,,,,,,,,,,,,,,,,,,2000-01-17,F,,,,,52.4J,NAF1993,O
301669875,00017,30166987500017,O,1900-01-01,NN,,,2013-05-28T10:19:31,true,4,,,,LOT,DES MARRONNIERS,41150,VEUZAIN-SUR-LOIRE,,,41167,,,,,,,,,,,,,,,,,,,2012-12-31,F,,,,,86.90D,NAFRev2,N
301669917,00017,30166991700017,O,,,,,2019-11-14T14:00:37,true,1,,22,,RUE,DE BLOIS,41140,NOYERS-SUR-CHER,,,41164,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,86.06,NAP,N
301669925,00010,30166992500010,O,,NN,,,,true,1,,9,,BD,DE STRASBOURG,83000,TOULON,,,83137,,,,,,,,,,,,,,,,,,,,F,,,,,30.03,NAP,N
301669933,00022,30166993300022,O,1978-01-01,NN,,,2019-11-14T14:01:05,true,6,,9,T,RTE,FONTAINEBLEAU,94400,VITRY-SUR-SEINE,,,94081,,,,,,,,,,,,,,,,,,,2012-10-15,F,,,,,45.11Z,NAFRev2,N
301669941,00017,30166994100017,O,1900-01-01,02,2019,,2021-10-27T08:14:06,true,4,,231,,,CHEMIN DES BILLARDS,38112,AUTRANS-MEAUDRE EN VERCORS,,,38225,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,02.20Z,NAFRev2,N
301669974,00026,30166997400026,O,1982-12-28,NN,,,2021-09-01T09:43:20,true,4,STE MUSSE,,,RUE,NICOLAS APPERT,83100,TOULON,,,83137,83086,TOULON CEDEX,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.91A,NAFRev2,O
301669982,00011,30166998200011,O,,,,,,true,1,,,,,,41400,BOURRE,,,41023,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301670006,00016,30167000600016,O,,NN,,,,true,1,,4,,RUE,DES FAUVETTES,38280,VILLETTE D'ANTHON,,,38557,,,,,,,,,,,,,,,,,,,1997-10-28,F,,,,,24.1E,NAF1993,O
301670022,00013,30167002200013,O,,,,,,true,1,,14,,RUE,DE RAMBOUILLET,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,1990-12-10,F,,,,,55.60,NAP,N
301670030,00016,30167003000016,O,,,,,,true,1,,,,,,72000,LE MANS,,,72181,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
301670089,00038,30167008900038,O,1983-12-05,NN,,,,false,4,,18,,RUE,PAPILLON,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1997-01-01,F,,,,,22.1A,NAF1993,O
301670089,00046,30167008900046,O,1997-01-01,,,,,false,3,,10,,AV,GEORGE V,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2000-01-01,F,,,,,22.1A,NAF1993,N
301670089,00053,30167008900053,O,2000-01-01,NN,,,2008-01-04T19:16:12,true,3,,20,,AV,RAPP,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,58.11Z,NAFRev2,N
301670097,00015,30167009700015,O,,NN,,,,true,1,,38,,RUE,DE PROVENCE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1994-01-18,F,,,,,70.3D,NAF1993,N
301670139,00015,30167013900015,O,,,,,2019-11-14T14:00:28,true,1,,,,RUE,DE LORENS,28170,CHATEAUNEUF-EN-THYMERAIS,,,28089,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301670147,00018,30167014700018,O,,,,,,true,1,,,,BD,BERNABO,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301670154,00014,30167015400014,O,,NN,,,,true,1,,1,,GR,,25660,SAONE,,,25532,,,,,,,,,,,,,,,,,,,,F,,,,,64.21,NAP,N
301670162,00017,30167016200017,O,,NN,,,,true,1,,73,,RUE,BARBES,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,1994-04-30,F,,,,,55.1C,NAF1993,O
301670188,00020,30167018800020,O,1983-01-01,21,2019,,2021-10-27T08:14:06,true,4,,474,,RUE,DES MOULINS,28260,LA CHAUSSEE D'IVRY,,,28096,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,25.62B,NAFRev2,O
301670196,00015,30167019600015,O,,,,,,true,1,,85,,RUE,SAINTE,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,1986-01-08,F,,,,,65.03,NAP,N
301670212,00010,30167021200010,O,,,,,,true,1,,,,PL,GABRIEL PERI,18100,VIERZON,,,18279,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301670220,00013,30167022000013,O,,,,,2019-11-14T14:00:19,true,1,,,,,Q DES GRANETTES,13180,GIGNAC-LA-NERTHE,,,13043,,,,,,,,,,,,,,,,,,,1992-12-21,F,,,,,28.5D,NAF1993,N
301670238,00023,30167023800023,O,1900-01-01,NN,,,2009-06-27T03:36:34,true,4,,17,,TRA,DE LA MONTRE,13011,MARSEILLE 11,,,13211,,,,,,,,,,,,,,,,,,,2007-09-01,F,,,,,32.2B,NAFRev1,O
301670238,00031,30167023800031,O,1994-07-01,NN,,,,false,4,,18,,RUE,EDGAR QUINET,92240,MALAKOFF,,,92046,,,,,,,,,,,,,,,,,,,1999-12-31,F,,,,,32.1B,NAF1993,O
301670279,00019,30167027900019,O,,,,,,true,1,,,,BD,MICHELET,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301670287,00012,30167028700012,O,,NN,,,2019-11-14T14:00:19,true,1,,,,,LE COULET,13220,CHATEAUNEUF-LES-MARTIGUES,,,13026,,,,,,,,,,,,,,,,,,,,F,,,,,55.73,NAP,N
301670295,00015,30167029500015,O,,,,,2019-11-14T14:00:19,true,1,,,,,N 568,13220,CHATEAUNEUF-LES-MARTIGUES,,,13026,,,,,,,,,,,,,,,,,,,,F,,,,,64.21,NAP,N
301670303,00025,30167030300025,O,1992-12-11,NN,,,,false,4,,3,,RUE,DE PIGNOUX,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.2A,NAF1993,O
301670303,00033,30167030300033,O,1996-03-20,01,2019,,2021-10-27T08:14:06,true,4,,12,,RUE,EMILE MARTIN,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20A,NAFRev2,O
301670329,00012,30167032900012,O,,,,,,true,1,,2,,RUE,FERNAULT,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,1987-08-13,F,,,,,64.21,NAP,N
301670337,00015,30167033700015,O,,,,,,true,1,,104,,RUE,PERRIN SOLLIER,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301670352,00014,30167035200014,O,,,,,,true,1,,,,,,14170,JORT,,,14345,,,,,,,,,,,,,,,,,,,1989-07-01,F,,,,,01.80,NAP,N
301670360,00025,30167036000025,O,1987-03-20,,,,2008-01-04T19:16:12,true,4,,162,,RUE,DU ROUET,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.71Z,NAFRev2,N
301670386,00012,30167038600012,O,1986-06-01,NN,,,,true,3,,39,,CRS,GOUFFE,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,2002-12-31,F,,,,,74.2A,NAF1993,O
301670394,00024,30167039400024,O,,NN,,,,true,1,,,,CHE,DES SOLANS,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,,F,,,,,55.70,NAP,N
301670402,00058,30167040200058,O,1991-07-01,NN,,,,false,3,,,,,MOUGON CROUZILLES,37220,L'ILE BOUCHARD,,,37119,,,,,,,,,,,,,,,,,,,1996-06-05,F,,,,,70.2C,NAF1993,N
301670402,00066,30167040200066,O,1996-06-05,NN,,,2019-11-14T14:00:52,true,4,QUATRE VENTS,,,CHE,DU MAS CHRISTINE,66700,ARGELES-SUR-MER,,,66008,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.20B,NAFRev2,N
301670428,00012,30167042800012,O,,,,,,true,1,,,,RTE,D'ORGON,13810,EYGALIERES,,,13034,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301670436,00015,30167043600015,O,1900-01-01,,,,2019-11-14T14:00:35,true,4,,,,,SAINT GOBAIN,37700,SAINT-PIERRE-DES-CORPS,,,37233,,,,,,,,,,,,,,,,,,,2014-12-25,F,,,,,70.10Z,NAFRev2,N
301670444,00019,30167044400019,O,,,,,,true,1,,,,BD,STALINGRAD,36100,ISSOUDUN,,,36088,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,78.02,NAP,N
301670451,00030,30167045100030,O,1980-02-04,NN,,,2019-11-14T14:00:28,true,5,,,,RTE,DE BOIS NORMAND,27330,LA NEUVE-LYRE,,,27431,,,,,,,,,,,,,,,,,,,2004-04-01,F,,,,,51.3T,NAFRev1,O
301670477,00027,30167047700027,O,1900-01-01,,,,,false,4,,35,,RUE,GRANOUX,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,1994-02-15,F,,,,,52.7D,NAF1993,N
301670477,00035,30167047700035,O,1985-04-15,,,,,false,4,,38,,RUE,JURAMY,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,1992-09-08,F,,,,,52.7D,NAF1993,N
301670477,00043,30167047700043,O,1992-09-08,NN,,,,false,4,,11,,AV,DE LA TIMONE,13010,MARSEILLE 10,,,13210,,,,,,,,,,,,,,,,,,,1997-10-01,F,SODIPAM,,,,52.7D,NAF1993,O
301670477,00050,30167047700050,O,1997-10-01,00,2018,,2020-08-25T10:22:03,true,4,,122,,BD,DE PONT DE VIVAUX,13010,MARSEILLE 10,,,13210,,,,,,,,,,,,,,,,,,,2018-02-05,A,,,,,95.22Z,NAFRev2,N
301670485,00020,30167048500020,O,1900-01-01,NN,,,2008-01-04T19:16:12,true,3,,21,,RUE,MARX DORMOY,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
301670493,00016,30167049300016,O,,NN,,,,true,1,,,,RUE,DU PETIT VERSAILLES,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,1996-02-29,F,,,,,28.3C,NAF1993,O
301670527,00037,30167052700037,O,,,,,,true,1,,104,,RUE,DE L EVECHE,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,1988-09-15,F,,,,,74.01,NAP,N
301670535,00014,30167053500014,O,,,,,,true,1,,,,,LES HAUTES MARCHES,37520,LA RICHE,,,37195,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301670543,00018,30167054300018,O,,NN,,,,true,1,,11,,AV,CAMILLE PELLETAN,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,,F,,,,,64.45,NAP,N
301670568,00015,30167056800015,O,1974-01-01,NN,,,,true,1,,2,,BD,DUGOMMIER,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,52.4Z,NAF1993,O
301670576,00034,30167057600034,O,,NN,,,,true,1,,20,,RUE,JOUVEN,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,,F,,,,,47.01,NAP,N
301670592,00015,30167059200015,O,,,,,,true,1,,,,RUE,REINE ELISABETH,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,79.06,NAP,N
301670642,00018,30167064200018,O,1900-01-01,,,,,true,4,,5,,TRA,DU CHARRON,13016,MARSEILLE 16,,,13216,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,85.1G,NAF1993,N
301670642,00026,30167064200026,O,1900-01-01,NN,,,,false,4,,,,PL,DE LA MAIRIE,13740,LE ROVE,,,13088,,,,,,,,,,,,,,,,,,,1994-02-07,F,,,,,74.8K,NAF1993,N
301670659,00012,30167065900012,O,,NN,,,2019-11-14T14:00:19,true,1,,51,,RUE,MASSENET,13300,SALON-DE-PROVENCE,,,13103,,,,,,,,,,,,,,,,,,,,F,,,,,64.24,NAP,N
301670683,00012,30167068300012,O,,NN,,,,true,1,,,,LOT,SAINT LOUIS,13410,LAMBESC,,,13050,,,,,,,,,,,,,,,,,,,,F,,,,,55.70,NAP,N
301670691,00015,30167069100015,O,,,,,,true,1,,,,RTE,DE CABRIES,13480,CABRIES,,,13019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.06,NAP,N
301670717,00018,30167071700018,O,1974-01-01,,,,2006-10-26T23:53:21,true,3,CAMP BOUSSE,,,QUA,DE VILLEVIEILLE,13200,ARLES,,,13004,,,,,,,,,,,,,,,,,,,2004-03-25,F,,,,,70.2C,NAFRev1,N
301670725,00011,30167072500011,O,,,,,,true,1,,553,,RUE,SAINT PIERRE,13013,MARSEILLE 13,,,13213,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.98,NAP,N
301670758,00012,30167075800012,O,1900-01-01,,,,2006-09-15T06:02:02,true,3,,6,,PL,ANTONELLE,13200,ARLES,,,13004,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,52.2J,NAF1993,N
301670766,00031,30167076600031,O,,NN,,,2019-11-14T14:00:19,true,1,,298,,AV,DU CLUB HIPPIQUE,13090,AIX-EN-PROVENCE,,,13001,,,,,,,,,,,,,,,,,,,1995-03-17,F,,,,,70.1A,NAF1993,O
301670782,00012,30167078200012,O,1972-01-01,00,2019,,2021-10-27T08:14:06,true,5,LE MOULIN DU PARADIS,,,AV,GEORGES BRAQUE,13500,MARTIGUES,,,13056,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,55.10Z,NAFRev2,O
301670808,00015,30167080800015,O,1900-01-01,11,2019,,2021-10-27T08:14:06,true,4,RESIDENCE LE PLAZZA,4,,PL,DU MARECHAL JUIN,06140,VENCE,,,06157,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,69.10Z,NAFRev2,O
301670816,00026,30167081600026,O,1900-01-01,NN,,,2019-11-14T14:00:28,false,5,,,,RUE,JEAN GANIVET,28340,BOISSY-LES-PERCHE,,,28046,,,,,,,,,,,,,,,,,,,2016-10-01,F,,,,,01.47Z,NAFRev2,N
301670816,00034,30167081600034,O,2016-10-01,00,2018,,2020-08-25T10:22:03,true,2,,,,LD,LES HARENGERES,28270,RUEIL-LA-GADELIERE,,,28322,,,,,,,,,,,,,,,,,,,2018-12-31,F,,,,,01.47Z,NAFRev2,N
301670832,00015,30167083200015,O,,,,,,true,1,,,,RUE,D ALEMBERT,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301670840,00018,30167084000018,O,,,,,,true,1,,,,RUE,GEORGES COURTELINE,37000,TOURS,,,37261,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301670857,00012,30167085700012,O,,,,,,true,1,,1030,,CHE,DES ESPINETS,06570,SAINT-PAUL-DE-VENCE,,,06128,,,,,,,,,,,,,,,,,,,1996-11-30,F,,,,,51.1J,NAF1993,N
301670873,00019,30167087300019,O,,NN,,,2019-11-14T14:00:15,true,1,,,,AV,DES PUGETS,06700,SAINT-LAURENT-DU-VAR,,,06123,,,,,,,,,,,,,,,,,,,,F,,,,,58.12,NAP,N
301670881,00012,30167088100012,O,,,,,2019-11-14T14:00:15,true,1,,,,AV,DE VERDUN,06700,SAINT-LAURENT-DU-VAR,,,06123,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,79.03,NAP,N
301670915,00018,30167091500018,O,,,,,,true,1,,,,,Q DU CHATEAU,06580,PEGOMAS,,,06090,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301670923,00012,30167092300012,O,1900-01-01,,,,,true,3,,,,QUAI,DE LABONNIERE,06580,PEGOMAS,,,06090,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,51.1G,NAF1993,N
301670931,00023,30167093100023,O,1900-01-01,NN,,,,false,4,,65,,BD,HEURTELOUP,37000,TOURS,,,37261,,,,,,,,,,,,,,,,,,,2001-04-01,F,HOTEL CRIDEN,,,,70.2C,NAF1993,N
301670931,00031,30167093100031,O,2001-04-01,NN,,,2007-06-06T06:00:16,true,3,,8,,RUE,HONORE DE BALZAC,37000,TOURS,,,37261,,,,,,,,,,,,,,,,,,,2007-01-30,F,,,,,74.1G,NAFRev1,N
301670931,00049,30167093100049,O,2006-03-01,NN,,,2009-06-27T03:36:34,false,2,,23,,RUE,DU COMMERCE,37000,TOURS,,,37261,,,,,,,,,,,,,,,,,,,2007-01-30,F,LA ROTISSERIE TOURANGELLE,,,,55.3A,NAFRev1,O
301670949,00017,30167094900017,O,,NN,,,2019-11-14T14:00:26,true,1,,,,,,25160,OYE-ET-PALLET,,,25442,,,,,,,,,,,,,,,,,,,1999-12-13,F,,,,,70.2C,NAF1993,N
301670956,00012,30167095600012,O,,NN,,,,true,1,,5,,RUE,DU MARCHE,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,,F,,,,,64.25,NAP,N
301670964,00032,30167096400032,O,1981-05-18,NN,,,2008-11-07T00:17:44,false,5,,109,,BD,LEROY,14000,CAEN,,,14118,,,,,,,,,,,,,,,,,,,2005-04-01,F,,,,,51.8M,NAFRev1,O
301670964,00040,30167096400040,O,2002-11-05,03,2019,,2021-10-27T08:14:06,false,3,,,,,LE BOURG,61100,LA CHAPELLE-AU-MOINE,,,61094,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,46.69B,NAFRev2,O
301670964,00057,30167096400057,O,2002-11-05,03,2019,,2021-10-27T08:14:06,false,3,ZI DE LA CHEVALERIE,,,RUE,LOUIS ARMAND,50000,SAINT-LO,,,50502,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,46.69B,NAFRev2,O
301670964,00065,30167096400065,O,2004-11-01,NN,,,2012-05-05T00:44:23,false,5,,,,RUE,DE LA FONTAINE DE L OSIER,22350,YVIGNAC-LA-TOUR,,,22391,,,,,,,,,,,,,,,,,,,2010-10-01,F,OMNIPESAGE YVIGNAC,,,,46.69B,NAFRev2,N
301670964,00073,30167096400073,O,2005-04-01,12,2019,,2021-10-27T08:14:06,true,2,,4,,RUE,DE L'ATALANTE,14200,HEROUVILLE-SAINT-CLAIR,,,14327,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,46.69B,NAFRev2,O
301670964,00081,30167096400081,O,2010-10-01,01,2019,,2021-10-27T08:14:06,false,3,,,,RUE,DU LT COL DUBOIS,35000,RENNES,,,35238,,,,,,,,,,,,,,,,,,,2020-07-31,F,,,,,46.69B,NAFRev2,O
301670964,00099,30167096400099,O,2013-04-01,02,2019,,2021-10-27T08:14:06,false,3,,1,,RUE,JEAN CHARCOT,44115,BASSE-GOULAINE,,,44009,,,,,,,,,,,,,,,,,,,2020-04-30,F,,,,,46.69B,NAFRev2,O
301670964,00107,30167096400107,O,2018-08-01,,,,2019-04-09T11:06:38,false,2,,8,,RUE,EMILE HILAIRE AMAGAT,18000,BOURGES,,Lot 4,18033,,,,,,,,,,,,,,,,,,,2018-10-01,A,,,,,33.12Z,NAFRev2,O
301670964,00115,30167096400115,O,2018-09-01,,,,2018-10-05T03:45:58,false,1,LE VAISSEAU,120,,BD,AMIRAL MOUCHEZ,76600,LE HAVRE,,,76351,,,,,,,,,,,,,,,,,,,2018-09-01,A,,,,,46.69B,NAFRev2,O
301670964,00123,30167096400123,O,2020-03-01,,,,2020-04-20T08:33:03,false,2,,20,,RUE,DU PASSAVENT,35770,VERN-SUR-SEICHE,,,35352,,,,,,,,,,,,,,,,,,,2020-04-01,A,,,,,46.69B,NAFRev2,O
301670972,00027,30167097200027,O,1900-01-01,,,,,false,4,,4,,RUE,DE LA CONDAMINE ZAC MAYENC,38610,GIERES,,,38179,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,29.2F,NAF1993,N
301670972,00035,30167097200035,O,1992-07-07,NN,,,2008-11-07T00:17:44,true,4,,,,,LES REYNAUDS,38160,SAINT ANTOINE L'ABBAYE,,,38359,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,29.2F,NAF1993,O
301670980,00012,30167098000012,O,1964-01-01,NN,,,2008-11-07T00:17:44,true,4,,15,,PL,DE LA LIBERATION,37150,BLERE,,,37027,,,,,,,,,,,,,,,,,,,2000-06-30,F,,,,,52.4L,NAF1993,O
301670998,00014,30167099800014,O,,,,,,true,1,,,,,,37200,TOURS,,,37261,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301671004,00044,30167100400044,O,1989-04-24,NN,,,,false,4,,2,,RUE,GASTON MONMOUSSEAU,38130,ECHIROLLES,,,38151,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.2C,NAF1993,N
301671004,00051,30167100400051,O,1993-12-01,NN,,,,true,3,,326,,RUE,FRANCIS DE PRESSENSE,69100,VILLEURBANNE,,,69266,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,74.2C,NAF1993,O
301671012,00013,30167101200013,O,,,,,,true,1,,,,RUE,SAINT BARTHELEMY,37100,TOURS,,,37261,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301671020,00016,30167102000016,O,,,,,2019-11-14T14:00:35,true,1,,,,RUE,DE LA BUTTE,37350,LE GRAND-PRESSIGNY,,,37113,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.72,NAP,N
301671038,00018,30167103800018,O,,,,,,true,1,,,,LD,LA MERE ODUE,27180,CLAVILLE,,,27161,,,,,,,,,,,,,,,,,,,,F,,,,,67.01,NAP,N
301671053,00017,30167105300017,O,,,,,,true,1,,,,RUE,MOLIERE,37000,TOURS,,,37261,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
