302906565,00015,30290656500015,O,1975-11-25,NN,,,2006-11-25T09:15:17,false,3,,,,RUE,DE LA TAPISSERIE,60000,BEAUVAIS,,,60057,,,,,,,,,,,,,,,,,,,1992-09-22,F,,,,,91.1A,NAF1993,N
302906565,00023,30290656500023,O,1992-09-22,,,,2006-11-25T09:15:17,false,4,,,,RUE,DE GASCOGNE,60000,BEAUVAIS,,,60057,,,,,,,,,,,,,,,,,,,1995-05-04,F,,,,,91.1A,NAF1993,N
302906565,00031,30290656500031,O,1995-05-04,NN,,,2015-06-02T08:43:32,false,6,,240,,AV,MARCEL DASSAULT,60000,BEAUVAIS,,BP 202,60057,,,,,,,,,,,,,,,,,,,2014-06-30,F,,,,,94.11Z,NAFRev2,N
302906565,00049,30290656500049,O,2005-01-01,,,,2008-04-26T08:38:24,false,3,,1,,RUE,GUSTAVE EIFFEL,60200,COMPIEGNE,,,60159,,,,,,,,,,,,,,,,,,,2006-11-27,F,,,,,91.1A,NAFRev1,O
302906565,00056,30290656500056,O,2006-11-27,NN,,,2019-11-14T14:00:48,true,3,,2,,RUE,ALFRED KASTIER,60600,FITZ-JAMES,,,60234,,,,,,,,,,,,,,,,,,,2014-06-30,F,,,,,94.11Z,NAFRev2,O
302906607,00015,30290660700015,O,1900-01-01,01,2019,,2021-10-27T08:14:30,true,4,,,,RUE,JULES FERRY,60000,BEAUVAIS,,,60057,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.20Z,NAFRev2,O
302906615,00018,30290661500018,O,1900-01-01,,,,2006-11-25T09:15:17,true,3,,74,,RUE,DE SAINT JUST DES MARAIS,60000,BEAUVAIS,,,60057,,,,,,,,,,,,,,,,,,,2004-12-25,F,,,,,66.0G,NAFRev1,N
302906623,00012,30290662300012,O,1900-01-01,NN,,,2014-02-06T16:37:02,true,3,,20,,RUE,SAINT JACQUES,60000,BEAUVAIS,,,60057,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
302906649,00025,30290664900025,O,1900-01-01,NN,,,2008-01-04T19:22:39,true,3,,,,AV,DE L EUROPE,60000,BEAUVAIS,,,60057,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
302906656,00012,30290665600012,O,,NN,,,2006-11-25T09:15:17,true,1,,,,AV,JEAN MOULIN,60000,BEAUVAIS,,,60057,,,,,,,,,,,,,,,,,,,1988-07-20,F,,,,,97.23,NAP,N
302906698,00014,30290669800014,O,,,,,2019-11-14T14:00:48,true,1,,,,HAM,DE VAUX,60390,BERNEUIL-EN-BRAY,,,60063,,,,,,,,,,,,,,,,,,,1980-01-01,F,,,,,01.2E,NAF1993,N
302906706,00015,30290670600015,O,,,,,2019-11-14T14:00:48,true,1,,,,,,60350,BERNEUIL-SUR-AISNE,,,60064,,,,,,,,,,,,,,,,,,,1987-03-16,F,,,,,01.80,NAP,N
302906755,00012,30290675500012,O,1900-01-01,NN,,,2008-01-04T19:22:39,true,3,,,,RUE,BERTHINE,60370,BERTHECOURT,,,60065,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20A,NAFRev2,N
302906763,00016,30290676300016,O,,,,,2006-11-25T09:15:17,true,1,,284,,RUE,DU MARECHAL JOFFRE,60370,BERTHECOURT,,,60065,,,,,,,,,,,,,,,,,,,1996-11-16,F,,,,,55.2E,NAF1993,N
302906771,00019,30290677100019,O,,,,,2019-11-14T14:00:48,true,1,,,,,,60129,BETHANCOURT-EN-VALOIS,,,60066,,,,,,,,,,,,,,,,,,,,F,,,,,01.10,NAP,N
302906789,00029,30290678900029,O,1900-01-01,,,,2019-11-14T14:00:48,true,3,HAM DE ST GERMAIN,,,RUE,ST GERMAIN,60800,CREPY-EN-VALOIS,,BP 20,60176,,,,,,,,,,,,,,,,,,,2000-12-25,F,,,,,51.3A,NAF1993,N
302906813,00019,30290681300019,O,,NN,,,,true,1,,,,RUE,SAINT SIMON,60280,BIENVILLE,,,60070,,,,,,,,,,,,,,,,,,,1991-01-22,F,,,,,66.04,NAP,N
302906821,00012,30290682100012,O,1900-01-01,NN,,,2008-01-04T19:22:39,true,3,,,,,,60460,BLAINCOURT-LES-PRECY,,,60074,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,01.11Z,NAFRev2,N
302906839,00014,30290683900014,O,,,,,,true,1,,,,,,60460,BLAINCOURT-LES-PRECY,,,60074,,,,,,,,,,,,,,,,,,,,F,,,,,01.00,NAP,N
302906847,00017,30290684700017,O,,,,,,true,1,,,,,,60220,BLARGIES,,,60076,,,,,,,,,,,,,,,,,,,1992-05-30,F,,,,,01.80,NAP,N
302906854,00013,30290685400013,O,1900-01-01,NN,,,2019-11-14T14:00:48,true,6,,,,,,60440,BOISSY-FRESNOY,,,60079,,,,,,,,,,,,,,,,,,,2012-12-31,A,,,,,01.50Z,NAFRev2,O
302906862,00024,30290686200024,O,1985-01-01,NN,,,2019-01-14T11:09:04,true,1,,,,RUE,DE LA CROIX BLANCHE,60240,BOISSY LE BOIS,,,60080,,,,,,,,,,,,,,,,,,,2002-06-30,F,,,,,45.3E,NAF1993,N
302906896,00014,30290689600014,O,1900-01-01,,,,2019-11-14T14:00:48,true,2,,,,,,60123,BONNEUIL-EN-VALOIS,,,60083,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,01.1C,NAF1993,N
302906896,00022,30290689600022,O,1900-01-01,,,,,false,2,,,,,,60350,PIERREFONDS,,,60491,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,01.1C,NAF1993,N
302906896,00030,30290689600030,O,1900-01-01,,,,,false,2,,,,,,60123,EMEVILLE,,,60207,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,01.1C,NAF1993,N
302906904,00016,30290690400016,O,,,,,2019-11-14T14:00:48,true,1,,,,,,60820,BORAN-SUR-OISE,,,60086,,,,,,,,,,,,,,,,,,,1988-12-25,F,,,,,14.02,NAP,N
302906946,00017,30290694600017,O,1964-01-01,NN,,,2008-11-07T00:18:44,true,3,,,,RUE,PASTEUR,60540,BORNEL,,,60088,,,,,,,,,,,,,,,,,,,2005-12-31,F,,,,,93.0D,NAFRev1,N
