303982110,00015,30398211000015,O,1974-01-01,NN,,,,true,1,,,,LD,LA CHESNAIS DU SAIN,35480,GUIPRY,,,35129,,,,,,,,,,,,,,,,,,,1999-01-31,F,,,,,50.2Z,NAF1993,N
303982136,00010,30398213600010,O,,,,,,true,1,,,,RUE,GEORGES LEBIGOT,94800,VILLEJUIF,,,94076,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.44,NAP,N
303982144,00014,30398214400014,O,1964-01-01,NN,,,,true,1,,64,,RUE,DE VERN,35200,RENNES,,,35238,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,50.4Z,NAF1993,N
303982151,00043,30398215100043,O,,NN,,,,true,1,,3,,RUE,DANTON,35700,RENNES,,,35238,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,77.14,NAP,N
303982169,00011,30398216900011,O,,,,,,true,1,,28,,RUE,ALEXANDRE BOUCHER,93410,VAUJOURS,,,93074,,,,,,,,,,,,,,,,,,,1988-02-09,F,,,,,47.01,NAP,N
303982201,00012,30398220100012,O,,NN,,,,true,1,,20,,RUE,WINSTON CHURCHILL,35800,DINARD,,,35093,,,,,,,,,,,,,,,,,,,1995-03-09,F,,,,,36.6A,NAF1993,N
303982219,00014,30398221900014,O,1964-01-01,NN,,,,true,1,,2,,RUE,SAINT MALO,35260,CANCALE,,,35049,,,,,,,,,,,,,,,,,,,2001-09-29,F,,,,,60.2E,NAF1993,N
303982227,00025,30398222700025,O,1989-10-07,NN,,,2019-01-11T13:40:54,true,3,,22,,RUE,DE ROMILLE,35360,MONTAUBAN-DE-BRETAGNE,,,35184,,,,,,,,,,,,,,,,,,,2005-07-30,F,,,,,70.2C,NAFRev1,N
303982250,00043,30398225000043,O,,NN,,,,true,1,,52,,RUE,DE LA DEMI LUNE,93100,MONTREUIL,,,93048,,,,,,,,,,,,,,,,,,,,F,,,,,67.01,NAP,N
303982268,00037,30398226800037,O,1990-01-01,NN,,,2008-11-07T00:19:39,false,4,,46,,AV,ANATOLE FRANCE,91210,DRAVEIL,,,91201,,,,,,,,,,,,,,,,,,,2002-02-20,F,,,,,33.1B,NAF1993,O
303982268,00045,30398226800045,O,2002-02-20,NN,,,2014-07-08T00:12:18,false,4,,3,,RUE,DU PETIT TRAIN,29120,PONT L'ABBE,,,29220,,,,,,,,,,,,,,,,,,,2010-01-27,F,,,,,32.50A,NAFRev2,O
303982268,00052,30398226800052,O,2010-01-27,NN,,3250AA,2015-06-04T04:51:40,true,3,BATIMENT B CENTRE D'AFFAIRES,1,,AV,DU BRADEN,29000,QUIMPER,,,29232,,,,,,,,,,,,,,,,,,,2015-05-31,F,PRECISDENT,,,,32.50A,NAFRev2,N
303982300,00020,30398230000020,O,,NN,,,,true,1,,24,,BD,LA COTE DU NORD,35133,LECOUSSE,,,35150,,,,,,,,,,,,,,,,,,,2001-07-01,F,,,,,45.4A,NAF1993,O
303982318,00022,30398231800022,O,,NN,,,,true,1,,22,,RUE,DES LILAS,95260,MOURS,,,95436,,,,,,,,,,,,,,,,,,,,F,,,,,62.46,NAP,N
303982334,00011,30398233400011,O,1974-01-01,NN,,,2016-04-26T01:44:59,true,5,,78,,AV,DE LA RESISTANCE,93100,MONTREUIL,,,93048,,,,,,,,,,,,,,,,,,,2015-02-13,F,,,,,56.10A,NAFRev2,O
303982342,00022,30398234200022,O,1985-09-01,NN,,,2014-06-14T00:01:02,true,7,,,,,LA HAIE TERREE,35150,JANZE,,,35136,,,,,,,,,,,,,,,,,,,2012-12-31,F,,,,,43.29A,NAFRev2,O
303982367,00011,30398236700011,O,1900-01-01,NN,,,2019-11-14T14:00:35,false,4,,16,B,RUE,LEDRU ROLLIN,36200,ARGENTON-SUR-CREUSE,,,36006,,,,,,,,,,,,,,,,,,,2012-11-19,F,,,,,86.21Z,NAFRev2,N
303982367,00029,30398236700029,O,1998-10-15,NN,,,2019-11-14T14:01:05,false,4,,3,,IMP,DU MOULIN DE JUBICIAUX,91190,GIF-SUR-YVETTE,,,91272,,,,,,,,,,,,,,,,,,,2013-12-31,F,,,,,55.10Z,NAFRev2,N
303982367,00037,30398236700037,O,2000-10-01,,,,2019-11-14T14:00:38,true,2,,1,,RUE,EDOUARD VAILLANT,42100,SAINT-ETIENNE,,,42218,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
303982367,00045,30398236700045,O,2012-10-26,,,,2019-11-14T14:00:35,false,3,MAISON DE SANTE PLURIDISCIPLINAIRE,1,,RUE,DU CLOS SAINT JOSEPH,36200,ARGENTON-SUR-CREUSE,,,36006,,,,,,,,,,,,,,,,,,,2018-12-31,F,,,,,86.21Z,NAFRev2,N
303982383,00018,30398238300018,O,,NN,,,,true,1,,,,RUE,DE LA RIAUDAIS,35430,CHATEAUNEUF D'ILLE ET VILAINE,,,35070,,,,,,,,,,,,,,,,,,,1996-03-31,F,,,,,74.8A,NAF1993,N
303982417,00030,30398241700030,O,,,,,,true,1,,42,,RUE,GRANDE,36500,BUZANCAIS,,,36031,,,,,,,,,,,,,,,,,,,1993-12-31,F,,,,,67.2Z,NAF1993,N
303982425,00017,30398242500017,O,,NN,,,,true,1,,25,,RUE,AU PREVOT,35410,CHATEAUGIRON,,,35069,,,,,,,,,,,,,,,,,,,1983-06-30,F,,,,,48.01,NAP,N
303982433,00011,30398243300011,O,,NN,,,,true,1,,,,PL,DE L EGLISE,36210,CHABRIS,,,36034,,,,,,,,,,,,,,,,,,,1989-02-28,F,,,,,64.46,NAP,N
303982458,00018,30398245800018,O,,,,,2019-11-14T14:00:34,true,1,,30,,RUE,DE LA NATION,35400,SAINT-MALO,,,35288,,,,,,,,,,,,,,,,,,,1997-04-08,F,,,,,45.4J,NAF1993,N
303982482,00034,30398248200034,O,,,,,2019-11-14T14:00:36,true,1,,,,RTE,DU SATRE,38620,SAINT-BUEIL,,,38372,,,,,,,,,,,,,,,,,,,1988-01-02,F,,,,,81.21,NAP,N
303982516,00013,30398251600013,O,,NN,,,,true,1,,,,RUE,PRINCIPALE,38530,CHAPAREILLAN,,,38075,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,67.2Z,NAF1993,N
303982532,00028,30398253200028,O,,,,,,true,1,,,,LD,LA VALONNE AV DE LA TOUR,38450,VIF,,,38545,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.60,NAP,N
303982557,00017,30398255700017,O,,NN,,,,true,1,,,,,BOURG,35330,COMBLESSAC,,,35084,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,55.72,NAP,N
303982565,00051,30398256500051,O,1997-01-01,NN,,,2019-11-14T14:00:36,true,1,,22,,,LA GARE,38120,SAINT-EGREVE,,,38382,,,,,,,,,,,,,,,,,,,2001-07-31,F,,,,,74.1G,NAF1993,N
303982573,00014,30398257300014,O,,NN,,,,true,1,,,,,,38930,CHICHILIANNE,,,38103,,,,,,,,,,,,,,,,,,,1995-09-16,F,,,,,45.4J,NAF1993,N
303982581,00017,30398258100017,O,,,,,,true,1,,,,,LE BERARD,38500,COUBLEVIE,,,38133,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.43,NAP,N
303982599,00019,30398259900019,O,1975-01-01,NN,,,2012-12-20T05:04:54,true,6,,38,,RUE,LIEUTENANT COLONEL BEL,38460,CREMIEU,,,38138,,,,,,,,,,,,,,,,,,,2012-12-31,F,AU PANIER FLEURI,,,,96.01B,NAFRev2,N
303982599,00027,30398259900027,O,2002-11-29,NN,,,2008-11-07T00:19:39,false,3,,,,,Z A DU BUISSON ROND,38460,VILLEMOIRIEU,,,38554,,,,,,,,,,,,,,,,,,,2004-12-13,F,AU PANIER FLEURI,,,,52.4X,NAFRev1,N
303982599,00035,30398259900035,O,2004-12-13,NN,,,2019-11-14T14:00:36,false,4,,39,,RUE,DU STADE,38460,SAINT-ROMAIN-DE-JALIONAS,,,38451,,,,,,,,,,,,,,,,,,,2010-12-31,F,,,,,47.76Z,NAFRev2,N
303982631,00010,30398263100010,O,1974-01-01,NN,,,2019-01-11T13:40:54,true,3,,,,LD,LA LANDE GILET,35360,MONTAUBAN-DE-BRETAGNE,,,35184,,,,,,,,,,,,,,,,,,,2006-06-30,F,,,,,45.4M,NAFRev1,N
