305095564,00012,30509556400012,O,1900-01-01,NN,,,,true,3,,1,,RUE,DE L UNIVERSITE,34000,MONTPELLIER,,,34172,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,63.3Z,NAF1993,O
305095564,00020,30509556400020,O,1991-11-01,NN,,,,false,4,,33,,RUE,BOULBONNE,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,63.3Z,NAF1993,O
305095564,00038,30509556400038,O,1993-10-01,NN,,,,false,4,,20,,BD,LOUIS SALVATOR,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,63.3Z,NAF1993,O
305095564,00046,30509556400046,O,1994-01-01,NN,,,,false,4,,30,,AV,GEORGES CLEMENCEAU,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,63.3Z,NAF1993,O
305095622,00042,30509562200042,O,1985-02-28,11,2019,,2021-10-27T08:15:27,true,4,CAMPING DE L EDEN,,,RTE,DE L ESPIGUETTE,30240,LE GRAU-DU-ROI,,,30133,,,,,,,,,,,,,,,,,,,2010-11-01,A,,,,,55.30Z,NAFRev2,O
305095622,00059,30509562200059,O,1987-01-01,NN,,,2008-01-04T19:34:02,false,3,,,,,DOMAINE DE CARBONAS,11230,VILLEFORT,,,11424,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
305095663,00020,30509566300020,O,,NN,,,,true,1,,2,,RUE,DE CIVRY,75016,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,1995-12-18,F,,,,,45.4F,NAF1993,O
305095697,00044,30509569700044,O,,NN,,,,true,1,,,,AV,PRESIDENT J F KENNEDY,33700,MERIGNAC,,,33281,,,,,,,,,,,,,,,,,,,,F,,,,,77.04,NAP,N
305095705,00011,30509570500011,O,,,,,,true,1,,,,RUE,DE LA REPUBLIQUE,42510,BUSSIERES,,,42029,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,58.06,NAP,N
305095721,00018,30509572100018,O,1900-01-01,NN,,,2008-01-04T19:34:02,true,3,,,,PAS,SUCHET,88200,REMIREMONT,,BP 148,88383,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,93.12Z,NAFRev2,N
305095747,00039,30509574700039,O,1999-06-22,,,,,true,1,,36,,RUE,JEAN DESCAS,33800,BORDEAUX,,,33063,,,,,,,,,,,,,,,,,,,1999-06-22,F,,,,,22.2C,NAF1993,N
305095754,00027,30509575400027,O,,NN,,,,true,1,,125,,QUAI,DE BRAZZA,33100,BORDEAUX,,,33063,,,,,,,,,,,,,,,,,,,,F,,,,,59.07,NAP,N
305095762,00012,30509576200012,O,1976-01-01,NN,,,2008-11-07T00:20:47,false,4,,128,,CRS,DE LA SOMME,33800,BORDEAUX,,,33063,,,,,,,,,,,,,,,,,,,2003-09-01,F,,,,,28.7E,NAFRev1,O
305095762,00020,30509576200020,O,2003-09-01,11,2019,,2021-10-27T08:15:27,true,4,ZAC HAUT MADERE,,,RUE,PABLO NERUDA,33140,VILLENAVE D'ORNON,,,33550,,,,,,,,,,,,,,,,,,,2013-12-31,A,,,,,46.69B,NAFRev2,O
305095770,00023,30509577000023,O,1981-10-01,NN,,,2008-11-07T00:20:47,true,4,,18,,RUE,GASTON PAYMAL,92110,CLICHY,,,92024,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,50.2Z,NAF1993,O
305095796,00010,30509579600010,O,,NN,,,,true,1,,,,,GENTISERM,33390,MAZION,,,33280,,,,,,,,,,,,,,,,,,,,F,,,,,55.60,NAP,N
305095820,00026,30509582000026,O,,,,,,true,1,,,,CRS,DE L INTENDANCE,33000,BORDEAUX,,,33063,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.10,NAP,N
305095838,00010,30509583800010,O,,NN,,,,true,1,,,,,,30120,AULAS,,,30024,,,,,,,,,,,,,,,,,,,,F,,,,,44.18,NAP,N
305095853,00027,30509585300027,O,,,,,,true,1,,,,RUE,DE CAUMARTIN,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,81.21,NAP,N
305095861,00020,30509586100020,O,,,,,,true,1,,32,,AV,DE LA JUNCASSE,31500,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,1990-10-30,F,,,,,45.2A,NAF1993,N
305095879,00022,30509587900022,O,,,,,,true,1,,,,RTE,DE MONTPELLIER,30900,NIMES,,,30189,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.72,NAP,N
305095887,00025,30509588700025,O,2000-02-15,,,,2006-10-27T00:06:58,true,3,,21,,RUE,DU FOURBASTARD,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2005-05-31,F,,,,,52.4C,NAFRev1,N
305095895,00010,30509589500010,O,,,,,,true,1,,5,,RUE,DE LA POMME,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
305095903,00012,30509590300012,O,1900-01-01,NN,,,2019-01-29T17:50:07,true,5,,,,LD,MONTBEIL,86470,BOIVRE-LA-VALLEE,,,86123,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,85.32Z,NAFRev2,N
305095911,00023,30509591100023,O,1990-10-01,NN,,,2007-05-19T08:37:11,false,4,IMM ALLIANCE,226,,RUE,GEORGES BESSE,30000,NIMES,,,30189,,,,,,,,,,,,,,,,,,,2006-03-24,F,,,,,74.2C,NAFRev1,O
305095911,00031,30509591100031,O,2006-03-24,12,2019,,2021-10-27T08:15:27,true,2,,180,,RUE,GUY ARNAUD,30900,NIMES,,,30189,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,71.12B,NAFRev2,O
305095929,00025,30509592900025,O,1988-06-13,NN,,,,true,1,,,,,ZAC DE RUN AR PUNS,29150,CHATEAULIN,,,29026,,,,,,,,,,,,,,,,,,,1998-09-30,F,,,,,15.2Z,NAF1993,O
305095937,00010,30509593700010,O,1900-01-01,NN,,,2019-11-14T14:00:30,false,4,COLLINE DE LA MARGUE,25,,AV,ALPHONSE DAUDET,30200,BAGNOLS-SUR-CEZE,,,30028,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,40.1Z,NAF1993,O
305095937,00028,30509593700028,O,1900-01-01,,,,2019-11-14T14:00:51,false,5,,,,,,63480,SAINT-PIERRE-LA-BOURLHONNE,,,63384,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,35.11Z,NAFRev2,N
305095937,00036,30509593700036,O,1994-10-15,03,2019,,2021-10-27T08:15:27,true,5,,,,,LA CROIX DES PERES,43350,SAINT-PAULIEN,,,43216,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,35.11Z,NAFRev2,O
305095937,00044,30509593700044,O,2006-01-01,,,,2009-12-09T11:58:14,false,1,,,,,SEMBADEL GARE,43160,SEMBADEL,,,43237,,,,,,,,,,,,,,,,,,,2006-01-01,A,,,,,52.10B,NAFRev2,N
305095937,00051,30509593700051,O,2018-12-14,,,,2019-01-24T03:48:26,false,1,,,,,LES BRASSETS,63480,VERTOLAYE,,,63454,,,,,,,,,,,,,,,,,,,2018-12-14,A,,,,,35.11Z,NAFRev2,N
305095945,00013,30509594500013,O,1976-01-01,01,2019,,2021-10-27T08:15:27,true,4,6 R GARIBALDI,72,,RUE,DE LA REPUBLIQUE,30200,BAGNOLS-SUR-CEZE,,,30028,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.71Z,NAFRev2,O
305095945,00039,30509594500039,O,1989-03-17,NN,,,2019-11-14T14:00:30,false,5,ET 6 RUE GARIBALDI,70,,RUE,DE LA REPUBLIQUE,30200,BAGNOLS-SUR-CEZE,,,30028,,,,,,,,,,,,,,,,,,,2007-08-01,A,,,,,47.71Z,NAFRev2,N
305095945,00047,30509594500047,O,1989-11-15,NN,,,,false,4,,39,,RUE,VIEUX SEXTIER,84000,AVIGNON,,,84007,,,,,,,,,,,,,,,,,,,2002-12-31,F,PANTASHOP,,,,52.4C,NAF1993,O
305095952,00019,30509595200019,O,1976-01-01,NN,,,2012-05-05T00:51:42,true,6,,380,,,ANCIENNE RTE D ARLES,30127,BELLEGARDE,,,30034,,,,,,,,,,,,,,,,,,,2010-09-22,F,,,,,43.99C,NAFRev2,N
305095960,00012,30509596000012,O,,,,,,true,1,,,,,LE SIZEN,30300,BEAUCAIRE,,,30032,,,,,,,,,,,,,,,,,,,1992-07-31,F,,,,,14.2A,NAF1993,N
305095978,00055,30509597800055,O,,,,,,true,1,,27,,RUE,LEMERCIER,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1997-12-30,F,,,,,74.4B,NAF1993,N
305095986,00025,30509598600025,O,1975-04-03,NN,,,2018-09-29T12:11:07,true,5,,19,,RUE,GEORGES BERNARD,27000,EVREUX,,,27229,,,,,,,,,,,,,,,,,,,2016-12-31,F,,,,,94.91Z,NAFRev2,O
305095986,00033,30509598600033,O,2009-07-07,,,,2015-07-18T12:45:47,false,2,,19,,RUE,CHARLES CORBEAU,27000,EVREUX,,,27229,,,,,,,,,,,,,,,,,,,2009-07-07,F,,,,,94.99Z,NAFRev2,O
305096000,00016,30509600000016,O,1970-01-01,NN,,,2016-04-26T01:47:39,true,5,,58,,RUE,DE LA 1ERE ARMEE FRANCAISE,90000,BELFORT,,,90010,,,,,,,,,,,,,,,,,,,2014-07-08,A,,,,,45.32Z,NAFRev2,N
305096018,00018,30509601800018,O,1900-01-01,00,2019,,2021-10-27T08:15:27,false,5,,103,,RUE,DE SILLY,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,2020-05-22,F,,,,,68.20A,NAFRev2,O
305096018,00026,30509601800026,O,2020-05-22,,,,2021-10-12T11:55:18,true,1,,38,,BD,MAILLOT,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2020-05-22,A,,,,,68.20A,NAFRev2,O
305096026,00029,30509602600029,O,1983-01-01,NN,,,2019-11-14T14:00:29,false,5,,,,,CHEMIN DEPARTEMENTAL 136,28260,SAINT-OUEN-MARCHEFROY,,,28355,,,,,,,,,,,,,,,,,,,2011-05-31,F,,,,,52.10B,NAFRev2,O
305096026,00037,30509602600037,O,1992-02-24,22,2019,,2021-10-27T08:15:27,true,4,ZI NORD,23,,RUE,DES LIVRAINDIERES,28100,DREUX,,BP 96,28134,28100,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,49.41A,NAFRev2,O
305096026,00045,30509602600045,O,1999-10-01,NN,,,,false,4,GARE ROUTIERE,,,RUE,JEAN DUPAS,33270,FLOIRAC,,,33167,,,,,,,,,,,,,,,,,,,2001-06-29,F,,,,,60.2L,NAF1993,O
305096026,00052,30509602600052,O,1999-10-01,,,,2008-04-26T08:42:42,false,3,,7,,AV,EUGENE VARLIN,76120,LE GRAND-QUEVILLY,,,76322,,,,,,,,,,,,,,,,,,,2005-09-30,F,,,,,60.2M,NAFRev1,O
305096026,00060,30509602600060,O,1999-10-01,NN,,,2008-04-26T08:42:42,false,3,ZONE INDUSTRIELLE NORD,5,,RUE,DENIS PAPIN,68000,COLMAR,,,68066,,,,,,,,,,,,,,,,,,,2006-08-31,F,,,,,60.2M,NAFRev1,O
305096026,00078,30509602600078,O,1999-10-01,NN,,,2013-05-18T02:31:28,false,5,,,,RTE,D OULINS,28260,ANET,,,28007,,,,,,,,,,,,,,,,,,,2011-05-15,F,,,,,49.41A,NAFRev2,O
305096026,00086,30509602600086,O,1999-10-01,NN,,,,false,4,,132,,AV,DU GENERAL LECLERC,28100,DREUX,,,28134,,,,,,,,,,,,,,,,,,,2001-02-01,F,,,,,60.2M,NAF1993,O
305096026,00102,30509602600102,O,2011-05-02,NN,,,2013-05-18T02:31:28,false,2,,30,,RUE,DES LIVRAINDIERES,28100,DREUX,,,28134,,,,,,,,,,,,,,,,,,,2011-12-30,F,,,,,52.29B,NAFRev2,O
305096034,00023,30509603400023,O,,NN,,,,true,1,,47,B,BD,DELESCLUZE,28100,DREUX,,,28134,,,,,,,,,,,,,,,,,,,,F,,,,,77.09,NAP,N
305096042,00034,30509604200034,O,,NN,,,2019-11-14T14:00:56,true,1,,,,,CEN COM VILLAGE LA NORMA,73500,VILLARODIN-BOURGET,,,73322,,,,,,,,,,,,,,,,,,,1988-04-01,F,,,,,79.06,NAP,N
305096083,00095,30509608300095,O,,NN,,,,true,1,,25,,ALL,JARDIN ANGLAIS FINCHLEY,93340,LE RAINCY,,,93062,,,,,,,,,,,,,,,,,,,1990-12-25,F,,,,,69.25,NAP,N
305096109,00056,30509610900056,O,1984-11-09,00,2018,4321AB,2020-08-25T10:23:03,true,4,,68,,RUE,DES GRAVIERS,78200,MAGNANVILLE,,,78354,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,33.20C,NAFRev2,O
305096109,00064,30509610900064,O,2010-01-01,,,3320CZ,2014-06-27T00:10:38,false,1,,660,,RUE,DU VALIBOUT,78370,PLAISIR,,,78490,,,,,,,,,,,,,,,,,,,2010-01-01,A,,,,,33.20C,NAFRev2,N
305096117,00018,30509611700018,O,1900-01-01,NN,,,2008-01-04T19:34:02,true,3,,48,,AV,DU PRESIDENT J F KENNEDY,92160,ANTONY,,,92002,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
305096117,00026,30509611700026,O,1900-01-01,NN,,,2008-01-04T19:34:02,false,3,,123,,RUE,LA FAYETTE,75010,PARIS 10,,,75110,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
305096133,00023,30509613300023,O,,,,,,true,1,,17,,RTE,DE LA GARE,13560,SENAS,,,13105,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,36.10,NAP,N
305096166,00015,30509616600015,O,1900-01-01,NN,,,2008-01-04T19:34:02,true,3,,,,LD,NOIRRUPT,88530,LE THOLY,,,88470,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,88.99B,NAFRev2,N
305096174,00019,30509617400019,O,,NN,,,,true,1,,,,RUE,DE LA SONDE,42340,VEAUCHE,,,42323,,,,,,,,,,,,,,,,,,,,F,,,,,21.09,NAP,N
305096216,00026,30509621600026,O,,NN,,,,true,1,,83,,RUE,DE PREAUX,76160,DARNETAL,,,76212,,,,,,,,,,,,,,,,,,,,F,,,,,59.10,NAP,N
305096224,00012,30509622400012,O,,NN,,,,true,1,,4,,RUE,D ERNEMONT,76000,ROUEN,,,76540,,,,,,,,,,,,,,,,,,,1986-07-02,F,,,,,79.03,NAP,N
305096232,00015,30509623200015,O,1965-01-01,NN,,,,true,1,,19,,RUE,CHARLES DE GAULLE,42300,ROANNE,,,42187,,,,,,,,,,,,,,,,,,,2000-10-11,F,,,,,52.4T,NAF1993,O
305096240,00018,30509624000018,O,,,,,2019-11-14T14:00:59,true,1,,,,CHE,NEUF,77400,LAGNY-SUR-MARNE,,,77243,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
305096257,00012,30509625700012,O,,,,,2006-11-25T09:18:37,true,1,,,,,,76450,VITTEFLEUR,,,76748,,,,,,,,,,,,,,,,,,,1986-12-25,F,,,,,86.07,NAP,N
305096281,00012,30509628100012,O,1900-01-01,12,2019,1812ZA,2021-10-27T08:15:27,true,4,ZI,600,,RTE,DE MONTREUIL,49700,DOUE-EN-ANJOU,,,49125,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,18.12Z,NAFRev2,O
305096281,00020,30509628100020,O,1994-01-01,NN,,,2013-10-14T15:03:46,false,4,,29,,,ZAC DU BATAILLER,83980,LE LAVANDOU,,,83070,,,,,,,,,,,,,,,,,,,2013-07-15,F,IMPRIMERIE ETIENNE,,,,18.12Z,NAFRev2,O
305096307,00015,30509630700015,O,1964-01-01,NN,,,2019-11-14T14:00:39,false,4,,7,,RUE,DE BRETAGNE,44410,SAINT-LYPHARD,,,44175,,,,,,,,,,,,,,,,,,,2007-01-01,F,,,,,45.3E,NAFRev1,O
305096307,00023,30509630700023,O,2007-01-01,21,2019,4322AZ,2021-10-27T08:15:27,true,2,ZA DU CRELIN,,,RUE,DES ACACIAS,44410,SAINT-LYPHARD,,,44175,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,43.22A,NAFRev2,O
305096323,00020,30509632300020,O,,,,,,true,1,,14,,AV,DUBONNET,92400,COURBEVOIE,,,92026,,,,,,,,,,,,,,,,,,,1989-09-13,F,,,,,65.06,NAP,N
305096331,00031,30509633100031,O,1981-01-01,03,2019,,2021-10-27T08:15:27,true,4,,63,,RUE,NATIONALE,46000,CAHORS,,,46042,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.52A,NAFRev2,O
305096349,00033,30509634900033,O,,NN,,,,true,1,,,,AV,DU GENERAL LECLERC,47200,MARMANDE,,,47157,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,29.2F,NAF1993,N
305096356,00012,30509635600012,O,,NN,,,,true,1,,10,,RUE,JACQUES FAUQUET,76210,BOLBEC,,,76114,,,,,,,,,,,,,,,,,,,,F,,,,,64.21,NAP,N
305096364,00016,30509636400016,O,1976-01-01,02,2019,4520AC,2021-10-27T08:15:27,true,4,,,,LD,LE PLAN ORIENTAL,83440,MONTAUROUX,,,83081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,45.20A,NAFRev2,O
305096398,00022,30509639800022,O,,NN,,,,true,1,,20,,RUE,DE LA PERLE,75003,PARIS 3,,,75103,,,,,,,,,,,,,,,,,,,,F,,,,,67.12,NAP,N
305096406,00023,30509640600023,O,1986-09-30,NN,,,2019-11-14T14:00:58,true,1,,4,,RUE,MARIE TALBOT,76310,SAINTE-ADRESSE,,,76552,,,,,,,,,,,,,,,,,,,1999-09-30,F,,,,,51.6L,NAF1993,O
305096414,00027,30509641400027,O,1980-08-01,NN,,,2008-11-07T00:20:47,true,4,,9,,RUE,HELENE BOUCHER,76600,LE HAVRE,,,76351,,,,,,,,,,,,,,,,,,,1997-06-30,F,,,,,45.3A,NAF1993,O
305096455,00012,30509645500012,O,1976-01-01,NN,,,2010-07-21T15:37:38,true,5,,73,,RUE,JEAN JACQUES ROUSSEAU,76600,LE HAVRE,,,76351,,,,,,,,,,,,,,,,,,,2010-04-08,F,,,,,47.25Z,NAFRev2,O
305096463,00032,30509646300032,O,1990-05-22,,,,,true,4,,17,,RUE,ANFRAY,76600,LE HAVRE,,,76351,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,85.3K,NAF1993,N
305096489,00086,30509648900086,O,1999-05-01,NN,,,2019-11-14T14:01:05,true,4,,43,,RUE,RASPAIL,92300,LEVALLOIS-PERRET,,,92044,,,,,,,,,,,,,,,,,,,2003-02-15,F,,,,,52.4C,NAFRev1,O
305096489,00094,30509648900094,O,1979-09-01,NN,,,,false,4,,16,,BD,DE L HOPITAL,75005,PARIS 5,,,75105,,,,,,,,,,,,,,,,,,,2003-02-15,F,,,,,52.4C,NAFRev1,N
305096497,00014,30509649700014,O,,,,,,true,1,,27,,,VILLA FAUCHEUR,75020,PARIS 20,,,75120,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,47.01,NAP,N
305096505,00030,30509650500030,O,,,,,,true,1,,20,,RUE,DE NOAILLES,78000,VERSAILLES,,,78646,,,,,,,,,,,,,,,,,,,1987-09-18,F,,,,,77.03,NAP,N
305096513,00034,30509651300034,O,1980-11-20,NN,,,2008-11-07T00:20:47,false,4,NUM VOIE 6 A 8,6,,RUE,DES EPINETTES,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,22.2C,NAF1993,O
305096513,00042,30509651300042,O,1998-09-01,NN,,,2014-07-08T00:12:48,true,4,CHEZ ACAIRE,2,,PAS,FLOURENS,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2010-06-30,F,,,,,18.12Z,NAFRev2,O
305096539,00013,30509653900013,O,,NN,,,,true,1,,59,,RUE,BOILEAU,75016,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N
305096547,00016,30509654700016,O,,,,,2019-11-14T14:00:38,true,1,,11,,RUE,CESAR BERTHOLON,42400,SAINT-CHAMOND,,,42207,,,,,,,,,,,,,,,,,,,1986-10-09,F,,,,,55.40,NAP,N
305096554,00020,30509655400020,O,,NN,,,,true,1,,27,,RUE,CHATEAUBRIAND,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1991-03-26,F,,,,,76.00,NAP,N
305096570,00018,30509657000018,O,1976-01-01,NN,,,2006-11-25T09:18:37,true,3,,50,,RUE,BERZELIUS,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1998-09-24,F,,,,,67.2Z,NAF1993,N
305096588,00010,30509658800010,O,1900-01-01,NN,,,2012-11-30T10:09:25,true,4,,12,,RUE,CAROLINE,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2009-12-31,F,,,,,94.99Z,NAFRev2,N
305096588,00028,30509658800028,O,1994-01-01,NN,,,2019-11-14T14:01:05,false,4,,12,,,VLA PARMENTIER,92270,BOIS-COLOMBES,,,92009,,,,,,,,,,,,,,,,,,,2009-12-31,F,,,,,94.99Z,NAFRev2,N
305096596,00021,30509659600021,O,,NN,,,,true,1,,4,,RUE,DE VIENNE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1988-12-26,F,,,,,81.11,NAP,N
305096604,00015,30509660400015,O,,NN,,,2019-11-14T14:01:05,true,1,,10,,RUE,DE LA FERME,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,,F,,,,,31.13,NAP,N
305096612,00091,30509661200091,O,,NN,,,,true,1,,8,,RUE,FELIX PYAT,92800,PUTEAUX,,,92062,,,,,,,,,,,,,,,,,,,1992-08-28,F,,,,,70.1D,NAF1993,N
305096620,00011,30509662000011,O,1900-01-01,NN,,,2006-11-25T09:18:37,false,3,,16,,FG,DU VAL D AJOL,88200,REMIREMONT,,,88383,,,,,,,,,,,,,,,,,,,2001-12-15,F,,,,,55.1A,NAF1993,N
305096620,00029,30509662000029,O,1900-01-01,NN,,,,false,5,,4,,RUE,DE LA CLE,88460,TENDON,,,88464,,,,,,,,,,,,,,,,,,,2002-04-01,F,REPOS DES CASCADES,,,,55.4B,NAF1993,N
305096620,00037,30509662000037,O,1982-02-01,11,2019,,2021-10-27T08:15:27,true,4,,13,,PL,EMILE STEIN,88000,EPINAL,,,88160,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,55.10Z,NAFRev2,O
305096620,00052,30509662000052,O,2006-06-01,11,2019,,2021-10-27T08:15:27,false,3,,62,,RUE,GAMBETTA,52100,SAINT-DIZIER,,,52448,,,,,,,,,,,,,,,,,,,2010-06-01,A,ALL SEASONS,,,,55.10Z,NAFRev2,O
305096620,00060,30509662000060,O,2012-03-22,11,2019,,2021-10-27T08:15:27,false,2,,,,RTE,DE BAR LE DUC,52100,BETTANCOURT-LA-FERREE,,,52045,,,,,,,,,,,,,,,,,,,2019-01-01,A,HOTEL IBIS SAINT DIZIER - COURTEPAILLE,,,,55.10Z,NAFRev2,O
305096646,00016,30509664600016,O,,NN,,,2019-11-14T14:01:05,true,1,,38,,QUAI,DU POINT DU JOUR,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,,F,,,,,65.03,NAP,N
